node_id,cluster_id,is_ch
0,14,0
1,18,0
2,54,0
3,15,0
4,154,0
5,19,0
6,117,0
7,8,0
8,49,0
9,59,0
10,151,0
11,9,0
12,82,0
13,54,0
14,84,0
15,135,0
16,4,0
17,38,0
18,0,1
19,76,0
20,3,0
21,109,0
22,136,0
23,66,0
24,159,0
25,29,0
26,94,0
27,127,0
28,126,0
29,58,0
30,48,0
31,46,0
32,104,0
33,30,0
34,26,0
35,96,0
36,142,0
37,58,0
38,58,0
39,150,0
40,92,0
41,30,0
42,133,0
43,56,0
44,73,0
45,122,0
46,28,0
47,97,0
48,97,0
49,32,0
50,133,0
51,78,0
52,49,0
53,48,0
54,65,0
55,120,0
56,75,0
57,21,0
58,127,0
59,38,0
60,76,0
61,65,0
62,114,0
63,139,0
64,74,0
65,61,0
66,97,0
67,34,0
68,86,0
69,127,0
70,135,0
71,18,0
72,20,0
73,26,0
74,125,0
75,4,0
76,1,1
77,73,0
78,30,0
79,21,0
80,82,0
81,115,0
82,66,0
83,38,0
84,50,0
85,26,0
86,144,0
87,43,0
88,45,0
89,143,0
90,71,0
91,73,0
92,119,0
93,64,0
94,41,0
95,69,0
96,104,0
97,28,0
98,39,0
99,152,0
100,44,0
101,153,0
102,13,0
103,41,0
104,2,1
105,156,0
106,28,0
107,159,0
108,137,0
109,126,0
110,1,0
111,22,0
112,60,0
113,71,0
114,92,0
115,83,0
116,61,0
117,79,0
118,11,0
119,109,0
120,153,0
121,40,0
122,81,0
123,3,0
124,12,0
125,102,0
126,89,0
127,10,0
128,73,0
129,49,0
130,107,0
131,56,0
132,57,0
133,56,0
134,136,0
135,66,0
136,147,0
137,111,0
138,125,0
139,27,0
140,44,0
141,26,0
142,76,0
143,33,0
144,68,0
145,0,0
146,99,0
147,97,0
148,107,0
149,112,0
150,52,0
151,72,0
152,108,0
153,47,0
154,90,0
155,26,0
156,12,0
157,101,0
158,95,0
159,153,0
160,153,0
161,153,0
162,117,0
163,90,0
164,3,1
165,6,0
166,83,0
167,58,0
168,135,0
169,39,0
170,118,0
171,133,0
172,22,0
173,50,0
174,44,0
175,46,0
176,108,0
177,131,0
178,117,0
179,98,0
180,88,0
181,109,0
182,27,0
183,43,0
184,68,0
185,11,0
186,65,0
187,74,0
188,64,0
189,139,0
190,64,0
191,27,0
192,35,0
193,3,0
194,32,0
195,55,0
196,61,0
197,46,0
198,89,0
199,64,0
200,113,0
201,124,0
202,57,0
203,4,1
204,146,0
205,57,0
206,109,0
207,23,0
208,122,0
209,152,0
210,6,0
211,66,0
212,81,0
213,5,1
214,100,0
215,128,0
216,11,0
217,149,0
218,1,0
219,56,0
220,158,0
221,127,0
222,158,0
223,128,0
224,12,0
225,45,0
226,68,0
227,25,0
228,86,0
229,84,0
230,6,1
231,35,0
232,36,0
233,151,0
234,126,0
235,39,0
236,48,0
237,139,0
238,134,0
239,7,1
240,38,0
241,148,0
