entity_type,entity_id,node_id,x_m,y_m
CH,0,22,546.757,558.627
CH,1,45,1068.622,802.198
CH,2,80,410.754,690.892
CH,3,93,410.563,255.878
CH,4,125,519.267,864.293
CH,5,165,514.603,191.028
CH,6,194,282.095,817.154
CH,7,204,872.935,567.334
CH,8,213,959.715,520.017
CH,9,221,981.295,216.456
CH,10,235,584.121,256.26
CH,11,276,810.452,780.13
CH,12,367,908.455,192.342
CH,13,379,181.953,619.576
CH,14,449,172.41,862.628
CH,15,508,1070.762,6.145
CH,16,572,406.248,44.552
CH,17,580,905.787,2.764
CH,18,609,984.026,354.634
CH,19,632,318.531,2.616
CH,20,643,382.4,750.005
CH,21,656,529.261,413.955
CH,22,677,878.579,494.222
CH,23,715,1074.73,372.758
CH,24,724,14.853,709.34
CH,25,743,517.229,1019.147
CH,26,770,21.02,873.192
CH,27,780,405.029,573.96
CH,28,796,727.818,627.312
CH,29,806,800.804,882.694
CH,30,812,80.344,738.906
CH,31,817,466.879,126.484
CH,32,863,506.347,63.82
CH,33,864,474.666,4.76
CH,34,981,791.051,1076.639
CH,35,1013,1072.866,1037.063
CH,36,1021,1054.968,238.821
CH,37,1042,307.078,755.639
CH,38,1048,717.232,890.633
CH,39,1161,977.985,952.652
CH,40,1172,18.381,383.412
CH,41,1187,818.41,59.252
CH,42,1197,561.77,920.479
CH,43,1256,826.775,157.811
CH,44,1299,356.978,1048.343
CH,45,1314,1039.978,474.658
CH,46,1337,706.882,1073.943
CH,47,1345,879.211,359.186
CH,48,1354,213.584,134.155
CH,49,1367,446.084,493.196
CH,50,1402,737.152,20.122
CH,51,1418,319.166,329.659
CH,52,1445,552.505,354.244
CH,53,1457,699.134,301.79
CH,54,1572,158.468,5.339
CH,55,1665,216.36,385.428
CH,56,1755,1041.983,307.182
CH,57,1797,350.047,815.567
CH,58,1828,822.173,527.631
CH,59,1842,203.646,244.724
CH,60,1864,231.653,763.663
CH,61,1875,69.265,128.402
CH,62,1876,1075.657,729.96
CH,63,1953,1037.955,72.401
CH,64,1990,152.263,746.923
CH,65,1991,223.659,13.149
CH,66,1996,111.032,73.002
CH,67,2000,902.735,93.708
CH,68,2002,634.565,479.844
CH,69,2012,91.621,376.574
CH,70,2014,4.687,1076.206
CH,71,2022,1071.236,876.831
CH,72,2025,19.132,977.325
