node_id,cluster_id,is_ch
0,31,0
1,75,0
2,35,0
3,75,0
4,32,0
5,31,0
6,75,0
7,32,0
8,31,0
9,76,0
10,31,0
11,31,0
12,32,0
13,76,0
14,31,0
15,31,0
16,32,0
17,31,0
18,31,0
19,31,0
20,31,0
21,31,0
22,31,0
23,32,0
24,31,0
25,31,0
26,31,0
27,31,0
28,75,0
29,75,0
30,31,0
31,76,0
32,75,0
33,76,0
34,76,0
35,75,0
36,31,0
37,76,0
38,31,0
39,31,0
40,31,0
41,31,0
42,75,0
43,79,0
44,76,0
45,31,0
46,76,0
47,31,0
48,75,0
49,31,0
50,32,0
51,31,0
52,32,0
53,32,0
54,31,0
55,31,0
56,76,0
57,31,0
58,75,0
59,31,0
60,31,0
61,32,0
62,32,0
63,31,0
64,31,0
65,76,0
66,31,0
67,32,0
68,31,0
69,31,0
70,79,0
71,32,0
72,76,0
73,31,0
74,75,0
75,31,0
76,31,0
77,76,0
78,31,0
79,31,0
80,76,0
81,32,0
82,31,0
83,76,0
84,31,0
85,31,0
86,31,0
87,31,0
88,31,0
89,75,0
90,31,0
91,75,0
92,31,0
93,35,0
94,31,0
95,31,0
96,32,0
97,75,0
98,76,0
99,76,0
100,31,0
101,31,0
102,31,0
103,32,0
104,31,0
105,32,0
106,31,0
107,31,0
108,31,0
109,31,0
110,31,0
111,31,0
112,76,0
113,31,0
114,32,0
115,76,0
116,79,0
117,32,0
118,31,0
119,79,0
120,31,0
121,31,0
122,75,0
123,31,0
124,31,0
125,31,0
126,31,0
127,32,0
128,75,0
129,31,0
130,31,0
131,79,0
132,76,0
133,31,0
134,75,0
135,32,0
136,31,0
137,31,0
138,31,0
139,31,0
140,76,0
141,76,0
142,75,0
143,75,0
144,75,0
145,31,0
146,31,0
147,31,0
148,75,0
149,76,0
150,75,0
151,31,0
152,76,0
153,31,0
154,31,0
155,31,0
156,75,0
157,76,0
158,31,0
159,31,0
160,32,0
161,76,0
162,75,0
163,31,0
164,31,0
165,76,0
166,76,0
167,31,0
168,75,0
169,75,0
170,75,0
171,76,0
172,31,0
173,32,0
174,75,0
175,32,0
176,31,0
177,79,0
178,31,0
179,75,0
180,75,0
181,79,0
182,32,0
183,32,0
184,31,0
185,75,0
186,31,0
187,75,0
188,31,0
189,31,0
190,31,0
191,31,0
192,31,0
193,31,0
194,31,0
195,76,0
196,31,0
197,75,0
198,31,0
199,75,0
200,32,0
201,32,0
202,76,0
203,31,0
204,31,0
205,75,0
206,31,0
207,76,0
208,32,0
209,31,0
210,31,0
211,79,0
212,31,0
213,76,0
214,31,0
215,32,0
216,75,0
217,79,0
218,32,0
219,75,0
220,31,0
221,31,0
222,76,0
223,31,0
224,76,0
225,79,0
226,31,0
227,31,0
228,31,0
229,31,0
230,31,0
231,32,0
232,31,0
233,32,0
234,35,0
235,75,0
236,31,0
237,32,0
238,31,0
239,31,0
240,32,0
241,31,0
242,75,0
243,31,0
244,31,0
245,32,0
246,75,0
247,31,0
248,31,0
249,76,0
250,32,0
251,31,0
252,76,0
253,32,0
254,76,0
255,32,0
256,76,0
257,31,0
258,76,0
259,31,0
260,31,0
261,76,0
262,76,0
263,32,0
264,32,0
265,76,0
266,31,0
267,31,0
268,31,0
269,75,0
270,75,0
271,76,0
272,31,0
273,79,0
274,31,0
275,75,0
276,75,0
277,76,0
278,75,0
279,31,0
280,31,0
281,75,0
282,75,0
283,31,0
284,79,0
285,31,0
286,75,0
287,31,0
288,31,0
289,35,0
290,31,0
291,31,0
292,32,0
293,31,0
294,75,0
295,31,0
296,31,0
297,32,0
298,31,0
299,75,0
300,79,0
301,75,0
302,31,0
303,31,0
304,75,0
305,76,0
306,31,0
307,75,0
308,31,0
309,31,0
310,31,0
311,31,0
312,31,0
313,31,0
314,32,0
315,31,0
316,31,0
317,31,0
318,31,0
319,32,0
320,31,0
321,32,0
322,76,0
323,31,0
324,76,0
325,75,0
326,32,0
327,76,0
328,75,0
329,31,0
330,31,0
331,31,0
332,31,0
333,75,0
334,76,0
335,75,0
336,79,0
337,79,0
338,31,0
339,31,0
340,32,0
341,32,0
342,75,0
343,32,0
344,31,0
345,76,0
346,32,0
347,76,0
348,79,0
349,79,0
350,32,0
351,75,0
352,75,0
353,31,0
354,76,0
355,31,0
356,76,0
357,79,0
358,31,0
359,76,0
360,31,0
361,31,0
362,32,0
363,31,0
364,31,0
365,75,0
366,31,0
367,31,0
368,31,0
369,32,0
370,31,0
371,35,0
372,75,0
373,75,0
374,75,0
375,32,0
376,31,0
377,76,0
378,75,0
379,75,0
380,76,0
381,31,0
382,31,0
383,31,0
384,31,0
385,76,0
386,76,0
387,31,0
388,76,0
389,31,0
390,75,0
391,79,0
392,31,0
393,32,0
394,75,0
395,31,0
396,32,0
397,76,0
398,75,0
399,31,0
400,31,0
401,75,0
402,31,0
403,31,0
404,79,0
405,31,0
406,32,0
407,31,0
408,31,0
409,75,0
410,31,0
411,76,0
412,31,0
413,31,0
414,76,0
415,32,0
416,31,0
417,79,0
418,31,0
419,31,0
420,75,0
421,31,0
422,76,0
423,31,0
424,31,0
425,32,0
426,31,0
427,31,0
428,75,0
429,76,0
430,75,0
431,31,0
432,75,0
433,32,0
434,75,0
435,31,0
436,76,0
437,31,0
438,75,0
439,31,0
440,31,0
441,31,0
442,32,0
443,31,0
444,31,0
445,31,0
446,31,0
447,31,0
448,31,0
449,76,0
450,31,0
451,31,0
452,31,0
453,31,0
454,32,0
455,31,0
456,31,0
457,31,0
458,79,0
459,31,0
460,31,0
461,31,0
462,32,0
463,31,0
464,76,0
465,32,0
466,31,0
467,31,0
468,31,0
469,32,0
470,75,0
471,75,0
472,32,0
473,31,0
474,76,0
475,31,0
476,79,0
477,31,0
478,31,0
479,75,0
480,76,0
481,31,0
482,76,0
483,31,0
484,31,0
485,31,0
486,32,0
487,75,0
488,31,0
489,31,0
490,31,0
491,79,0
492,75,0
493,76,0
494,76,0
495,31,0
496,31,0
497,32,0
498,31,0
499,75,0
500,31,0
501,31,0
502,31,0
503,31,0
504,75,0
505,31,0
506,31,0
507,75,0
508,31,0
509,75,0
510,32,0
511,32,0
512,31,0
513,75,0
514,31,0
