entity_type,entity_id,node_id,x_m,y_m
CH,0,3771,822.166,402.181
CH,1,3778,983.456,394.886
CH,2,3786,283.216,910.978
CH,3,3801,825.408,1061.306
CH,4,3803,188.863,989.096
CH,5,3807,552.366,620.854
CH,6,3815,632.676,456.764
CH,7,3816,989.561,294.976
CH,8,3817,880.661,459.595
CH,9,3823,227.004,635.781
CH,10,3834,530.544,13.754
CH,11,3870,609.279,181.887
CH,12,3875,362.82,716.515
CH,13,3886,885.218,894.438
CH,14,3896,602.895,1139.713
CH,15,3899,142.369,651.921
CH,16,3914,1137.967,845.764
CH,17,3917,1146.481,971.531
CH,18,3928,209.426,852.39
CH,19,3929,962.516,58.842
CH,20,3930,9.31,1146.605
CH,21,3947,373.014,522.659
CH,22,3950,471.101,935.448
CH,23,3954,3.101,975.672
CH,24,3962,1083.191,1060.191
CH,25,3965,344.641,917.922
CH,26,3967,1142.842,242.197
CH,27,3974,1070.663,528.97
CH,28,3991,1084.331,613.905
CH,29,3995,1078.464,120.654
CH,30,4000,491.757,1100.796
CH,31,4007,755.15,203.317
CH,32,4011,990.934,564.843
CH,33,4015,653.6,843.724
CH,34,4018,655.919,240.687
CH,35,4024,1129.826,146.713
CH,36,4034,455.775,1029.422
CH,37,4035,904.385,273.376
CH,38,4043,1126.176,564.344
CH,39,4046,919.963,1118.381
CH,40,4066,685.54,885.968
CH,41,4068,42.601,1081.221
CH,42,4070,923.871,1021.244
CH,43,4071,1058.189,419.768
CH,44,4076,586.48,104.935
CH,45,4099,522.385,715.532
CH,46,4100,932.915,531.606
CH,47,4101,1115.62,322.55
CH,48,4103,795.785,462.127
CH,49,4116,491.696,526.792
CH,50,4118,704.233,638.33
CH,51,4120,759.388,782.537
CH,52,4129,725.015,740.972
CH,53,4131,530.331,370.198
CH,54,4134,625.183,740.809
CH,55,4139,740.122,41.182
CH,56,4147,463.498,662.433
CH,57,4155,363.78,636.187
CH,58,4163,537.245,143.993
CH,59,4173,233.298,766.24
CH,60,4177,589.353,412.429
CH,61,4202,437.646,891.926
CH,62,4203,969.165,651.51
CH,63,4205,540.21,228.685
CH,64,4206,771.574,627.062
CH,65,4211,587.015,331.298
CH,66,4218,287.938,1101.86
CH,67,4220,820.91,314.182
CH,68,4223,682.251,691.728
CH,69,4232,779.771,839.31
CH,70,4233,560.724,1103.609
CH,71,4240,16.584,524.698
CH,72,4241,953.229,729.767
CH,73,4243,139.84,524.35
CH,74,4248,672.311,1130.519
CH,75,4250,387.812,951.341
CH,76,4258,584.882,886.94
CH,77,4262,94.84,736.043
CH,78,4265,1038.528,588.2
CH,79,4267,523.119,291.994
CH,80,4272,325.102,569.753
CH,81,4293,315.657,972.413
CH,82,4300,986.452,238.346
CH,83,4308,1144.055,486.733
CH,84,4309,58.227,603.49
CH,85,4322,649.208,948.42
CH,86,4323,826.706,873.661
CH,87,4326,804.376,249.637
CH,88,4329,1078.462,924.308
CH,89,4335,937.397,160.385
CH,90,4341,679.481,573.645
CH,91,4354,114.913,959.495
CH,92,4360,300.899,839.373
CH,93,4361,297.273,719.282
CH,94,4363,12.874,861.843
CH,95,4366,600.152,685.646
CH,96,4370,832.789,971.321
CH,97,4383,470.111,609.653
CH,98,4384,435.489,524.92
CH,99,4388,769.315,902.183
CH,100,4401,725.888,849.056
CH,101,4404,18.85,693.873
CH,102,4419,578.591,515.325
CH,103,4420,917.382,394.379
CH,104,4422,612.621,587.248
CH,105,4425,885.989,682.384
CH,106,4432,710.852,513.007
CH,107,4433,883.149,338.053
CH,108,4448,407.585,1146.738
CH,109,4449,1038.632,181.111
CH,110,4452,760.237,1122.728
CH,111,4462,1076.567,866.351
CH,112,4463,151.473,1121.193
CH,113,4474,180.746,598.016
CH,114,4478,884.678,78.579
CH,115,4481,1103.134,773.633
CH,116,4484,178.007,731.079
CH,117,4486,523.134,859.94
CH,118,4489,1027.116,355.232
CH,119,4491,261.891,586.354
CH,120,4494,97.6,1119.422
CH,121,4495,424.226,704.228
CH,122,4506,893.461,199.435
CH,123,4517,1013.39,1000.474
CH,124,4519,1021.705,940.615
CH,125,4528,953.118,933.122
CH,126,4531,93.991,883.745
CH,127,4540,1060.28,252.68
CH,128,4545,831.995,797.08
CH,129,4550,380.036,851.841
CH,130,4553,688.373,1039.408
CH,131,4563,914.693,589.466
CH,132,4567,1117.318,430.518
CH,133,4570,1140.321,369.506
CH,134,4575,538.18,439.999
CH,135,4580,175.603,913.678
CH,136,4581,1063.575,1109.463
CH,137,4594,533.854,776.972
CH,138,4597,865.103,622.982
CH,139,4600,778.591,118.611
CH,140,4602,138.915,807.65
CH,141,4624,32.119,795.842
CH,142,4626,348.529,1020.452
CH,143,4634,542.068,938.224
CH,144,4638,1016.663,751.59
CH,145,4649,752.517,284.919
CH,146,4655,815.55,16.043
CH,147,4658,740.294,952.692
CH,148,4669,1057.967,708.565
CH,149,4681,1018.533,1140.031
CH,150,4695,757.164,1032.094
CH,151,4698,1136.463,15.166
CH,152,4703,222.73,1142.716
CH,153,4732,241.794,957.859
CH,154,4748,695.23,342.785
CH,155,4752,235.186,703.658
CH,156,4757,689.969,128.182
CH,157,4759,836.86,1136.794
CH,158,4767,833.282,532.474
CH,159,4769,760.058,551.933
CH,160,4775,894.654,952.924
CH,161,4780,18.805,922.206
CH,162,4787,470.387,811.256
CH,163,4792,970.337,478.234
CH,164,4793,524.281,92.916
CH,165,4798,863.495,147.047
CH,166,4804,652.835,40.771
CH,167,4805,1144.453,1061.801
CH,168,4821,617.01,1050.809
CH,169,4824,401.311,778.043
CH,170,4829,471.2,743.607
CH,171,4837,724.266,1081.891
CH,172,4838,800.958,717.337
CH,173,4840,194.468,1086.016
CH,174,4841,742.519,446.777
CH,175,4844,1023.842,11.284
CH,176,4845,1060.751,72.203
CH,177,4856,1026.534,473.08
CH,178,4858,602.119,247.957
CH,179,4859,766.695,367.684
CH,180,4865,331.803,1145.557
CH,181,4870,842.038,207.325
CH,182,4885,543.801,1006.309
CH,183,4907,927.606,840.963
CH,184,4909,978.866,792.52
CH,185,4910,594.243,786.653
CH,186,4922,113.365,596.172
CH,187,4924,246.375,1021.786
CH,188,4925,994.529,871.564
CH,189,4933,1140.088,727.121
CH,190,4935,156.313,1042.253
CH,191,4959,1044.771,815.933
CH,192,4978,339.342,1077.097
CH,193,4979,55.451,963.163
CH,194,4983,312.156,777.792
CH,195,4984,1116.193,1145.633
CH,196,4987,25.558,1027.015
CH,197,4988,1025.213,638.124
CH,198,4996,994.77,123.024
CH,199,4997,302.051,655.46
BS,0,,230.0,230.0
BS,1,,920.0,230.0
BS,2,,230.0,920.0
BS,3,,920.0,920.0
BS,4,,575.0,575.0
BS,5,,575.0,920.0
