entity_type,entity_id,node_id,x_m,y_m
CH,0,1800,10.022,459.976
CH,1,1801,444.499,311.564
CH,2,1804,511.952,534.837
CH,3,1809,535.171,397.063
CH,4,1813,189.355,466.569
CH,5,1826,721.972,152.393
CH,6,1839,372.818,693.754
CH,7,1846,281.453,772.967
CH,8,1881,1073.181,238.332
CH,9,1892,86.312,461.66
CH,10,1896,605.865,1073.488
CH,11,1900,428.58,244.522
CH,12,1924,298.789,227.433
CH,13,1933,683.816,353.823
CH,14,1935,222.916,901.322
CH,15,1943,646.859,786.301
CH,16,1957,563.785,972.621
CH,17,1970,570.641,6.869
CH,18,1974,430.973,1025.869
CH,19,1975,606.229,572.85
CH,20,2000,538.196,244.404
CH,21,2036,800.254,517.807
CH,22,2048,417.141,91.903
CH,23,2055,7.794,1074.972
CH,24,2058,167.988,631.185
CH,25,2072,533.031,1077.944
CH,26,2082,1011.429,442.246
CH,27,2107,803.325,604.178
CH,28,2114,748.971,628.938
CH,29,2157,999.037,622.615
CH,30,2160,949.704,371.914
CH,31,2162,616.626,397.903
CH,32,2170,646.969,38.349
CH,33,2187,106.591,598.273
CH,34,2192,266.386,385.973
CH,35,2228,181.513,950.855
CH,36,2263,753.731,841.354
CH,37,2296,274.951,323.46
CH,38,2300,362.153,799.254
CH,39,2302,480.809,804.722
CH,40,2305,100.638,44.276
CH,41,2334,833.341,663.178
CH,42,2361,201.234,824.438
CH,43,2366,359.753,1003.424
CH,44,2374,921.734,152.552
CH,45,2379,1004.739,529.056
CH,46,2384,259.39,73.125
CH,47,2390,586.972,463.193
CH,48,2402,816.298,421.964
CH,49,2406,4.425,89.675
CH,50,2441,940.383,211.523
CH,51,2443,12.534,14.565
CH,52,2457,465.099,162.099
CH,53,2459,621.078,177.136
CH,54,2461,647.775,688.039
CH,55,2474,178.663,732.608
CH,56,2486,646.311,234.354
CH,57,2522,989.869,687.403
CH,58,2529,854.802,344.097
CH,59,2545,861.406,592.132
CH,60,2564,265.569,1055.357
CH,61,2580,938.016,577.897
CH,62,2585,846.221,125.207
CH,63,2600,709.962,86.313
CH,64,2647,87.505,664.466
CH,65,2648,19.157,310.895
CH,66,2659,994.982,270.749
CH,67,2668,347.065,98.448
CH,68,2695,568.603,721.239
CH,69,2700,366.304,411.189
CH,70,2715,953.79,743.473
CH,71,2742,910.225,266.563
CH,72,2761,26.925,778.835
CH,73,2787,159.997,201.93
CH,74,2830,376.171,16.153
CH,75,2834,688.759,488.479
CH,76,2854,693.754,1006.734
CH,77,2887,617.379,886.489
CH,78,2894,892.474,2.449
CH,79,2921,435.57,852.031
CH,80,2929,1067.597,522.527
CH,81,2956,1050.895,59.755
CH,82,2964,501.23,115.897
CH,83,2998,506.34,298.146
CH,84,3003,10.392,390.11
CH,85,3016,1069.052,392.784
