entity_type,entity_id,node_id,x_m,y_m
CH,0,3751,134.528,783.812
CH,1,3760,979.611,803.112
CH,2,3765,1092.634,691.356
CH,3,3766,537.604,384.772
CH,4,3767,277.44,664.307
CH,5,3783,814.08,43.227
CH,6,3785,697.763,972.438
CH,7,3790,615.926,911.122
CH,8,3792,24.134,695.525
CH,9,3794,202.967,851.113
CH,10,3796,567.55,983.436
CH,11,3798,413.406,1007.219
CH,12,3799,302.753,722.1
CH,13,3806,518.912,82.036
CH,14,3817,1056.628,1111.353
CH,15,3818,926.908,753.445
CH,16,3829,1137.489,585.156
CH,17,3837,421.8,599.02
CH,18,3850,769.308,115.591
CH,19,3855,987.656,389.559
CH,20,3859,888.696,339.273
CH,21,3860,563.219,776.141
CH,22,3861,370.142,1129.108
CH,23,3869,851.706,105.837
CH,24,3871,100.659,1101.286
CH,25,3884,537.564,873.374
CH,26,3894,704.184,235.777
CH,27,3897,706.806,619.053
CH,28,3908,712.992,103.98
CH,29,3924,1025.874,1063.702
CH,30,3942,792.027,658.057
CH,31,3943,758.221,266.175
CH,32,3944,391.839,1060.339
CH,33,3949,899.435,455.806
CH,34,3965,1035.051,486.045
CH,35,3971,487.705,922.83
CH,36,3973,1140.338,4.121
CH,37,3977,517.54,699.372
CH,38,3982,793.101,848.459
CH,39,3985,269.131,1139.88
CH,40,3993,961.572,73.859
CH,41,3997,752.315,1032.805
CH,42,4007,687.882,1078.847
CH,43,4012,854.247,979.327
CH,44,4018,804.709,182.876
CH,45,4040,938.485,10.566
CH,46,4042,384.444,700.989
CH,47,4052,133.114,686.336
CH,48,4054,970.534,1040.042
CH,49,4065,130.468,599.359
CH,50,4066,891.426,31.218
CH,51,4070,254.468,998.949
CH,52,4075,752.285,570.089
CH,53,4077,608.703,329.544
CH,54,4085,776.61,420.359
CH,55,4095,517.011,452.131
CH,56,4101,1142.092,806.928
CH,57,4121,1143.672,238.54
CH,58,4127,579.109,448.872
CH,59,4142,1056.359,201.278
CH,60,4147,573.173,255.009
CH,61,4148,198.662,642.49
CH,62,4157,581.869,1121.313
CH,63,4159,9.213,960.925
CH,64,4185,1052.597,636.866
CH,65,4186,943.769,498.658
CH,66,4191,73.552,608.844
CH,67,4195,1019.621,842.189
CH,68,4223,44.764,1049.775
CH,69,4231,497.229,587.874
CH,70,4234,627.577,259.153
CH,71,4235,936.198,587.631
CH,72,4236,157.332,918.446
CH,73,4241,920.294,827.001
CH,74,4243,718.04,304.755
CH,75,4251,176.051,1137.991
CH,76,4259,1063.268,267.186
CH,77,4267,1125.665,84.027
CH,78,4271,615.403,64.19
CH,79,4282,172.766,1040.251
CH,80,4297,527.061,217.002
CH,81,4300,990.836,684.045
CH,82,4302,300.133,802.915
CH,83,4304,751.043,16.215
CH,84,4306,993.74,620.785
CH,85,4311,644.052,954.714
CH,86,4312,122.442,841.672
CH,87,4326,346.174,1012.919
CH,88,4327,230.546,528.549
CH,89,4332,1020.369,146.352
CH,90,4333,1142.254,1015.036
CH,91,4349,677.865,341.697
CH,92,4363,739.162,164.608
CH,93,4369,855.365,235.732
CH,94,4372,58.588,908.65
CH,95,4376,696.637,691.072
CH,96,4384,639.835,190.621
CH,97,4390,447.574,706.669
CH,98,4391,4.209,794.938
CH,99,4392,602.006,401.641
CH,100,4397,431.928,518.718
CH,101,4402,643.874,850.279
CH,102,4403,188.87,776.016
CH,103,4409,711.885,1135.611
