entity_type,entity_id,node_id,x_m,y_m
CH,0,1201,6.134,369.355
CH,1,1209,630.917,113.971
CH,2,1217,536.084,368.189
CH,3,1221,340.92,415.475
CH,4,1228,234.595,434.873
CH,5,1229,410.42,499.357
CH,6,1233,108.052,576.625
CH,7,1238,458.024,410.863
CH,8,1250,372.179,571.709
CH,9,1253,319.16,637.39
CH,10,1257,504.148,190.243
CH,11,1266,256.016,568.316
CH,12,1270,546.867,36.407
CH,13,1281,291.124,134.782
CH,14,1284,448.484,324.223
CH,15,1298,569.276,625.688
CH,16,1300,311.107,300.843
CH,17,1301,489.825,475.433
CH,18,1305,195.034,546.526
CH,19,1326,135.828,481.354
CH,20,1327,468.897,536.58
CH,21,1338,420.008,28.757
CH,22,1348,303.324,508.525
CH,23,1356,136.46,297.172
CH,24,1359,48.175,539.759
CH,25,1371,298.472,449.958
CH,26,1380,626.66,370.199
CH,27,1385,361.593,44.563
CH,28,1395,65.198,292.404
CH,29,1397,23.647,460.428
CH,30,1405,68.658,627.747
CH,31,1415,449.942,258.434
CH,32,1417,318.04,2.818
CH,33,1419,488.366,24.212
CH,34,1430,599.466,190.732
CH,35,1434,324.715,231.811
CH,36,1438,230.718,489.145
CH,37,1439,406.472,363.775
CH,38,1440,583.998,336.925
CH,39,1442,204.067,637.914
CH,40,1452,366.635,325.429
CH,41,1463,423.587,169.69
CH,42,1466,326.627,363.253
CH,43,1470,321.702,84.132
CH,44,1471,195.336,397.416
CH,45,1475,572.293,85.064
CH,46,1476,13.357,307.38
CH,47,1484,13.409,600.319
CH,48,1486,601.728,440.123
CH,49,1487,383.409,128.254
CH,50,1488,479.189,88.025
CH,51,1492,625.342,11.162
CH,52,1497,500.884,609.101
CH,53,1498,623.581,299.792
CH,54,1500,636.975,587.162
CH,55,1504,537.56,545.117
CH,56,1525,260.233,327.03
CH,57,1527,531.383,293.691
CH,58,1543,404.891,222.139
CH,59,1556,623.238,501.538
CH,60,1558,157.851,348.188
CH,61,1564,88.629,399.972
CH,62,1573,548.09,485.659
CH,63,1594,435.155,608.123
BS,0,,128.0,128.0
BS,1,,512.0,128.0
BS,2,,128.0,512.0
