entity_type,entity_id,node_id,x_m,y_m
CH,0,3020,332.699,598.096
CH,1,3035,125.747,816.302
CH,2,3039,825.337,234.779
CH,3,3040,3.017,883.215
CH,4,3041,841.267,101.15
CH,5,3042,780.701,787.524
CH,6,3049,257.674,553.473
CH,7,3052,710.389,685.966
CH,8,3054,780.588,313.237
CH,9,3061,94.778,680.455
CH,10,3063,676.212,889.555
CH,11,3082,390.5,854.869
CH,12,3085,754.255,939.998
CH,13,3087,525.202,294.372
CH,14,3088,455.14,477.629
CH,15,3090,943.153,487.675
CH,16,3097,219.064,766.55
CH,17,3099,201.715,814.873
CH,18,3101,995.669,226.824
CH,19,3103,587.726,906.518
CH,20,3124,835.075,308.768
CH,21,3128,36.729,750.528
CH,22,3132,830.709,462.555
CH,23,3146,357.589,774.785
CH,24,3149,1004.308,12.121
CH,25,3157,481.372,2.558
CH,26,3159,778.403,648.628
CH,27,3171,276.369,900.221
CH,28,3178,439.148,914.56
CH,29,3196,849.547,358.155
CH,30,3199,434.028,1000.235
CH,31,3211,907.269,205.493
CH,32,3218,324.477,697.621
CH,33,3229,717.372,741.182
CH,34,3246,502.864,501.107
CH,35,3249,892.14,428.665
CH,36,3265,839.459,819.428
CH,37,3270,526.206,573.289
CH,38,3271,937.768,660.653
CH,39,3272,668.495,600.204
CH,40,3273,503.81,770.962
CH,41,3281,403.537,458.083
CH,42,3285,292.492,474.668
CH,43,3290,479.17,395.654
CH,44,3292,879.349,873.695
CH,45,3294,1002.965,728.615
CH,46,3305,584.093,331.938
CH,47,3309,969.017,334.7
CH,48,3311,418.994,635.264
CH,49,3314,571.449,175.87
CH,50,3324,773.804,412.255
CH,51,3328,256.658,995.464
CH,52,3329,535.758,694.864
CH,53,3336,554.055,4.415
CH,54,3355,905.143,303.833
CH,55,3358,655.237,694.697
CH,56,3370,564.471,740.624
CH,57,3374,147.379,613.87
CH,58,3384,562.945,412.209
CH,59,3387,880.13,937.533
CH,60,3394,719.097,810.297
CH,61,3395,810.855,897.136
CH,62,3397,775.769,706.279
CH,63,3404,706.518,412.152
CH,64,3411,824.95,539.389
CH,65,3418,947.568,54.531
CH,66,3420,793.365,157.103
CH,67,3422,160.758,537.921
CH,68,3423,917.165,761.419
CH,69,3432,539.604,977.6
CH,70,3446,354.349,993.095
CH,71,3460,473.295,292.534
CH,72,3465,498.172,180.552
CH,73,3466,277.464,751.421
CH,74,3467,1002.369,115.031
CH,75,3471,345.46,925.108
CH,76,3475,66.055,553.602
CH,77,3476,746.771,1001.588
CH,78,3485,262.844,836.113
CH,79,3494,1015.704,814.473
CH,80,3495,468.158,809.309
CH,81,3518,707.638,111.383
CH,82,3527,108.815,760.179
CH,83,3531,482.064,698.679
CH,84,3533,191.072,473.053
CH,85,3537,642.551,752.263
CH,86,3538,253.757,703.403
CH,87,3539,1017.207,399.769
CH,88,3553,631.88,552.547
CH,89,3572,919.383,829.781
CH,90,3579,526.399,240.368
CH,91,3584,592.298,1004.735
CH,92,3589,1006.336,63.27
CH,93,3591,1015.402,506.063
CH,94,3594,422.051,758.327
CH,95,3597,750.993,584.416
CH,96,3604,841.05,631.101
CH,97,3611,309.085,550.721
CH,98,3613,588.636,649.717
CH,99,3614,596.514,799.909
CH,100,3631,907.733,126.143
CH,101,3641,205.511,875.732
CH,102,3643,389.565,953.034
CH,103,3664,431.956,550.88
CH,104,3665,855.085,1005.44
CH,105,3675,1007.499,1016.884
CH,106,3684,355.713,510.087
CH,107,3694,983.139,448.248
CH,108,3711,906.109,364.717
CH,109,3731,956.033,939.157
CH,110,3753,845.704,704.417
CH,111,3756,648.758,985.946
CH,112,3757,986.257,880.283
CH,113,3759,776.364,482.264
CH,114,3760,1013.615,610.591
CH,115,3769,620.231,7.984
CH,116,3777,592.294,244.445
CH,117,3781,650.77,186.07
CH,118,3784,22.549,517.726
CH,119,3787,641.83,295.342
CH,120,3800,596.708,106.887
CH,121,3802,33.959,652.189
CH,122,3814,664.869,510.418
CH,123,3815,38.371,460.924
CH,124,3818,921.191,555.66
CH,125,3821,657.661,822.119
CH,126,3825,717.862,9.587
CH,127,3836,501.891,84.575
CH,128,3837,717.352,177.99
CH,129,3843,728.17,234.088
CH,130,3849,496.013,885.437
CH,131,3850,791.609,50.835
CH,132,3851,716.649,632.825
CH,133,3856,579.296,521.311
CH,134,3860,42.076,1013.678
CH,135,3867,771.161,855.185
CH,136,3872,895.852,72.923
CH,137,3876,682.967,348.433
CH,138,3878,987.787,283.004
CH,139,3884,55.512,860.524
CH,140,3893,79.049,915.002
CH,141,3896,647.288,64.519
CH,142,3898,161.953,773.924
CH,143,3900,805.246,964.507
CH,144,3905,332.636,874.58
CH,145,3909,80.469,967.196
CH,146,3919,141.713,900.466
CH,147,3934,721.463,298.172
CH,148,3943,148.707,695.043
CH,149,3958,853.587,26.933
CH,150,3959,133.689,993.537
CH,151,3961,631.53,445.3
CH,152,3971,533.377,833.178
CH,153,3973,312.372,817.332
CH,154,3974,237.874,646.1
CH,155,3976,721.619,506.846
CH,156,3977,116.507,482.54
CH,157,3978,957.562,399.419
CH,158,3983,192.037,950.678
CH,159,3991,1008.965,672.66
BS,0,,204.0,204.0
BS,1,,816.0,204.0
BS,2,,204.0,816.0
BS,3,,816.0,816.0
BS,4,,510.0,510.0
