entity_type,entity_id,node_id,x_m,y_m
CH,0,13,537.272,174.938
CH,1,16,89.885,417.176
CH,2,42,3.846,410.83
CH,3,53,175.04,14.692
CH,4,55,425.639,56.765
CH,5,117,434.324,418.284
CH,6,158,635.218,78.399
CH,7,174,275.286,547.448
CH,8,230,634.143,500.512
CH,9,290,135.367,360.893
CH,10,342,36.075,570.235
CH,11,343,278.807,368.159
CH,12,388,3.762,196.833
CH,13,396,212.512,132.334
CH,14,425,317.724,291.492
CH,15,447,155.275,80.311
CH,16,450,513.295,476.838
CH,17,460,459.776,173.592
CH,18,465,571.64,116.174
CH,19,491,233.152,221.595
CH,20,502,268.418,635.043
CH,21,528,568.946,247.139
CH,22,548,449.454,537.485
CH,23,579,442.19,626.894
CH,24,622,109.022,284.326
CH,25,635,166.482,440.404
CH,26,645,411.699,483.159
CH,27,646,504.88,263.596
CH,28,674,206.651,505.225
CH,29,710,420.814,254.781
CH,30,739,360.684,533.41
CH,31,752,315.598,192.69
CH,32,772,343.386,5.471
CH,33,773,165.876,225.054
CH,34,774,248.533,7.39
CH,35,782,110.982,538.438
CH,36,785,618.891,195.996
CH,37,859,481.296,8.449
CH,38,883,616.321,297.225
CH,39,905,189.651,289.109
CH,40,949,636.018,627.599
CH,41,952,551.779,5.227
CH,42,953,600.906,571.715
CH,43,1022,83.835,204.456
CH,44,1043,509.876,349.182
CH,45,1049,9.058,11.118
CH,46,1147,158.104,626.055
CH,47,1155,88.663,31.193
CH,48,1208,510.61,86.69
CH,49,1225,207.871,365.996
CH,50,1296,133.093,145.673
CH,51,1334,396.912,339.883
CH,52,1344,299.428,93.776
CH,53,1370,540.04,597.401
CH,54,1383,560.057,405.181
CH,55,1398,358.033,621.456
CH,56,1408,32.974,108.635
CH,57,1421,388.27,154.962
CH,58,1441,17.04,507.722
CH,59,1447,11.97,320.842
CH,60,1456,330.457,416.204
CH,61,1542,40.639,635.782
CH,62,1562,630.261,399.514
CH,63,1566,261.853,447.871
BS,0,,128.0,128.0
BS,1,,512.0,128.0
BS,2,,128.0,512.0
