entity_type,entity_id,node_id,x_m,y_m
CH,0,16,856.686,759.181
CH,1,45,96.782,799.333
CH,2,76,679.777,891.293
CH,3,103,1069.864,163.68
CH,4,167,776.585,579.394
CH,5,171,892.948,1041.865
CH,6,178,159.665,877.021
CH,7,196,1087.308,947.718
CH,8,240,1023.027,843.616
CH,9,274,1077.472,657.659
CH,10,279,513.833,3.296
CH,11,352,200.113,373.749
CH,12,393,495.039,805.707
CH,13,422,320.24,64.009
CH,14,444,475.524,414.534
CH,15,466,209.131,611.787
CH,16,482,3.956,789.2
CH,17,517,124.571,597.403
CH,18,521,103.099,719.996
CH,19,523,803.268,834.101
CH,20,616,814.745,1000.917
CH,21,619,929.17,314.975
CH,22,620,3.666,401.613
CH,23,670,469.783,257.539
CH,24,675,661.922,803.995
CH,25,725,3.3,961.209
CH,26,735,695.203,655.74
CH,27,737,633.873,621.737
CH,28,821,33.001,5.664
CH,29,865,560.354,562.25
CH,30,895,123.266,125.168
CH,31,906,508.767,157.484
CH,32,925,195.062,696.567
CH,33,927,579.98,811.667
CH,34,933,788.292,693.303
CH,35,953,14.655,297.42
CH,36,964,410.609,135.985
CH,37,1034,531.159,347.923
CH,38,1051,997.299,1147.692
CH,39,1065,765.855,368.468
CH,40,1083,1133.951,1125.52
CH,41,1091,334.159,298.782
CH,42,1098,83.146,982.588
CH,43,1144,1132.138,1031.584
CH,44,1145,256.204,1140.592
CH,45,1165,49.258,239.982
CH,46,1209,218.306,444.255
CH,47,1229,771.518,115.445
CH,48,1237,284.909,165.902
CH,49,1246,416.492,5.72
CH,50,1263,177.94,1146.833
CH,51,1294,728.849,55.934
CH,52,1309,876.946,169.707
CH,53,1369,1009.457,640.776
CH,54,1374,1126.587,337.706
CH,55,1379,672.528,360.01
CH,56,1385,264.84,325.682
CH,57,1439,255.542,898.188
CH,58,1471,342.389,902.671
CH,59,1486,1139.086,3.068
CH,60,1529,354.531,601.732
CH,61,1531,562.357,746.314
CH,62,1560,211.462,539.093
CH,63,1577,13.375,1135.81
CH,64,1589,1139.98,453.996
CH,65,1606,9.856,861.563
CH,66,1631,491.431,724.245
CH,67,1636,588.804,899.681
CH,68,1675,993.984,281.18
CH,69,1744,141.654,329.848
CH,70,1758,963.982,29.18
CH,71,1760,59.225,360.878
CH,72,1768,841.1,650.047
CH,73,1776,168.017,1042.543
CH,74,1931,673.588,1131.589
CH,75,1955,426.337,888.296
CH,76,1977,702.613,206.238
CH,77,1980,255.89,85.014
CH,78,1986,205.426,138.389
CH,79,1997,421.689,1142.641
CH,80,2048,354.602,516.235
CH,81,2052,1115.058,565.098
CH,82,2053,1145.249,781.998
CH,83,2070,582.645,15.129
CH,84,2080,999.962,969.12
CH,85,2094,414.477,341.627
CH,86,2095,1084.607,396.229
CH,87,2104,1013.984,450.886
CH,88,2107,607.986,175.957
CH,89,2153,716.694,735.069
CH,90,2170,880.267,368.78
CH,91,2186,905.577,1147.7
CH,92,2217,1068.015,68.813
CH,93,2271,308.966,393.815
CH,94,2280,978.741,539.98
CH,95,2302,1062.324,245.573
CH,96,2346,733.735,961.956
CH,97,2356,893.529,256.827
CH,98,2360,505.764,1141.648
CH,99,2474,675.381,115.706
CH,100,2551,117.878,28.028
CH,101,2575,854.388,433.49
CH,102,2576,746.72,874.614
CH,103,2578,833.757,1146.593
CH,104,2628,548.007,451.49
CH,105,2668,97.171,1060.491
CH,106,2682,355.08,677.094
CH,107,2742,723.649,1054.867
CH,108,2745,510.653,1058.551
CH,109,2763,292.598,706.989
CH,110,2827,259.267,255.488
CH,111,2861,972.684,160.413
CH,112,2864,883.14,562.569
CH,113,2877,779.91,2.767
CH,114,2899,359.79,214.411
CH,115,2916,672.59,455.697
CH,116,2929,561.569,632.451
CH,117,2971,489.017,85.857
CH,118,2978,1112.593,865.174
CH,119,3000,1078.604,1085.523
CH,120,3005,429.384,596.939
CH,121,3031,276.871,642.452
CH,122,3061,404.616,70.598
CH,123,3082,1142.707,672.117
CH,124,3091,599.356,495.84
CH,125,3092,759.655,1138.637
CH,126,3120,1139.204,238.887
CH,127,3125,1001.235,367.953
CH,128,3153,601.604,691.74
CH,129,3268,409.475,805.525
CH,130,3309,598.446,330.143
CH,131,3340,402.346,724.565
CH,132,3349,268.519,489.969
CH,133,3350,914.633,947.513
CH,134,3364,242.362,1049.562
CH,135,3388,614.346,1015.888
CH,136,3411,902.9,840.707
CH,137,3420,248.534,770.253
CH,138,3421,2.266,673.052
CH,139,3431,805.696,266.766
CH,140,3446,332.719,820.617
CH,141,3499,63.206,537.962
CH,142,3501,265.213,979.841
CH,143,3619,58.569,79.537
CH,144,3622,589.844,1113.756
CH,145,3644,173.477,243.742
CH,146,3655,735.205,805.63
CH,147,3669,953.577,892.243
CH,148,3687,335.517,978.243
CH,149,3715,702.418,287.611
CH,150,3737,161.039,962.681
CH,151,3773,788.417,193.663
CH,152,3782,63.913,164.02
CH,153,3784,911.096,469.265
CH,154,3788,403.532,275.291
CH,155,3881,819.16,925.511
CH,156,3992,495.582,975.812
CH,157,3995,80.871,879.52
CH,158,4001,451.18,194.69
CH,159,4020,137.751,503.812
CH,160,4030,3.669,127.585
CH,161,4064,340.676,1140.631
CH,162,4089,1076.828,495.573
CH,163,4098,1045.97,740.913
CH,164,4109,486.906,647.575
CH,165,4132,832.116,517.732
CH,166,4137,49.735,625.367
CH,167,4174,1144.685,110.069
CH,168,4219,940.442,407.941
CH,169,4249,414.279,980.443
CH,170,4289,1034.493,576.978
CH,171,4336,317.175,1052.797
CH,172,4360,907.62,666.221
CH,173,4388,127.923,416.432
CH,174,4408,91.118,1146.711
CH,175,4417,593.461,263.036
CH,176,4423,944.953,604.189
CH,177,4428,927.895,93.133
CH,178,4460,653.555,955.68
CH,179,4465,283.595,568.659
CH,180,4541,941.757,751.469
CH,181,4589,568.906,961.959
CH,182,4605,605.997,399.5
CH,183,4666,728.01,500.685
CH,184,4672,11.534,472.775
CH,185,4739,855.761,62.979
CH,186,4756,459.11,534.133
CH,187,4774,787.636,465.228
CH,188,4783,6.366,1055.449
CH,189,4788,499.582,872.711
CH,190,4802,1011.421,1060.829
CH,191,4813,172.999,800.569
CH,192,4820,207.749,16.06
CH,193,4831,664.965,10.026
CH,194,4864,410.976,1061.925
CH,195,4875,585.584,91.377
CH,196,4886,811.247,1069.103
CH,197,4895,1034.62,4.066
CH,198,4919,398.12,437.855
CH,199,4937,665.328,560.71
BS,0,,230.0,230.0
BS,1,,920.0,230.0
BS,2,,230.0,920.0
BS,3,,920.0,920.0
BS,4,,575.0,575.0
BS,5,,575.0,920.0
