entity_type,entity_id,node_id,x_m,y_m
CH,0,1601,689.028,158.731
CH,1,1608,410.139,475.082
CH,2,1617,746.245,609.39
CH,3,1618,225.646,104.791
CH,4,1645,258.575,842.705
CH,5,1666,436.638,355.458
CH,6,1667,621.488,567.131
CH,7,1670,483.867,990.588
CH,8,1676,211.657,511.605
CH,9,1739,1012.549,122.392
CH,10,1744,67.226,273.79
CH,11,1774,338.496,951.176
CH,12,1834,682.319,84.754
CH,13,1862,951.668,597.315
CH,14,1884,764.238,684.863
CH,15,1896,134.358,675.494
CH,16,1904,823.68,587.682
CH,17,1909,784.539,360.989
CH,18,1924,471.58,699.174
CH,19,1950,90.607,338.84
CH,20,1969,936.154,388.346
CH,21,1970,501.649,363.397
CH,22,1976,341.174,116.947
CH,23,1983,192.983,589.58
CH,24,1997,317.26,470.343
CH,25,2010,742.827,536.396
CH,26,2014,909.467,459.858
CH,27,2039,670.498,604.438
CH,28,2076,8.096,372.564
CH,29,2085,455.326,179.364
CH,30,2104,100.222,424.016
CH,31,2124,614.239,740.02
CH,32,2148,281.972,157.96
CH,33,2151,170.103,393.05
CH,34,2153,15.154,135.282
CH,35,2163,455.192,71.578
CH,36,2174,798.508,459.375
CH,37,2176,748.154,184.786
CH,38,2179,22.351,837.072
CH,39,2194,95.687,617.155
CH,40,2200,53.771,753.586
CH,41,2242,447.81,543.864
CH,42,2259,756.637,2.667
CH,43,2266,503.508,835.045
CH,44,2281,262.134,244.072
CH,45,2292,568.338,462.762
CH,46,2298,302.643,401.31
CH,47,2318,521.86,530.377
CH,48,2324,566.205,400.066
CH,49,2335,3.282,910.446
CH,50,2336,433.222,753.646
CH,51,2346,724.167,381.726
CH,52,2354,490.581,445.637
CH,53,2365,686.327,432.195
CH,54,2377,1004.33,496.605
CH,55,2382,368.181,191.578
CH,56,2386,553.107,708.071
CH,57,2399,395.618,3.976
CH,58,2415,419.361,823.544
CH,59,2432,536.452,778.156
CH,60,2444,208.175,189.287
CH,61,2542,758.654,74.94
CH,62,2573,279.934,5.501
CH,63,2575,80.955,887.151
CH,64,2593,494.737,229.98
CH,65,2600,529.916,117.245
CH,66,2606,400.049,652.609
CH,67,2613,838.305,103.925
CH,68,2624,999.31,4.855
CH,69,2630,668.849,344.076
CH,70,2632,601.013,1012.14
CH,71,2644,377.017,718.016
CH,72,2655,937.383,273.788
CH,73,2656,244.131,337.041
CH,74,2658,16.846,439.25
CH,75,2661,585.456,55.916
CH,76,2665,743.189,287.86
CH,77,2677,123.067,138.851
CH,78,2734,466.508,902.298
CH,79,2786,387.323,408.83
CH,80,2802,298.578,69.329
CH,81,2813,667.61,215.9
CH,82,2849,995.305,431.948
CH,83,2888,197.34,823.636
CH,84,2895,282.451,611.137
CH,85,2930,373.61,1017.469
CH,86,2957,370.657,266.6
CH,87,2958,1011.18,213.082
CH,88,2983,943.219,679.861
CH,89,3002,264.373,1009.066
CH,90,3020,333.489,859.529
CH,91,3022,682.803,753.105
CH,92,3040,576.97,616.601
CH,93,3047,662.865,14.638
CH,94,3074,233.047,452.87
CH,95,3077,202.77,287.383
CH,96,3096,802.34,157.576
CH,97,3104,305.516,676.346
CH,98,3139,704.753,992.198
CH,99,3149,340.46,337.888
CH,100,3159,31.075,576.397
CH,101,3161,220.06,34.04
CH,102,3176,447.755,272.285
CH,103,3183,27.269,1014.207
CH,104,3198,34.247,7.022
CH,105,3215,933.773,34.045
CH,106,3243,678.825,540.821
CH,107,3269,309.392,804.599
CH,108,3291,366.339,776.94
CH,109,3293,679.117,896.992
CH,110,3294,823.843,264.246
CH,111,3307,147.587,746.276
CH,112,3343,67.459,203.902
CH,113,3351,83.933,68.108
CH,114,3352,375.958,563.839
CH,115,3361,596.691,929.005
CH,116,3370,648.206,684.336
CH,117,3373,509.106,291.674
CH,118,3381,137.23,267.393
CH,119,3392,122.486,558.479
CH,120,3399,616.782,501.133
CH,121,3443,1009.289,347.824
CH,122,3468,119.968,1014.611
CH,123,3481,632.063,134.117
CH,124,3486,3.312,643.91
CH,125,3495,276.898,535.601
CH,126,3521,857.925,193.524
CH,127,3525,159.144,17.633
CH,128,3554,67.597,692.513
CH,129,3556,605.991,829.793
CH,130,3558,847.935,500.749
CH,131,3560,396.432,899.751
CH,132,3588,489.688,609.229
CH,133,3603,5.178,253.185
CH,134,3605,208.196,681.769
CH,135,3626,895.779,546.232
CH,136,3637,31.234,502.89
CH,137,3679,578.107,334.89
CH,138,3717,891.322,619.969
CH,139,3722,149.315,498.92
CH,140,3727,100.484,949.681
CH,141,3739,236.59,749.528
CH,142,3744,871.962,15.854
CH,143,3753,881.313,693.427
CH,144,3797,195.92,961.099
CH,145,3808,943.601,179.059
CH,146,3810,400.817,132.638
CH,147,3834,4.678,711.024
CH,148,3852,117.339,818.053
CH,149,3883,938.327,110.082
CH,150,3884,671.362,824.333
CH,151,3885,514.089,15.139
CH,152,3886,1009.942,574.498
CH,153,3888,1009.028,702.058
CH,154,3893,556.191,194.699
CH,155,3899,865.881,358.661
CH,156,3905,532.048,921.364
CH,157,3918,288.395,902.002
CH,158,3924,607.655,270.503
CH,159,3995,179.988,891.475
BS,0,,204.0,204.0
BS,1,,816.0,204.0
BS,2,,204.0,816.0
BS,3,,816.0,816.0
BS,4,,510.0,510.0
