node_id,x_m,y_m
0,80.661,219.035
1,309.978,916.617
2,506.193,733.764
3,103.839,519.07
4,858.562,533.164
5,961.816,897.909
6,378.896,2.758
7,769.351,130.432
8,11.561,744.375
9,858.327,851.963
10,970.691,206.897
11,84.805,124.682
12,995.39,115.716
13,164.095,22.421
14,52.122,40.879
15,360.681,167.881
16,316.629,945.671
17,172.162,829.386
18,752.171,579.618
19,586.906,784.467
20,598.487,234.964
21,336.75,249.917
22,409.054,1005.058
23,435.58,72.755
24,486.374,827.691
25,454.679,715.538
26,94.36,65.403
27,674.333,51.038
28,308.84,392.777
29,198.61,38.947
30,8.846,968.855
31,701.72,969.021
32,501.574,971.685
33,878.348,629.918
34,535.563,518.808
35,231.071,384.232
36,736.469,200.364
37,865.517,519.991
38,615.835,836.986
39,658.532,141.926
40,253.716,3.074
41,29.825,968.704
42,604.477,986.284
43,795.058,322.866
44,984.643,939.322
45,465.624,86.594
46,325.53,170.96
47,373.433,85.841
48,726.655,997.23
49,216.133,794.515
50,595.769,492.368
51,923.82,385.352
52,836.216,37.315
53,982.799,187.524
54,5.799,897.424
55,734.971,687.605
56,780.211,385.4
57,118.246,325.285
58,970.917,999.161
59,235.702,451.298
60,459.821,920.685
61,7.615,844.482
62,259.5,559.924
63,133.165,87.422
64,899.212,512.974
65,989.368,880.688
66,766.475,77.838
67,600.73,1010.115
68,513.057,68.951
69,189.668,1005.759
70,994.471,252.993
71,325.545,728.411
72,517.766,190.478
73,1002.221,632.641
74,372.999,24.337
75,520.542,766.015
76,182.706,90.641
77,737.695,937.116
78,384.959,482.543
79,648.603,530.297
80,132.409,281.319
81,211.39,202.363
82,91.603,399.453
83,224.755,863.114
84,329.167,980.595
85,826.035,275.543
86,158.601,583.26
87,483.587,545.564
88,127.174,541.652
89,773.437,454.27
90,261.305,939.055
91,302.808,1013.207
92,701.753,4.362
93,456.599,153.56
94,800.934,429.733
95,88.905,969.306
96,814.054,619.436
97,578.658,77.476
98,1000.23,308.563
99,534.337,499.857
100,481.92,20.477
101,909.485,502.378
102,401.707,876.438
103,875.862,732.495
104,924.007,357.174
105,108.458,355.354
106,613.255,801.463
107,748.142,641.747
108,612.472,678.716
109,586.019,17.486
110,557.38,281.914
111,75.437,624.147
112,856.346,289.178
113,682.779,637.69
114,694.298,887.898
115,708.808,82.813
116,628.966,355.982
117,425.339,687.691
118,178.444,639.082
119,955.259,79.687
120,867.086,721.306
121,412.647,780.007
122,82.634,165.471
123,1015.563,633.864
124,172.294,133.475
125,455.987,557.097
126,1007.643,191.092
127,647.853,449.512
128,568.107,958.824
129,122.2,850.604
130,745.224,273.94
131,123.933,760.775
132,868.944,353.004
133,142.294,565.951
134,683.328,366.312
135,419.435,106.018
136,145.427,227.941
137,771.951,125.646
138,203.172,473.708
139,215.494,245.568
140,750.57,239.601
141,572.541,87.803
142,527.971,711.357
143,456.693,195.016
144,32.674,281.47
145,417.155,104.466
146,435.21,518.522
147,67.104,676.908
148,973.042,715.826
149,458.773,848.124
150,962.069,966.964
151,968.758,779.93
152,960.311,775.943
153,332.147,138.62
