entity_type,entity_id,node_id,x_m,y_m
CH,0,2002,124.32,9.878
CH,1,2061,513.403,870.153
CH,2,2070,364.135,473.101
CH,3,2078,1071.093,375.469
CH,4,2093,188.794,958.747
CH,5,2104,18.67,899.82
CH,6,2123,511.694,963.48
CH,7,2128,1137.046,317.117
CH,8,2145,631.306,767.505
CH,9,2160,777.99,403.838
CH,10,2161,617.357,480.385
CH,11,2188,1146.014,677.382
CH,12,2189,705.026,86.479
CH,13,2239,576.878,1130.533
CH,14,2240,52.213,806.436
CH,15,2262,1141.173,567.052
CH,16,2292,963.167,639.932
CH,17,2305,1132.359,795.255
CH,18,2311,346.434,808.574
CH,19,2328,694.547,447.584
CH,20,2330,824.819,211.945
CH,21,2386,470.482,487.771
CH,22,2387,639.174,599.739
CH,23,2407,967.041,320.213
CH,24,2411,557.706,21.276
CH,25,2413,384.237,723.957
CH,26,2419,801.723,3.527
CH,27,2435,855.964,415.01
CH,28,2445,916.127,794.577
CH,29,2486,608.844,699.769
CH,30,2495,2.934,17.981
CH,31,2497,571.647,410.505
CH,32,2542,217.115,1078.075
CH,33,2565,222.004,327.755
CH,34,2607,623.191,166.801
CH,35,2617,444.632,148.031
CH,36,2627,590.933,340.244
CH,37,2637,225.497,492.291
CH,38,2642,632.892,982.914
CH,39,2654,982.855,411.453
CH,40,2658,680.234,146.884
CH,41,2660,662.757,829.353
CH,42,2661,721.706,272.301
CH,43,2663,178.496,547.758
CH,44,2685,801.459,993.599
CH,45,2742,129.213,616.581
CH,46,2747,200.947,881.992
CH,47,2748,29.763,435.517
CH,48,2750,6.413,101.703
CH,49,2768,152.977,146.499
CH,50,2783,95.434,1047.217
CH,51,2791,375.422,112.702
CH,52,2803,545.705,209.494
CH,53,2815,511.98,111.447
CH,54,2817,915.189,120.904
CH,55,2847,1054.282,222.252
CH,56,2851,615.395,909.013
CH,57,2878,284.985,658.418
CH,58,2883,88.198,385.512
CH,59,2907,869.397,741.739
CH,60,2929,432.869,227.939
CH,61,2932,831.235,145.9
CH,62,2969,321.498,919.049
CH,63,2993,302.825,360.727
CH,64,3018,70.993,1142.772
CH,65,3035,305.885,118.014
CH,66,3040,1026.805,790.254
CH,67,3045,742.654,1143.09
CH,68,3049,375.05,181.474
CH,69,3063,278.372,529.81
CH,70,3078,954.437,6.9
CH,71,3098,242.658,249.695
CH,72,3105,133.162,434.611
CH,73,3123,378.204,48.236
CH,74,3166,238.694,178.269
CH,75,3181,1030.311,511.867
CH,76,3190,809.473,502.38
CH,77,3198,786.347,722.561
CH,78,3199,178.008,207.233
CH,79,3205,127.471,918.431
CH,80,3231,653.179,235.831
CH,81,3249,1095.132,64.609
CH,82,3254,321.692,10.445
CH,83,3267,282.985,741.558
CH,84,3271,154.82,71.353
CH,85,3274,917.071,404.495
CH,86,3303,42.693,298.011
CH,87,3336,67.947,66.682
CH,88,3344,985.322,165.747
CH,89,3356,266.393,883.134
CH,90,3371,752.034,473.681
CH,91,3373,441.899,813.487
CH,92,3379,73.289,520.985
CH,93,3388,1047.319,593.433
CH,94,3416,157.442,1126.033
CH,95,3428,351.532,290.812
CH,96,3429,704.89,363.774
CH,97,3431,256.213,820.792
CH,98,3440,652.625,1068.961
CH,99,3441,842.715,678.223
CH,100,3454,425.882,1138.824
CH,101,3457,412.079,631.236
CH,102,3458,494.825,1036.152
CH,103,3474,206.74,619.83
CH,104,3495,1146.294,413.398
CH,105,3512,383.849,861.387
CH,106,3527,977.759,81.135
CH,107,3533,721.375,201.958
CH,108,3581,654.648,538.759
CH,109,3582,649.849,5.212
CH,110,3598,902.245,633.091
CH,111,3601,334.136,1007.249
CH,112,3609,10.937,245.267
CH,113,3626,827.442,276.58
CH,114,3643,202.277,424.694
CH,115,3647,453.85,321.564
CH,116,3724,308.277,211.27
CH,117,3729,928.458,704.914
CH,118,3752,262.283,1122.999
CH,119,3753,482.992,1115.31
CH,120,3760,12.713,996.448
CH,121,3764,927.044,484.544
CH,122,3787,420.359,926.173
CH,123,3791,15.189,351.797
CH,124,3820,285.88,1055.925
CH,125,3836,99.54,860.484
CH,126,3850,934.062,573.198
CH,127,3862,1075.31,746.61
CH,128,3898,650.955,301.237
CH,129,3899,491.499,718.405
CH,130,3902,87.873,253.318
CH,131,3961,268.925,447.986
CH,132,3983,216.059,4.331
