entity_type,entity_id,node_id,x_m,y_m
CH,0,17,430.969,117.652
CH,1,63,489.157,472.606
CH,2,73,387.466,268.965
CH,3,75,91.402,38.113
CH,4,80,149.853,284.828
CH,5,88,65.456,117.599
CH,6,91,198.986,410.159
CH,7,121,509.987,173.047
CH,8,140,63.154,330.495
CH,9,171,132.378,616.873
CH,10,174,420.744,481.97
CH,11,208,283.11,408.798
CH,12,253,344.541,628.418
CH,13,280,585.204,105.666
CH,14,288,488.765,629.66
CH,15,303,297.029,187.582
CH,16,332,282.202,268.708
CH,17,389,571.028,258.208
CH,18,392,150.414,122.789
CH,19,393,5.994,259.776
CH,20,430,444.728,232.705
CH,21,468,232.095,116.405
CH,22,492,500.322,99.921
CH,23,575,502.506,29.079
CH,24,578,636.244,464.296
CH,25,622,575.56,2.354
CH,26,634,637.749,29.017
CH,27,668,434.882,21.384
CH,28,669,5.906,68.319
CH,29,670,417.175,627.673
CH,30,676,484.506,552.149
CH,31,690,411.469,551.338
CH,32,734,493.424,311.004
CH,33,737,206.7,339.122
CH,34,759,362.076,331.914
CH,35,809,216.706,482.909
CH,36,817,561.427,381.43
CH,37,842,117.882,429.245
CH,38,863,637.807,612.111
CH,39,864,213.146,614.616
CH,40,898,280.465,341.455
CH,41,924,6.209,560.687
CH,42,953,305.28,117.862
CH,43,962,350.047,467.213
CH,44,978,163.05,36.945
CH,45,989,636.479,322.519
CH,46,1017,562.475,631.762
CH,47,1069,119.703,540.582
CH,48,1086,24.581,399.585
CH,49,1117,53.821,621.294
CH,50,1207,367.77,39.335
CH,51,1232,566.563,529.56
CH,52,1288,139.85,351.729
CH,53,1320,298.347,2.012
CH,54,1327,16.668,177.779
CH,55,1331,627.33,395.631
CH,56,1399,233.407,40.367
CH,57,1456,114.051,215.187
CH,58,1466,5.532,481.901
CH,59,1489,293.402,551.256
CH,60,1528,227.861,183.655
CH,61,1559,365.33,198.149
CH,62,1581,630.063,178.25
CH,63,1586,441.67,384.423
BS,0,,128.0,128.0
BS,1,,512.0,128.0
BS,2,,128.0,512.0
