entity_type,entity_id,node_id,x_m,y_m
CH,0,1805,1043.345,494.044
CH,1,1815,469.04,889.915
CH,2,1830,137.287,286.828
CH,3,1861,443.008,147.246
CH,4,1880,200.76,726.257
CH,5,1889,939.109,565.733
CH,6,1900,932.259,662.929
CH,7,1904,5.754,37.016
CH,8,1910,369.188,375.445
CH,9,1912,153.156,141.147
CH,10,1917,1075.462,159.026
CH,11,1924,696.048,345.737
CH,12,1952,325.197,773.11
CH,13,1953,225.698,1009.534
CH,14,1960,147.858,443.618
CH,15,1966,780.038,749.844
CH,16,1979,137.05,576.306
CH,17,1990,965.38,72.388
CH,18,1996,239.796,528.55
CH,19,2026,753.366,985.054
CH,20,2050,258.437,339.612
CH,21,2067,927.911,505.887
CH,22,2096,524.749,153.979
CH,23,2137,939.784,394.907
CH,24,2139,48.17,643.2
CH,25,2140,300.973,400.52
CH,26,2143,367.205,137.259
CH,27,2153,323.184,34.38
CH,28,2157,1065.036,22.889
CH,29,2201,2.011,160.734
CH,30,2207,16.888,911.636
CH,31,2222,10.983,1074.938
CH,32,2234,681.932,932.519
CH,33,2250,564.735,787.918
CH,34,2251,207.475,932.606
CH,35,2253,1064.149,385.502
CH,36,2254,160.434,640.991
CH,37,2258,728.005,832.357
CH,38,2263,225.609,820.732
CH,39,2280,236.588,429.738
CH,40,2338,1013.21,559.182
CH,41,2349,76.569,567.159
CH,42,2364,759.996,400.832
CH,43,2365,965.635,319.942
CH,44,2370,643.335,780.524
CH,45,2414,888.832,91.566
CH,46,2415,995.036,4.346
CH,47,2418,434.974,307.861
CH,48,2452,526.371,284.099
CH,49,2453,749.481,1056.602
CH,50,2461,643.988,988.32
CH,51,2498,431.884,217.619
CH,52,2500,66.377,73.71
CH,53,2559,717.032,583.304
CH,54,2568,78.291,494.163
CH,55,2575,275.134,956.216
CH,56,2578,628.812,301.937
CH,57,2584,931.293,15.737
CH,58,2591,75.933,1059.843
CH,59,2594,871.04,375.99
CH,60,2595,707.774,234.797
CH,61,2607,953.996,738.926
CH,62,2615,870.059,543.753
CH,63,2652,334.343,258.677
CH,64,2660,706.175,773.225
CH,65,2662,194.301,306.074
CH,66,2678,688.539,708.8
