node_id,x_m,y_m
0,57.685,171.725
1,75.958,131.203
2,167.464,188.498
3,129.583,137.4
4,54.322,125.976
5,115.57,198.787
6,145.847,181.972
7,126.267,81.551
8,198.542,193.226
9,116.174,67.602
10,139.855,137.002
11,184.917,154.557
12,138.858,150.733
13,116.359,59.483
14,61.614,214.326
15,196.5,102.354
16,205.11,141.559
17,68.867,199.376
18,152.331,212.745
19,168.782,67.317
20,158.984,187.446
21,206.872,108.443
22,142.71,172.58
23,79.926,198.106
24,186.402,59.687
25,153.55,114.82
26,83.254,155.817
27,219.055,146.712
28,70.647,136.821
29,186.102,216.637
30,175.012,58.169
31,218.601,155.363
32,65.505,73.049
33,65.952,166.277
34,77.722,191.015
35,69.89,143.802
36,127.829,57.585
37,51.437,207.672
38,220.344,72.557
39,178.378,222.524
40,207.722,204.466
41,109.547,175.376
42,137.373,213.535
43,172.904,197.295
44,199.64,117.862
45,174.524,67.118
46,86.737,213.402
47,121.168,169.787
48,150.814,96.14
49,152.669,209.219
50,107.762,111.169
51,83.218,81.836
52,194.465,173.457
53,218.331,167.118
54,217.259,89.484
55,83.562,88.545
56,117.547,222.595
57,89.991,130.472
58,61.616,55.717
59,145.644,157.337
60,139.579,209.605
61,200.296,215.924
62,151.388,96.69
63,73.532,183.515
64,77.809,52.06
65,172.25,72.591
66,158.932,85.856
67,124.712,53.555
68,116.222,107.941
69,96.281,74.212
70,150.817,171.091
71,85.627,58.604
72,97.512,172.267
73,98.387,163.279
74,63.755,172.959
75,75.66,89.718
76,177.514,133.374
77,162.041,100.604
78,166.91,102.851
79,134.395,127.999
80,209.181,181.435
81,146.112,197.587
82,156.784,176.507
83,140.828,150.722
84,88.055,212.386
85,161.842,193.115
86,156.144,55.304
87,69.756,203.903
88,172.319,207.822
89,205.933,91.119
90,221.828,156.894
91,177.588,140.577
92,95.431,135.277
93,131.121,102.539
94,110.271,127.787
95,97.251,75.162
96,190.474,113.107
97,114.261,186.845
98,172.077,128.594
99,104.691,189.026
100,92.032,131.287
101,115.929,223.505
102,92.6,153.902
103,142.408,59.433
104,82.475,204.618
105,187.762,88.027
106,81.964,213.717
107,153.076,175.219
108,208.292,96.248
109,137.667,209.441
110,83.293,95.163
111,203.881,196.934
112,140.37,74.188
113,195.487,104.466
114,182.33,95.187
115,77.718,171.194
116,119.17,116.207
117,127.17,130.617
118,132.635,163.413
119,69.477,168.107
120,135.386,192.895
121,100.808,166.639
122,86.648,172.21
123,169.053,145.307
124,134.14,215.806
125,113.2,65.271
126,108.402,58.441
127,205.53,195.797
128,83.11,160.007
129,86.553,199.265
130,122.867,61.236
131,161.058,65.456
132,206.068,211.975
133,157.469,93.412
134,185.321,57.821
135,70.236,103.742
136,63.524,202.488
137,166.879,191.128
138,164.953,89.928
139,99.242,156.426
140,188.206,159.405
141,106.689,189.674
142,122.16,159.875
143,198.345,166.079
144,130.68,153.418
145,86.368,126.749
146,195.409,135.08
147,53.915,192.228
148,77.804,56.645
149,151.326,184.182
150,70.477,127.947
151,131.025,72.316
152,160.091,94.597
153,170.887,138.168
154,141.932,91.087
155,183.348,52.913
156,105.297,68.748
157,65.92,52.886
158,141.685,63.495
159,70.785,125.992
160,168.9,86.098
161,164.905,147.766
162,211.292,191.502
163,222.928,112.949
164,204.511,106.626
165,100.064,124.789
166,54.991,176.408
167,66.346,157.224
168,61.213,125.078
169,94.818,214.897
170,102.753,112.807
171,104.231,72.666
172,162.694,103.483
173,98.009,105.206
174,112.217,188.59
175,88.525,72.478
176,108.327,149.824
177,99.978,70.008
178,112.958,217.59
179,206.345,128.096
180,126.073,81.089
181,167.369,176.082
182,95.82,159.524
183,68.691,105.588
184,101.069,189.161
185,158.218,139.631
186,126.879,146.699
187,134.537,95.679
188,195.062,189.185
189,118.03,120.818
190,211.613,54.57
191,183.797,80.298
192,83.984,111.657
193,159.178,106.489
194,140.762,139.901
195,210.543,151.458
196,97.883,160.77
197,147.442,103.585
198,176.608,52.571
199,222.033,202.493
200,61.512,174.331
201,73.608,222.765
202,129.455,180.321
203,95.355,164.472
204,55.992,189.562
205,97.154,80.859
206,127.503,138.002
207,58.986,79.941
208,117.144,145.373
209,172.35,74.469
210,193.596,113.324
211,222.825,115.373
212,128.603,113.331
213,64.987,211.762
214,153.533,182.232
215,77.708,135.234
216,100.439,98.11
217,119.454,159.554
218,130.32,172.091
219,222.407,153.305
220,189.61,216.036
221,219.38,111.372
222,196.237,171.941
223,54.363,193.127
224,206.626,206.411
225,109.46,176.905
226,194.516,128.094
227,161.569,117.133
228,210.697,141.891
229,92.924,125.251
230,152.806,116.246
231,107.94,160.146
232,106.349,135.576
233,65.555,106.215
234,70.724,134.578
235,107.859,116.418
236,56.267,222.631
237,87.594,52.758
238,152.337,57.698
239,150.074,209.378
240,61.087,133.27
241,195.826,92.262
242,73.847,61.067
243,171.671,183.333
244,125.005,111.415
245,221.576,94.107
246,189.714,191.101
247,129.552,187.035
248,107.658,207.476
249,180.331,159.113
250,196.588,167.97
251,201.147,112.174
252,116.011,214.855
253,126.487,105.089
254,191.053,112.065
255,123.48,149.575
256,66.253,196.855
257,156.974,59.132
258,67.307,101.947
259,125.525,189.978
260,189.84,179.368
261,177.705,139.802
262,66.16,111.807
263,180.153,55.493
264,92.883,53.887
265,107.574,107.311
266,134.069,81.614
267,145.714,71.357
268,187.824,195.791
269,122.667,204.6
