node_id,x_m,y_m
0,848.523,916.637
1,877.878,929.912
2,934.76,810.174
3,798.529,981.853
4,853.28,847.715
5,1017.031,900.187
6,981.629,901.541
7,937.729,829.097
8,936.793,988.653
9,911.956,960.454
10,944.922,809.841
11,964.23,927.061
12,862.602,802.497
13,988.093,900.739
14,955.466,991.048
15,954.422,1000.452
16,883.44,973.722
17,894.484,1003.674
18,991.06,817.274
19,825.839,843.858
20,1010.323,892.602
21,934.967,862.548
22,908.411,881.417
23,873.642,925.72
24,925.538,996.694
25,947.273,1002.198
26,986.063,1015.996
27,944.891,831.873
28,987.006,1010.134
29,996.804,922.17
30,954.353,842.554
31,980.55,923.154
32,858.975,809.714
33,985.517,1015.733
34,815.286,973.652
35,886.887,829.13
36,860.961,966.579
37,989.703,805.428
38,932.272,805.595
39,955.381,869.204
40,991.513,1013.693
41,908.005,1017.668
42,864.471,812.718
43,928.987,802.578
44,839.498,886.325
45,931.368,830.339
46,805.038,988.594
47,865.396,1008.806
48,995.017,879.62
49,897.995,911.264
50,938.801,928.073
51,919.98,933.516
52,1004.794,908.363
53,891.497,955.797
54,848.45,862.562
55,1013.062,911.499
56,917.571,798.148
57,887.943,924.584
58,800.06,932.553
59,936.197,808.962
60,935.121,899.294
61,946.672,874.013
62,952.826,959.739
63,800.533,809.072
64,945.947,1009.839
65,851.45,897.084
66,927.41,866.774
67,876.544,865.138
68,877.7,928.066
69,862.41,879.48
70,967.354,801.587
71,922.203,959.103
72,864.548,845.092
73,974.367,848.686
74,837.277,892.396
75,950.85,818.25
76,867.205,869.827
77,980.979,893.107
78,985.871,833.249
79,870.484,940.212
80,992.401,895.925
81,845.646,822.492
82,913.389,838.035
83,975.027,982.077
84,836.43,857.559
85,975.127,938.367
86,974.912,872.391
87,824.443,860.528
88,972.155,855.909
89,872.629,888.32
90,888.957,886.678
91,1000.344,830.294
92,796.637,1005.383
93,991.307,1015.09
94,892.2,1006.916
95,1001.849,844.993
96,961.404,981.682
97,943.048,911.029
98,859.883,871.454
99,846.189,810.738
100,926.522,859.431
101,975.787,805.625
102,996.563,949.88
103,1001.065,994.997
104,995.688,923.914
105,798.523,961.354
106,833.813,862.295
107,943.028,912.352
108,887.618,1004.443
109,931.745,871.517
110,851.75,987.234
111,901.729,969.589
112,873.85,839.487
113,914.503,977.259
114,833.698,971.668
115,1000.601,974.866
116,978.746,797.269
117,935.402,987.432
118,806.705,855.959
119,855.334,912.864
120,889.672,900.773
121,968.293,796.002
122,807.795,823.814
123,823.317,810.816
124,1012.372,985.629
125,814.755,907.271
126,865.855,865.563
127,873.727,939.474
128,926.063,875.85
129,838.097,868.72
130,823.123,919.149
131,954.848,880.165
132,813.37,835.311
133,878.616,930.026
134,969.655,880.171
135,973.778,934.139
136,891.586,878.426
137,905.944,951.921
138,889.122,949.973
139,898.091,850.107
140,914.77,950.206
141,811.52,890.095
142,890.31,991.238
143,1003.874,878.83
144,995.283,971.5
145,853.909,898.825
146,822.988,976.461
147,942.893,992.945
148,971.845,944.066
149,958.783,920.999
150,818.537,926.318
151,796.69,827.518
152,967.805,805.455
153,816.016,817.684
154,991.416,835.444
155,800.824,982.758
156,822.573,983.293
157,945.394,981.567
158,1007.416,924.387
159,973.241,803.666
160,966.274,909.319
161,954.651,819.34
162,962.17,1003.447
163,809.197,867.713
164,921.029,979.76
165,849.449,835.581
166,851.192,932.594
167,963.188,883.166
168,877.326,883.813
169,873.503,888.612
170,814.117,906.869
171,1012.008,887.414
172,961.824,831.322
173,949.242,963.76
174,945.466,910.601
175,903.18,938.593
176,995.182,828.81
177,816.919,961.99
178,999.455,910.637
179,894.135,955.486
180,836.991,855.06
181,839.898,925.841
182,865.622,847.265
183,949.308,1007.642
184,861.4,952.466
185,887.496,985.449
186,925.626,855.019
187,843.995,800.743
188,902.238,880.724
189,833.908,875.769
190,867.222,967.783
191,827.539,1016.047
192,902.261,928.818
193,899.695,981.218
194,978.327,919.504
195,902.641,955.886
196,986.119,884.618
197,958.75,1009.162
198,899.549,846.663
199,847.815,955.214
200,945.798,1008.818
201,985.503,849.441
202,837.772,853.118
203,837.23,952.333
204,986.552,995.707
205,852.314,987.998
206,865.304,889.741
207,957.723,814.71
208,816.204,981.066
209,860.488,874.921
210,924.659,945.833
211,797.131,870.06
212,892.616,903.664
213,842.325,925.727
214,1008.067,882.541
215,916.665,822.105
216,856.707,943.592
217,820.626,992.911
218,997.709,817.152
219,1004.942,878.827
220,967.386,964.029
221,861.327,945.917
222,941.067,974.867
223,854.668,963.332
224,1009.399,945.236
225,914.844,820.797
226,905.439,873.92
227,955.304,946.508
228,921.565,836.072
229,939.197,935.909
230,835.433,993.518
231,941.355,822.984
232,1002.842,827.044
233,869.332,955.834
234,928.469,919.015
235,939.601,897.393
236,865.087,834.827
237,810.856,954.802
238,963.396,916.393
239,960.096,875.491
240,854.724,880.864
241,989.653,804.965
242,907.848,850.576
243,966.604,874.354
244,869.629,885.303
245,916.029,967.228
246,874.082,983.947
247,820.538,855.756
248,817.762,820.661
249,968.846,957.349
250,836.71,837.671
251,888.264,960.914
252,977.022,962.111
253,927.242,828.175
254,884.208,838.665
255,912.939,922.005
256,840.542,851.233
257,969.442,802.291
258,974.222,993.803
259,1006.729,880.812
260,918.5,925.272
261,936.522,1012.88
262,948.307,862.187
263,986.866,903.258
264,929.343,957.248
265,796.128,966.95
266,942.815,904.992
267,912.057,898.023
268,838.62,913.371
269,803.843,906.899
270,939.261,894.395
271,921.479,1008.886
272,993.992,825.755
273,971.824,934.217
274,806.855,875.642
275,847.511,812.911
276,915.447,1002.393
277,867.461,989.202
278,950.092,825.481
279,986.484,929.29
280,1001.759,954.828
281,960.114,872.015
282,975.006,1002.819
283,987.189,892.794
284,963.923,903.464
285,819.869,805.097
286,812.934,840.147
287,831.367,906.164
288,951.119,915.126
289,889.478,939.991
290,863.354,898.884
291,963.979,884.884
292,835.763,995.629
293,955.66,877.206
294,878.104,913.323
295,928.256,845.384
296,796.201,842.081
297,969.779,827.509
298,897.901,839.035
299,842.146,833.578
300,885.393,833.025
301,801.712,820.079
302,833.015,904.637
303,808.881,800.588
304,895.24,886.282
305,952.046,806.968
306,885.295,883.806
307,801.53,1010.333
308,844.286,816.566
309,901.148,832.242
310,934.033,872.63
311,823.165,807.141
312,957.435,856.78
313,970.815,899.106
314,1003.081,862.442
315,851.194,854.717
316,976.782,935.513
317,872.27,816.442
318,947.365,1011.165
319,927.318,796.413
320,802.339,815.735
321,833.482,803.741
322,807.597,941.119
323,995.827,840.233
324,1012.184,901.658
325,974.318,999.624
326,1004.676,803.209
327,863.37,930.582
328,1006.11,815.122
329,860.86,984.619
330,821.103,882.306
331,869.922,946.843
332,1002.103,834.438
333,960.13,958.831
334,981.45,918.662
335,1000.987,876.292
336,887.834,846.62
337,968.953,902.489
338,855.527,833.351
339,955.868,930.309
340,953.643,881.624
341,903.934,829.825
342,953.659,800.705
343,899.445,964.28
344,946.238,817.192
345,848.347,983.229
346,938.465,990.986
347,989.59,895.659
348,995.069,958.588
349,869.817,877.909
350,811.625,884.412
351,1008.146,818.951
352,922.122,820.093
353,813.59,939.968
354,849.129,806.458
355,829.554,938.949
356,925.828,798.193
357,846.735,1010.716
358,844.546,920.689
359,888.924,969.327
360,930.008,970.994
361,914.633,837.447
362,835.1,813.198
363,979.194,820.627
364,800.936,1010.531
365,839.915,994.266
366,814.676,899.068
367,845.14,980.075
368,932.47,938.338
369,964.936,989.466
370,872.561,929.731
371,894.701,820.274
372,981.388,927.794
373,976.812,841.412
374,915.514,898.832
375,957.509,812.778
376,872.584,903.362
377,811.508,918.521
378,959.135,889.642
379,939.806,930.345
380,843.231,873.561
381,1017.053,870.149
382,891.417,814.323
383,844.058,832.359
384,1002.64,957.143
385,990.138,1015.014
386,931.741,1002.731
387,914.743,888.728
388,1006.447,996.448
389,1006.792,903.284
390,967.617,886.113
391,1017.4,1000.276
392,860.551,1003.365
393,836.652,816.921
394,956.253,861.052
395,911.127,937.769
396,804.621,961.329
397,856.979,891.765
398,872.281,960.641
399,961.686,859.496
400,818.588,862.172
401,887.024,812.849
402,829.674,965.231
403,951.374,1012.752
404,1013.474,990.454
405,878.462,831.483
406,864.975,898.605
407,912.569,916.157
408,875.6,985.239
409,859.026,898.606
410,992.827,975.107
411,861.741,849.555
412,975.003,797.837
413,824.841,913.664
414,914.77,832.458
415,806.778,840.956
416,966.847,899.182
417,1013.394,970.303
418,1013.382,803.411
419,836.753,798.533
420,891.756,870.831
421,807.001,917.034
422,816.465,864.903
423,850.585,973.993
424,888.612,853.503
425,805.387,891.135
426,935.152,945.77
427,998.552,975.425
428,850.616,825.772
429,964.248,971.186
430,908.764,980.414
431,918.333,857.782
432,833.127,799.391
433,938.624,995.087
434,997.13,899.569
