entity_type,entity_id,node_id,x_m,y_m
CH,0,2044,453.674,505.916
CH,1,2057,642.761,336.462
CH,2,2059,906.218,11.565
CH,3,2073,791.132,465.371
CH,4,2093,664.354,852.104
CH,5,2113,613.38,886.407
CH,6,2140,669.066,1040.982
CH,7,2176,1077.517,263.098
CH,8,2181,32.557,333.644
CH,9,2196,445.476,911.049
CH,10,2213,250.352,1074.845
CH,11,2217,1082.684,127.74
CH,12,2219,41.991,741.025
CH,13,2277,16.583,565.356
CH,14,2307,415.35,1054.22
CH,15,2309,417.585,843.698
CH,16,2327,739.61,647.771
CH,17,2377,500.71,785.581
CH,18,2378,720.515,888.579
CH,19,2384,680.907,1129.911
CH,20,2385,812.206,647.04
CH,21,2389,1136.96,680.949
CH,22,2402,723.03,427.619
CH,23,2405,434.479,786.947
CH,24,2409,742.243,1073.92
CH,25,2437,438.227,649.427
CH,26,2467,82.053,523.607
CH,27,2492,352.524,856.627
CH,28,2509,155.414,874.331
CH,29,2530,208.282,395.127
CH,30,2547,387.179,167.415
CH,31,2552,179.041,1037.577
CH,32,2566,761.309,181.092
CH,33,2579,98.648,134.41
CH,34,2582,588.716,8.582
CH,35,2584,284.805,779.658
CH,36,2597,87.715,695.033
CH,37,2650,351.784,1060.269
CH,38,2666,1012.415,176.928
CH,39,2687,459.184,168.97
CH,40,2721,864.511,438.191
CH,41,2722,188.691,99.74
CH,42,2737,708.101,961.478
CH,43,2747,343.267,1147.049
CH,44,2767,156.232,648.565
CH,45,2770,1026.298,693.939
CH,46,2771,779.448,737.365
CH,47,2782,458.933,1094.412
CH,48,2783,403.422,989.422
CH,49,2798,120.502,1135.806
CH,50,2814,788.338,545.476
CH,51,2818,594.408,498.174
CH,52,2824,128.505,944.383
CH,53,2838,426.961,575.256
CH,54,2857,499.79,656.931
CH,55,2858,1141.728,201.917
CH,56,2868,223.836,254.634
CH,57,2895,397.274,100.567
CH,58,2910,329.676,86.707
CH,59,2915,332.579,722.395
CH,60,2929,800.644,1103.374
CH,61,2963,227.845,1144.956
CH,62,3007,125.282,76.169
CH,63,3015,1063.006,745.459
CH,64,3016,737.213,584.391
CH,65,3037,411.783,705.038
CH,66,3048,578.535,397.294
CH,67,3052,547.587,901.161
CH,68,3066,5.014,1017.588
CH,69,3102,435.546,445.912
CH,70,3127,32.829,803.501
CH,71,3136,510.663,561.75
CH,72,3137,1138.839,562.163
CH,73,3146,1123.939,445.235
CH,74,3151,686.029,2.112
CH,75,3183,368.774,781.178
CH,76,3198,647.173,663.399
CH,77,3228,237.802,649.322
CH,78,3253,647.447,396.229
CH,79,3317,875.381,798.149
CH,80,3328,373.33,438.556
CH,81,3347,182.935,314.292
CH,82,3359,200.333,962.909
CH,83,3372,366.241,15.206
CH,84,3375,970.752,774.215
CH,85,3377,470.968,311.278
CH,86,3416,581.535,573.778
CH,87,3428,1063.327,565.017
CH,88,3437,518.998,226.369
CH,89,3457,53.804,956.704
CH,90,3460,553.697,314.385
CH,91,3504,17.459,169.994
CH,92,3511,783.888,1018.423
CH,93,3513,90.093,448.157
CH,94,3520,266.08,78.844
CH,95,3534,779.533,806.999
CH,96,3562,35.243,23.205
CH,97,3565,141.525,582.155
CH,98,3629,905.435,585.475
CH,99,3637,478.703,57.028
CH,100,3651,710.752,796.32
CH,101,3654,889.908,116.582
CH,102,3664,1028.852,632.148
CH,103,3678,680.135,560.619
CH,104,3680,863.631,702.097
CH,105,3684,503.442,129.753
CH,106,3695,1138.772,342.638
CH,107,3716,967.488,258.789
CH,108,3724,345.375,942.461
CH,109,3730,335.426,286.637
CH,110,3743,854.32,202.179
CH,111,3745,494.392,1035.318
CH,112,3756,163.091,438.721
CH,113,3800,807.344,267.237
CH,114,3803,732.297,302.459
CH,115,3815,1049.098,403.242
CH,116,3829,9.984,494.345
CH,117,3835,966.968,115.3
CH,118,3846,945.688,199.496
CH,119,3847,304.919,668.912
CH,120,3850,177.479,166.033
CH,121,3854,137.864,2.151
CH,122,3861,647.255,766.236
CH,123,3874,342.958,589.703
CH,124,3887,606.112,1083.075
CH,125,3888,105.578,197.515
CH,126,3890,863.158,536.093
CH,127,3952,1058.27,496.807
CH,128,3958,1062.119,52.187
CH,129,3983,584.948,819.97
CH,130,3987,812.646,107.793
CH,131,4001,540.163,67.036
CH,132,4015,1022.81,335.445
CH,133,4023,243.757,190.98
CH,134,4038,706.847,734.16
CH,135,4044,228.406,829.745
CH,136,4060,935.911,504.177
CH,137,4074,792.983,906.241
CH,138,4127,4.993,1100.965
CH,139,4141,806.342,366.881
CH,140,4146,404.763,1133.796
CH,141,4157,548.206,1144.723
CH,142,4171,255.68,557.204
CH,143,4203,726.552,501.085
CH,144,4227,923.879,380.011
CH,145,4246,297.474,16.544
CH,146,4261,655.348,473.632
CH,147,4302,571.838,142.678
CH,148,4316,490.521,394.776
CH,149,4321,487.376,720.522
CH,150,4336,277.217,484.945
CH,151,4346,605.672,251.698
CH,152,4347,322.865,402.254
CH,153,4364,287.408,239.197
CH,154,4369,977.536,602.02
CH,155,4396,704.589,61.205
CH,156,4405,125.862,361.526
CH,157,4432,555.773,1023.285
CH,158,4442,346.734,495.838
CH,159,4462,410.701,363.569
CH,160,4467,625.301,956.685
CH,161,4469,312.536,162.674
CH,162,4482,190.406,493.846
CH,163,4489,283.79,879.264
CH,164,4505,717.975,130.084
CH,165,4530,83.02,621.597
CH,166,4542,1076.893,198.121
CH,167,4543,493.253,966.029
CH,168,4544,35.042,247.02
CH,169,4558,998.325,447.181
CH,170,4561,524.944,490.024
CH,171,4576,7.335,420.618
CH,172,4586,577.895,648.371
CH,173,4589,407.603,255.935
CH,174,4617,128.722,772.16
CH,175,4636,209.381,8.239
CH,176,4658,677.015,244.69
CH,177,4660,372.857,650.126
CH,178,4662,203.67,724.631
CH,179,4670,251.471,329.349
CH,180,4675,1143.385,792.556
CH,181,4681,124.468,274.561
CH,182,4710,49.475,1141.148
CH,183,4721,826.844,18.125
CH,184,4751,742.885,1144.176
CH,185,4768,1005.589,540.675
CH,186,4785,703.289,370.59
CH,187,4804,948.202,694.17
CH,188,4805,973.939,34.754
CH,189,4806,13.723,104.674
CH,190,4819,618.288,83.003
CH,191,4854,4.377,687.736
CH,192,4892,91.859,1047.313
CH,193,4898,663.914,172.753
CH,194,4909,581.533,739.525
CH,195,4948,435.383,10.943
CH,196,4953,1132.683,46.338
CH,197,4964,60.603,876.261
CH,198,4979,882.598,299.979
CH,199,4999,283.607,994.791
BS,0,,230.0,230.0
BS,1,,920.0,230.0
BS,2,,230.0,920.0
BS,3,,920.0,920.0
BS,4,,575.0,575.0
BS,5,,575.0,920.0
