node_id,x_m,y_m
0,294.538,527.118
1,90.102,366.477
2,79.831,13.875
3,307.423,128.652
4,336.677,801.975
5,40.473,674.433
6,147.272,857.497
7,794.977,229.047
8,914.53,773.817
9,82.648,441.149
10,755.685,995.103
11,187.299,273.005
12,836.0,1037.835
13,102.88,98.655
14,810.269,343.081
15,418.171,944.933
16,804.48,712.93
17,935.594,789.679
18,873.828,694.138
19,640.238,66.415
20,980.742,983.058
21,380.046,675.949
22,20.183,539.966
23,672.75,318.112
24,447.999,900.936
25,156.334,492.082
26,94.936,415.634
27,951.596,660.998
28,33.207,925.905
29,710.337,562.112
30,312.387,325.71
31,198.768,671.44
32,55.544,1018.619
33,112.553,673.507
34,621.683,391.789
35,301.512,474.5
36,356.383,1047.434
37,695.987,560.022
38,715.673,533.316
39,161.981,26.426
40,1045.763,910.475
41,104.311,659.086
42,846.742,964.224
43,71.583,144.327
44,424.024,650.596
45,90.992,750.63
46,814.034,482.74
47,915.551,420.448
48,898.751,413.217
49,434.805,407.841
50,765.807,952.052
51,79.729,636.853
52,901.04,746.591
53,253.841,394.086
54,955.567,234.192
55,1028.43,423.547
56,561.819,763.924
57,734.931,637.341
58,935.495,691.06
59,987.877,703.134
60,634.517,63.046
61,979.731,248.62
62,244.709,54.971
63,670.48,400.464
64,704.125,877.267
65,1015.349,866.137
66,904.228,411.976
67,59.215,829.865
68,1072.747,500.112
69,969.652,610.727
70,416.542,897.269
71,69.102,392.225
72,750.731,89.938
73,597.871,420.251
74,238.928,439.155
75,801.97,723.196
76,638.377,836.973
77,442.516,626.529
78,108.94,712.162
79,719.938,675.852
80,860.753,1061.675
81,780.099,1050.733
82,706.039,300.879
83,933.937,722.276
84,676.663,158.906
85,610.105,367.747
86,622.161,995.808
87,412.599,23.011
88,133.264,581.493
89,909.34,54.534
90,445.095,366.68
91,476.863,677.0
92,542.941,294.163
93,937.422,873.315
94,967.61,137.406
95,577.68,256.027
96,105.931,999.511
97,711.649,493.035
98,826.281,915.129
99,503.177,117.682
100,972.008,547.467
101,451.87,210.552
102,561.679,935.651
103,1004.637,153.804
104,130.492,1068.864
105,565.208,684.205
106,749.604,446.01
107,426.512,939.248
108,673.084,26.634
109,43.072,903.771
110,640.7,804.334
111,539.559,766.636
112,375.545,395.846
113,370.205,318.039
114,1022.63,944.717
115,588.61,47.523
116,998.679,872.684
117,688.734,1039.354
118,814.433,655.178
119,365.217,672.195
120,456.129,189.491
121,176.381,116.885
122,737.928,405.722
123,1065.114,987.937
124,308.151,111.338
125,897.596,915.988
126,398.778,822.42
127,1011.784,482.219
128,478.542,666.217
129,911.41,758.694
130,1064.939,156.566
131,104.048,131.616
132,1013.759,322.043
133,81.077,164.021
134,25.796,575.093
135,685.592,307.597
136,22.816,42.985
137,742.469,3.149
138,258.733,484.462
139,444.481,1004.493
140,1005.441,541.589
141,662.903,386.274
142,693.77,62.936
143,204.228,889.686
144,495.285,533.425
145,897.872,704.043
146,185.873,502.929
147,921.901,378.434
148,1026.464,210.952
149,427.456,206.783
150,305.931,238.57
151,704.112,808.291
152,944.94,151.6
153,1073.37,741.475
154,292.604,726.218
155,661.615,381.849
156,296.78,94.181
157,234.2,924.986
158,402.613,704.454
159,484.206,254.923
160,465.917,243.235
161,463.581,209.306
162,142.065,856.747
163,337.308,738.719
164,998.82,986.759
165,900.201,537.07
166,557.291,21.021
167,729.272,544.125
168,369.459,920.538
169,811.39,848.354
170,368.709,551.82
171,838.527,978.348
172,526.18,773.158
173,609.481,246.105
174,940.786,582.878
175,188.639,626.709
176,925.88,174.077
177,180.036,685.123
178,150.034,823.573
179,657.357,513.676
180,489.216,1049.895
181,329.134,611.889
182,466.971,1033.422
183,412.322,6.754
184,480.177,587.408
185,806.486,686.695
186,956.693,263.621
187,683.204,898.737
188,957.877,868.23
189,712.138,453.547
190,995.244,801.388
191,466.239,1013.629
192,950.931,1045.789
193,1023.56,1020.92
194,449.827,434.763
195,1051.4,32.075
196,1021.015,889.951
197,206.307,678.978
198,410.76,804.745
199,989.129,811.684
200,906.675,307.388
201,540.402,507.301
202,1012.028,232.525
203,776.799,736.802
204,377.808,1007.676
205,971.113,278.427
206,350.875,690.641
207,142.41,308.594
208,126.663,763.657
209,529.309,109.551
210,903.125,585.749
211,708.751,261.119
212,734.729,364.241
213,1056.955,74.267
214,52.265,421.047
215,146.268,148.472
216,816.308,591.772
217,750.1,189.735
218,691.622,831.394
219,93.75,191.051
220,495.691,353.3
221,912.306,603.385
222,506.563,422.029
223,182.02,203.29
224,295.924,15.614
225,180.327,634.52
226,546.059,537.384
227,587.408,621.765
228,1077.65,562.976
229,831.03,327.373
230,868.9,576.998
231,926.679,1032.522
232,214.182,961.784
233,684.328,964.134
234,53.014,905.483
235,804.709,921.601
236,307.084,351.041
237,702.37,382.293
238,589.774,900.257
239,407.725,1072.578
240,960.661,792.208
241,921.586,20.789
242,671.959,977.09
243,368.695,653.233
244,107.275,819.492
245,239.705,1058.164
246,658.289,56.671
247,576.204,137.083
248,351.203,722.004
249,92.09,894.818
250,743.066,727.487
251,349.375,119.291
252,574.87,721.622
253,1018.478,711.321
254,805.338,500.129
255,249.52,581.405
256,1005.864,596.165
257,61.678,684.697
258,922.914,525.516
259,738.476,175.992
260,727.789,578.988
261,860.302,535.922
262,481.635,477.847
263,957.467,1068.609
264,566.283,264.879
265,792.633,276.019
266,958.339,112.515
267,430.764,985.396
268,39.765,897.304
269,651.239,765.448
270,69.693,796.0
271,1019.618,23.555
272,253.412,891.209
273,858.555,634.473
274,1011.78,617.61
275,246.989,861.144
276,317.774,242.545
277,296.687,174.736
278,217.969,848.575
279,482.569,3.216
280,1020.199,168.899
281,283.23,544.86
282,385.096,998.0
283,880.572,947.622
284,517.747,74.549
285,275.666,164.545
286,49.722,453.978
287,282.779,236.156
288,44.087,236.417
289,1053.915,362.995
290,761.079,434.123
291,357.542,442.075
292,502.04,448.941
293,1000.397,97.599
294,897.234,771.492
295,903.09,849.004
296,932.442,91.896
297,372.954,664.193
298,933.316,13.267
299,380.269,212.338
300,296.26,846.602
301,668.199,1048.235
302,625.136,60.616
303,274.474,381.825
304,112.56,844.783
305,1059.429,972.746
306,16.972,882.739
307,1022.404,239.466
308,260.964,212.895
309,443.386,937.554
310,890.716,131.78
311,132.903,858.875
312,937.356,853.516
313,325.087,553.484
314,914.191,1057.77
315,445.29,649.718
316,873.022,1018.758
317,114.417,134.251
318,365.387,219.575
319,1018.037,206.616
320,408.709,304.287
321,841.566,710.697
322,403.259,269.076
323,828.644,119.472
324,965.199,139.989
325,1013.8,19.375
326,958.403,382.632
327,29.444,1021.158
328,613.809,384.183
329,152.286,870.186
330,532.836,153.627
331,228.89,656.54
332,587.07,505.625
333,929.359,510.311
334,99.831,499.737
335,967.821,73.998
336,265.616,481.509
337,129.651,764.919
338,742.819,670.617
339,210.949,1044.181
340,884.406,215.451
341,530.795,473.574
342,154.725,54.507
343,87.453,235.117
344,1046.331,870.9
345,88.165,60.321
346,231.476,564.14
347,272.389,1045.031
348,992.218,782.85
349,147.957,481.094
350,340.618,194.875
351,401.806,434.883
352,188.011,351.042
353,288.876,658.88
354,614.734,119.695
355,296.785,386.996
356,23.818,272.54
357,184.466,407.377
358,1027.121,78.146
359,212.413,259.028
360,306.059,801.874
361,442.32,54.406
362,991.154,471.467
363,750.328,804.454
364,132.889,897.545
365,869.151,531.566
366,753.581,380.023
367,778.497,487.402
368,569.805,82.949
369,1044.075,456.842
370,957.48,650.986
371,141.095,1032.989
372,848.633,997.106
373,491.347,505.023
374,722.514,580.356
375,319.519,714.356
376,334.771,74.575
377,106.652,890.005
378,187.974,926.614
379,931.522,668.787
380,40.755,910.051
381,173.155,655.302
382,1025.076,829.002
383,109.064,159.324
384,1039.416,565.571
385,841.854,965.514
386,642.121,253.116
387,759.098,460.324
388,856.294,492.813
389,330.013,691.706
390,662.543,537.794
391,789.092,904.842
392,519.926,1062.567
393,464.923,756.615
394,618.632,690.876
395,802.863,641.25
396,189.642,18.9
397,287.173,139.751
398,601.136,189.534
399,12.732,863.907
400,898.195,312.814
401,1022.801,71.38
402,809.77,787.355
403,968.12,955.401
404,246.063,904.376
405,937.59,240.345
406,441.774,417.345
407,377.554,185.968
408,960.566,446.053
409,156.719,98.208
410,173.542,918.722
411,798.657,920.604
412,585.031,1015.785
413,650.012,356.13
414,556.32,394.216
415,265.22,545.278
416,652.437,29.24
417,877.271,74.594
418,573.124,110.435
419,477.436,595.104
420,735.949,785.352
421,1040.771,945.146
422,300.801,60.222
423,580.008,299.705
424,136.059,289.356
425,253.467,862.042
426,566.159,862.049
427,519.219,888.915
428,405.927,885.029
429,187.04,470.603
430,505.021,676.735
431,709.685,675.06
432,280.25,64.299
433,675.081,968.169
434,715.693,353.621
435,853.266,353.149
436,799.197,967.33
437,217.124,118.982
438,624.421,913.299
439,473.213,718.351
440,495.187,636.314
441,494.824,462.795
442,396.936,168.634
443,166.807,245.727
444,446.6,389.336
445,7.656,561.683
446,41.528,1019.223
447,224.141,287.472
448,882.144,349.055
449,313.943,514.497
450,528.409,978.955
451,205.153,690.589
452,56.019,523.857
453,815.085,635.783
454,28.379,267.757
455,383.6,1061.989
456,883.578,925.698
457,292.557,540.368
458,321.985,562.308
459,743.114,87.224
460,1061.633,520.015
461,930.347,712.197
462,330.136,514.178
463,468.422,41.865
464,175.359,328.344
465,691.538,543.43
466,196.479,574.54
467,899.152,359.483
468,582.201,755.15
469,943.46,218.782
470,462.128,939.16
471,168.182,835.231
472,255.212,158.034
473,640.395,235.091
474,1060.878,993.057
475,1050.381,345.573
476,577.337,807.162
477,945.284,973.228
478,793.253,511.963
479,1056.302,824.033
480,101.41,134.914
481,552.559,690.164
482,3.837,741.116
483,135.495,1037.256
484,465.67,729.776
485,903.332,919.505
486,835.184,1047.743
487,207.59,649.885
488,232.095,558.473
489,36.253,947.85
490,473.504,864.328
491,256.52,962.774
492,399.896,661.903
493,840.985,296.701
494,115.339,901.964
495,17.629,222.494
496,160.824,224.04
497,691.837,981.662
498,76.16,541.282
499,53.72,362.138
500,117.406,923.176
501,359.29,320.203
502,954.973,805.785
503,546.974,829.632
504,258.993,223.433
505,558.239,118.694
506,309.537,175.726
507,934.874,533.522
508,56.451,338.06
509,58.867,335.922
510,376.725,61.887
511,344.7,1027.843
512,597.741,553.869
513,828.394,717.031
514,822.613,747.792
515,204.619,362.649
516,179.826,326.685
517,117.084,561.034
518,93.638,328.269
519,61.703,1077.676
520,477.141,1068.131
521,96.924,676.139
522,581.087,356.924
523,754.325,783.275
524,8.951,712.661
525,41.587,884.385
526,541.187,96.598
527,773.2,294.765
528,762.501,96.461
529,154.667,592.397
530,43.028,923.773
531,524.867,912.575
532,471.174,367.547
533,335.524,140.527
534,662.598,720.883
535,12.504,1017.505
536,1042.473,1006.94
537,147.372,185.408
538,199.306,159.282
539,686.825,53.448
540,1003.773,264.884
541,223.782,74.464
542,106.57,698.419
543,288.78,417.905
544,651.538,913.731
545,227.327,554.448
546,568.419,485.863
547,64.598,43.652
548,108.584,426.045
549,111.677,227.723
550,544.882,522.389
551,489.865,696.207
552,821.439,160.618
553,389.964,1004.674
554,873.295,426.178
555,930.487,796.262
556,108.12,323.343
557,196.925,591.047
558,711.355,654.24
559,883.925,825.058
560,207.824,388.831
561,335.382,457.743
562,746.589,640.038
563,226.861,845.638
564,777.894,974.083
565,199.826,1039.096
566,128.573,357.305
567,955.274,169.384
568,307.563,123.489
569,33.986,376.111
570,335.547,576.391
571,503.77,1058.951
572,155.437,756.278
573,396.779,489.326
574,388.87,268.543
575,731.489,547.612
576,73.806,366.368
577,505.909,764.285
578,849.094,947.064
579,370.856,207.754
580,93.024,614.546
581,335.885,312.186
582,495.598,436.276
583,252.734,213.576
584,512.017,105.258
585,542.527,868.032
586,971.306,37.249
587,411.059,284.544
588,49.61,689.658
589,403.862,229.538
590,885.281,71.308
591,618.282,929.587
592,351.272,950.533
593,28.138,425.476
594,55.224,219.506
595,672.817,806.524
596,8.332,95.829
597,840.333,712.211
598,257.109,334.269
599,518.206,889.715
600,551.678,720.448
601,845.343,801.394
602,701.289,785.53
603,433.759,3.508
604,461.185,212.165
605,522.223,11.201
606,65.465,223.529
607,1032.618,504.508
608,68.857,421.752
609,1039.098,246.632
610,1039.616,268.991
611,962.727,702.544
612,829.692,554.078
613,789.069,667.952
614,724.632,159.343
615,840.588,74.985
616,765.101,939.901
617,330.589,157.98
618,223.306,346.343
619,872.537,295.858
620,3.565,377.204
621,849.216,650.718
622,455.705,778.164
623,214.423,32.424
624,548.553,783.654
625,502.512,858.312
626,1014.187,188.503
627,441.038,465.113
628,309.598,433.81
629,815.329,987.23
630,283.398,927.039
631,900.221,225.684
632,245.865,617.245
633,721.666,31.574
634,183.611,995.015
635,813.788,755.589
636,1076.386,975.184
637,541.977,715.582
638,75.731,325.219
639,577.316,487.705
640,173.561,919.829
641,94.162,960.179
642,700.399,48.042
643,1031.479,817.31
644,859.884,708.241
645,209.06,288.131
646,801.43,666.629
647,640.8,721.241
648,166.0,756.81
649,555.986,321.528
650,218.466,95.211
651,571.07,429.912
652,482.625,948.047
653,443.924,301.977
654,519.139,522.555
655,67.576,588.754
656,408.435,976.511
657,779.671,850.384
658,564.589,144.86
659,855.135,738.781
660,177.455,334.915
661,830.017,209.615
662,1077.605,904.622
663,260.801,162.655
664,214.639,520.07
665,871.5,631.26
666,938.399,941.511
667,659.879,957.475
668,943.668,55.025
669,169.337,891.361
670,441.21,241.93
671,338.287,822.539
672,1045.166,302.666
673,985.607,784.103
674,860.828,674.212
675,621.613,755.008
676,148.312,71.194
677,94.846,570.843
678,756.537,671.414
679,436.151,399.113
680,274.855,768.326
681,683.466,841.461
682,904.511,555.871
683,236.934,121.125
684,466.747,261.135
685,239.03,117.633
686,620.744,865.446
687,115.808,903.328
688,778.094,358.082
689,614.326,229.559
690,758.347,898.322
691,973.202,798.535
692,986.105,855.763
693,473.179,778.24
694,273.431,375.578
695,395.363,1065.547
696,950.782,564.99
697,697.855,488.187
698,910.021,491.223
699,278.509,190.181
700,223.421,884.631
701,677.857,223.332
702,1059.97,672.014
703,170.592,877.29
704,30.016,500.141
705,1074.352,114.602
706,840.84,46.52
707,646.617,522.995
708,359.682,786.334
709,735.333,965.71
710,5.893,389.27
711,913.509,878.075
712,280.833,726.657
713,821.51,807.274
714,596.586,57.655
715,483.139,957.746
716,944.371,100.767
717,590.372,667.251
718,213.545,232.04
719,670.226,223.479
720,405.332,746.64
721,845.71,888.408
722,301.28,335.418
723,392.632,605.179
724,347.23,439.748
725,3.221,902.618
726,718.782,928.132
727,889.622,835.015
728,726.971,358.828
729,964.847,806.848
730,791.175,211.754
731,264.217,67.919
732,876.634,622.852
733,83.774,866.508
734,493.176,290.002
735,652.861,615.808
736,981.992,11.289
737,595.277,583.882
738,136.575,998.584
739,689.374,294.682
740,601.32,1073.305
741,440.574,377.117
742,853.633,715.208
743,974.715,709.194
744,464.238,750.395
745,597.131,233.213
746,381.815,540.75
747,1030.295,708.219
748,741.779,280.403
749,623.539,402.088
750,1036.116,1057.459
751,574.024,141.633
752,879.853,735.208
753,585.253,239.974
754,32.85,510.204
755,1026.213,257.521
756,191.527,160.363
757,757.988,717.977
758,136.585,1064.45
759,580.169,169.778
760,427.565,361.797
761,92.843,1020.177
762,40.784,557.11
763,831.793,676.149
764,167.828,786.187
765,22.023,782.943
766,722.775,227.237
767,590.415,753.281
768,339.343,675.745
769,312.995,902.815
770,1027.878,246.643
771,111.673,178.442
772,365.21,882.035
773,282.742,36.09
774,296.175,216.818
775,193.027,300.646
776,796.775,692.224
777,157.946,274.213
778,857.046,777.28
779,105.204,420.078
780,38.145,185.535
781,449.473,1014.715
782,199.399,446.964
783,85.407,155.36
784,5.642,896.364
785,985.331,1013.315
786,323.562,728.887
787,1024.548,502.243
788,537.792,693.725
789,191.387,1032.253
790,747.161,574.579
791,757.851,472.761
792,39.387,33.719
793,693.817,531.457
794,1070.911,775.11
795,1041.855,125.255
796,651.404,843.576
797,496.13,888.952
798,782.628,371.586
799,290.716,345.744
800,325.14,1019.868
801,285.332,244.135
802,671.888,648.41
803,75.54,43.237
804,200.907,1019.967
805,316.289,780.744
806,1032.117,1019.649
807,322.275,771.913
808,660.259,422.747
809,866.076,113.627
810,361.243,671.273
811,732.621,789.104
812,934.491,116.815
813,142.102,823.031
814,296.462,1060.613
815,678.751,50.968
816,621.019,216.512
817,345.879,412.355
818,263.793,1069.154
819,638.97,72.783
820,512.565,963.087
821,31.108,5.44
822,1064.08,877.947
823,509.147,675.74
824,900.689,355.726
825,245.897,972.36
826,536.673,516.775
827,279.523,1006.186
828,711.151,924.774
829,563.218,190.783
830,220.857,150.166
831,803.596,208.167
832,440.022,704.063
833,589.163,532.934
834,178.33,265.834
835,575.795,133.991
836,67.332,97.096
837,907.521,208.519
838,199.596,712.522
839,952.65,210.725
840,428.823,326.785
841,38.861,143.448
842,912.911,438.712
843,730.178,165.109
844,406.078,523.768
845,295.766,593.848
846,89.222,943.899
847,1020.908,470.112
848,780.8,257.543
849,1019.637,269.19
850,1060.125,351.616
851,100.798,952.784
852,801.818,10.387
853,748.141,582.409
854,952.546,873.907
855,1050.922,980.572
856,126.778,231.51
857,256.386,385.529
858,160.471,674.292
859,144.53,845.099
860,379.35,191.651
861,943.527,17.767
862,1018.875,1053.018
863,971.142,969.878
864,511.309,1040.77
865,526.249,528.028
866,211.963,771.002
867,909.286,181.687
868,987.248,265.227
869,406.42,235.662
870,11.074,605.194
871,182.606,476.25
872,300.186,112.929
873,851.763,30.947
874,19.797,833.279
875,712.95,247.003
876,593.939,475.246
877,892.299,419.554
878,838.015,1055.666
879,501.292,196.675
880,953.931,128.998
881,253.167,1005.466
882,224.793,381.428
883,975.211,197.734
884,512.22,502.794
885,115.131,442.739
886,478.455,278.745
887,28.281,1074.03
888,567.734,443.866
889,889.363,52.214
890,889.998,116.176
891,549.829,899.886
892,605.581,746.832
893,1033.25,419.515
894,287.538,594.761
895,115.859,117.644
896,62.928,1062.289
897,263.819,764.424
898,170.62,451.863
899,30.19,83.265
900,639.591,462.13
901,71.827,898.455
902,935.154,1018.975
903,163.213,778.997
904,135.658,331.063
905,697.444,260.095
906,477.812,147.987
907,1033.86,961.943
908,976.24,366.218
909,183.817,391.258
910,101.884,696.38
911,116.282,642.259
912,518.719,887.753
913,250.76,920.831
914,776.502,449.726
915,560.653,426.117
916,162.789,840.629
917,480.467,766.032
918,254.029,170.984
919,628.38,774.29
920,554.775,346.084
921,1030.022,629.752
922,989.201,463.89
923,679.884,802.196
924,571.062,745.197
925,183.269,654.142
