entity_type,entity_id,node_id,x_m,y_m
CH,0,3756,307.352,532.534
CH,1,3767,646.827,574.81
CH,2,3778,1017.652,1027.003
CH,3,3782,1129.353,917.355
CH,4,3786,964.749,19.428
CH,5,3787,390.114,1020.133
CH,6,3788,358.475,715.925
CH,7,3789,818.378,105.975
CH,8,3792,769.53,51.152
CH,9,3804,58.325,519.926
CH,10,3809,165.56,1052.559
CH,11,3816,689.527,24.002
CH,12,3818,614.173,90.269
CH,13,3827,357.394,822.642
CH,14,3828,551.088,1065.459
CH,15,3835,606.834,350.509
CH,16,3840,262.042,1011.777
CH,17,3843,583.694,1143.607
CH,18,3844,540.654,64.194
CH,19,3846,942.459,201.769
CH,20,3849,1131.187,13.828
CH,21,3850,34.075,598.123
CH,22,3860,705.935,775.903
CH,23,3866,544.619,131.899
CH,24,3869,800.176,624.955
CH,25,3873,505.93,774.704
CH,26,3891,227.48,698.104
CH,27,3900,1037.543,681.689
CH,28,3916,611.91,184.671
CH,29,3917,766.514,301.198
CH,30,3918,339.687,875.017
CH,31,3919,677.186,214.355
CH,32,3927,1094.628,263.09
CH,33,3928,1010.587,171.788
CH,34,3932,929.088,475.055
CH,35,3933,556.561,942.13
CH,36,3950,1064.469,948.761
CH,37,3968,538.176,276.413
CH,38,3975,869.769,587.719
CH,39,3981,807.122,461.299
CH,40,3984,1054.048,889.945
CH,41,3989,478.964,1140.946
CH,42,3991,178.147,600.416
CH,43,3995,870.505,714.126
CH,44,4000,1131.747,1128.356
CH,45,4001,638.563,770.217
CH,46,4003,2.496,1029.328
CH,47,4004,6.774,733.472
CH,48,4020,943.013,702.753
CH,49,4021,978.654,76.965
CH,50,4022,128.085,519.189
CH,51,4028,1143.898,526.972
CH,52,4047,662.704,365.866
CH,53,4055,101.723,729.678
CH,54,4114,1142.156,420.564
CH,55,4129,862.578,829.437
CH,56,4131,371.146,935.481
CH,57,4133,817.752,1031.256
CH,58,4142,298.582,788.756
CH,59,4150,599.205,647.659
CH,60,4151,371.675,541.336
CH,61,4154,925.437,381.066
CH,62,4157,896.868,910.998
CH,63,4169,218.158,802.579
CH,64,4172,610.636,520.743
CH,65,4181,699.283,411.907
CH,66,4184,392.313,1102.064
CH,67,4190,914.201,995.52
CH,68,4196,66.746,768.786
CH,69,4206,1036.372,617.023
CH,70,4207,944.96,887.167
CH,71,4210,582.912,820.639
CH,72,4211,433.332,954.504
CH,73,4226,85.081,850.357
CH,74,4227,1013.687,336.497
CH,75,4229,1130.294,822.315
CH,76,4230,700.883,1140.392
CH,77,4237,484.07,1071.688
CH,78,4238,997.415,470.951
CH,79,4240,898.316,37.392
CH,80,4241,117.451,658.01
CH,81,4247,1018.347,1145.192
CH,82,4262,187.089,936.87
CH,83,4284,956.654,631.116
CH,84,4288,1088.861,443.607
CH,85,4294,573.485,433.625
CH,86,4295,519.43,355.719
CH,87,4297,259.66,948.399
CH,88,4300,1084.139,583.163
CH,89,4314,465.209,903.956
CH,90,4320,109.566,584.037
CH,91,4321,87.352,1018.28
CH,92,4323,162.927,845.516
CH,93,4327,756.169,949.174
CH,94,4330,847.873,934.213
CH,95,4331,865.021,327.287
CH,96,4338,599.441,19.483
CH,97,4340,747.056,1012.722
CH,98,4342,742.885,496.551
CH,99,4355,610.145,269.414
CH,100,4357,254.295,1143.335
CH,101,4358,518.005,506.95
CH,102,4361,195.529,1130.468
CH,103,4364,898.539,1051.88
CH,104,4366,732.315,582.744
CH,105,4367,385.729,766.161
CH,106,4391,269.261,1082.349
CH,107,4397,532.182,652.51
CH,108,4419,285.028,887.341
CH,109,4423,1120.393,171.554
CH,110,4424,773.581,380.347
CH,111,4435,701.1,901.005
CH,112,4439,903.009,96.934
CH,113,4442,998.567,256.853
CH,114,4455,516.101,208.195
CH,115,4457,1142.167,649.959
CH,116,4466,473.619,684.079
CH,117,4477,429.66,643.906
CH,118,4480,729.114,656.291
CH,119,4481,694.406,696.471
CH,120,4490,786.397,159.246
CH,121,4493,1013.115,393.732
CH,122,4498,71.975,1097.163
CH,123,4499,603.574,1008.129
CH,124,4501,474.864,594.432
CH,125,4518,565.574,563.547
CH,126,4530,1140.818,978.364
CH,127,4532,1089.494,768.379
CH,128,4538,22.618,1131.714
CH,129,4543,918.751,534.756
CH,130,4547,994.164,1096.493
CH,131,4553,312.949,1132.671
CH,132,4562,133.172,802.296
CH,133,4566,741.164,207.202
CH,134,4574,902.229,243.584
CH,135,4578,75.237,925.233
CH,136,4583,546.96,879.632
CH,137,4591,694.078,1010.182
CH,138,4598,924.353,829.293
CH,139,4608,640.388,715.737
CH,140,4614,780.672,686.732
CH,141,4625,663.351,1056.455
CH,142,4631,932.195,315.311
CH,143,4637,1077.129,93.104
CH,144,4641,138.805,1116.245
CH,145,4650,1138.839,83.359
CH,146,4654,863.343,774.837
CH,147,4658,1057.906,204.301
CH,148,4665,867.223,497.393
CH,149,4671,640.268,845.907
CH,150,4674,991.83,944.577
CH,151,4685,711.584,120.787
CH,152,4694,834.496,13.498
CH,153,4702,323.896,601.737
CH,154,4709,653.265,953.633
CH,155,4711,420.921,830.5
CH,156,4716,119.204,961.46
CH,157,4721,165.257,738.904
CH,158,4732,809.445,1122.547
CH,159,4733,1074.427,1146.764
CH,160,4744,975.171,781.132
CH,161,4758,11.105,824.607
CH,162,4759,712.836,347.28
CH,163,4762,347.354,662.729
CH,164,4769,1099.1,1051.349
CH,165,4778,44.017,668.671
CH,166,4781,959.353,1033.486
CH,167,4784,135.134,900.43
CH,168,4790,1030.24,806.254
CH,169,4802,914.62,1136.05
CH,170,4805,872.793,1099.845
CH,171,4816,635.811,1109.891
CH,172,4818,945.925,131.784
CH,173,4821,751.163,851.8
CH,174,4828,465.39,1011.773
CH,175,4837,16.309,880.952
CH,176,4850,275.293,653.782
CH,177,4854,825.849,885.679
CH,178,4858,820.329,251.578
CH,179,4860,441.047,548.646
CH,180,4862,666.268,504.562
CH,181,4863,6.56,957.94
CH,182,4864,1016.162,546.13
CH,183,4877,666.989,283.115
CH,184,4879,193.899,534.575
CH,185,4885,645.985,447.648
CH,186,4893,454.531,755.344
CH,187,4894,1029.634,16.805
CH,188,4902,803.645,535.054
CH,189,4907,1073.844,325.692
CH,190,4911,873.989,165.794
CH,191,4929,1049.522,484.53
CH,192,4955,303.678,712.384
CH,193,4965,862.418,424.238
CH,194,4980,254.072,574.515
CH,195,4983,1140.1,351.041
CH,196,4991,517.079,826.777
CH,197,4994,749.676,741.072
CH,198,4996,563.595,768.463
CH,199,4999,785.435,780.12
BS,0,,230.0,230.0
BS,1,,920.0,230.0
BS,2,,230.0,920.0
BS,3,,920.0,920.0
BS,4,,575.0,575.0
