entity_type,entity_id,node_id,x_m,y_m
CH,0,2405,490.577,649.316
CH,1,2407,861.111,365.062
CH,2,2409,808.029,670.519
CH,3,2412,621.637,603.606
CH,4,2414,309.341,696.315
CH,5,2416,816.576,249.925
CH,6,2420,221.175,546.127
CH,7,2427,265.017,896.573
CH,8,2433,513.795,189.226
CH,9,2434,910.714,164.94
CH,10,2437,545.606,599.034
CH,11,2444,644.306,816.885
CH,12,2446,198.282,657.962
CH,13,2447,91.872,470.29
CH,14,2448,164.367,879.851
CH,15,2461,631.984,4.809
CH,16,2473,832.808,33.55
CH,17,2476,910.94,803.315
CH,18,2486,550.664,393.966
CH,19,2487,498.279,370.456
CH,20,2493,414.503,866.402
CH,21,2503,434.454,253.219
CH,22,2509,823.177,88.831
CH,23,2511,476.002,91.85
CH,24,2512,250.141,743.878
CH,25,2513,696.208,8.489
CH,26,2514,754.646,865.798
CH,27,2517,295.588,799.012
CH,28,2524,858.953,139.604
CH,29,2540,702.623,104.217
CH,30,2548,383.359,709.154
CH,31,2560,722.465,478.104
CH,32,2561,277.045,581.403
CH,33,2581,276.984,528.85
CH,34,2583,874.496,3.31
CH,35,2584,375.773,566.703
CH,36,2591,523.137,15.981
CH,37,2604,111.566,868.465
CH,38,2609,59.379,829.994
CH,39,2614,375.55,832.019
CH,40,2617,845.554,905.811
CH,41,2625,518.471,460.643
CH,42,2651,450.848,693.501
CH,43,2662,167.31,511.14
CH,44,2663,851.224,594.455
CH,45,2667,452.177,908.376
CH,46,2678,697.175,364.092
CH,47,2707,454.914,317.468
CH,48,2714,365.718,652.011
CH,49,2720,671.367,270.936
CH,50,2725,535.393,250.554
CH,51,2735,251.378,461.327
CH,52,2744,741.728,277.218
CH,53,2749,147.532,769.107
CH,54,2751,424.312,25.62
CH,55,2765,739.01,420.481
CH,56,2775,813.087,443.669
CH,57,2783,851.942,198.835
CH,58,2786,24.48,663.339
CH,59,2797,583.178,680.133
CH,60,2798,511.722,908.552
CH,61,2800,545.167,94.227
CH,62,2802,506.513,731.824
CH,63,2805,18.334,782.154
CH,64,2806,894.96,308.088
CH,65,2810,646.247,111.775
CH,66,2811,368.415,472.738
CH,67,2812,102.913,410.005
CH,68,2823,449.59,798.769
CH,69,2829,68.047,556.745
CH,70,2837,706.588,790.004
CH,71,2842,255.589,641.296
CH,72,2844,588.333,292.989
CH,73,2861,638.362,725.579
CH,74,2863,867.851,459.252
CH,75,2869,735.421,658.468
CH,76,2874,578.082,190.282
CH,77,2878,592.334,897.592
CH,78,2883,428.9,131.848
CH,79,2901,675.078,428.993
CH,80,2915,259.863,845.369
CH,81,2917,625.016,524.548
CH,82,2926,441.227,510.722
CH,83,2943,911.391,100.228
CH,84,2948,906.465,407.329
CH,85,2958,138.524,666.615
CH,86,2961,21.996,727.918
CH,87,2972,430.124,450.503
CH,88,2981,451.103,604.266
CH,89,2984,311.699,631.246
CH,90,2988,32.039,504.421
CH,91,2995,656.679,185.333
CH,92,3009,541.235,531.406
CH,93,3018,455.82,200.935
CH,94,3024,768.085,348.439
CH,95,3039,789.978,507.875
CH,96,3047,866.296,724.635
CH,97,3052,756.157,715.888
CH,98,3053,198.91,722.964
CH,99,3062,27.558,417.624
CH,100,3067,836.11,819.059
CH,101,3078,62.876,895.163
CH,102,3081,674.453,687.695
CH,103,3085,539.787,859.657
CH,104,3094,78.87,738.08
CH,105,3102,824.718,301.082
CH,106,3105,137.605,588.115
CH,107,3106,615.471,443.791
CH,108,3107,902.369,652.446
CH,109,3109,414.009,382.311
CH,110,3111,201.142,432.898
CH,111,3116,285.143,414.152
CH,112,3118,648.337,881.815
CH,113,3121,207.168,816.427
CH,114,3126,510.167,807.765
CH,115,3134,349.433,754.848
CH,116,3142,2.645,600.694
CH,117,3146,731.269,190.719
CH,118,3148,564.58,757.804
CH,119,3154,625.894,344.516
CH,120,3159,914.81,40.73
CH,121,3162,799.126,761.849
CH,122,3167,305.34,477.221
CH,123,3169,749.363,73.28
CH,124,3171,763.104,595.066
CH,125,3190,901.308,524.22
CH,126,3192,693.984,563.568
CH,127,3197,80.843,610.243
BS,0,,184.0,184.0
BS,1,,736.0,184.0
BS,2,,184.0,736.0
BS,3,,736.0,736.0
