entity_type,entity_id,node_id,x_m,y_m
CH,0,0,615.894,9.412
CH,1,63,368.249,214.938
CH,2,64,570.554,83.888
CH,3,81,175.259,84.628
CH,4,95,299.812,381.261
CH,5,128,258.11,517.259
CH,6,132,424.749,63.347
CH,7,154,566.261,536.743
CH,8,200,294.945,636.752
CH,9,219,452.717,295.522
CH,10,256,634.607,498.601
CH,11,262,134.685,459.302
CH,12,310,103.689,543.132
CH,13,355,489.897,113.652
CH,14,359,16.625,515.596
CH,15,386,500.464,604.633
CH,16,391,9.376,625.681
CH,17,395,340.242,30.878
CH,18,411,474.893,358.277
CH,19,426,529.994,4.664
CH,20,451,628.61,145.274
CH,21,513,540.535,383.318
CH,22,607,71.799,106.598
CH,23,609,263.299,264.35
CH,24,613,455.242,2.233
CH,25,630,249.808,96.122
CH,26,636,410.873,402.064
CH,27,644,497.59,507.46
CH,28,663,413.964,631.744
CH,29,664,590.72,636.978
CH,30,668,312.18,132.205
CH,31,682,535.576,312.005
CH,32,753,126.815,157.599
CH,33,824,332.41,547.663
CH,34,830,636.47,216.472
CH,35,846,177.999,519.352
CH,36,859,629.025,570.377
CH,37,886,272.303,444.315
CH,38,901,401.926,129.495
CH,39,989,324.663,318.463
CH,40,991,414.775,536.933
CH,41,1041,484.068,204.831
CH,42,1093,360.219,466.686
CH,43,1118,209.415,326.228
CH,44,1147,13.268,14.471
CH,45,1151,101.7,10.883
CH,46,1193,52.191,209.12
CH,47,1202,211.851,580.441
CH,48,1204,147.781,226.699
CH,49,1205,4.712,400.999
CH,50,1228,634.909,368.39
CH,51,1234,574.402,257.731
CH,52,1267,237.313,192.83
CH,53,1277,559.072,162.037
CH,54,1300,3.933,306.847
CH,55,1348,489.06,436.738
CH,56,1355,152.291,379.411
CH,57,1361,114.714,635.272
CH,58,1377,49.48,455.257
CH,59,1420,99.767,309.127
CH,60,1482,65.078,374.866
CH,61,1534,7.473,136.551
CH,62,1546,565.008,462.18
CH,63,1553,233.084,2.33
BS,0,,128.0,128.0
BS,1,,512.0,128.0
BS,2,,128.0,512.0
