node_id,x_m,y_m
0,552.086,531.224
1,522.246,626.04
2,579.418,594.99
3,575.965,552.436
4,600.749,579.208
5,607.632,591.027
6,615.695,560.188
7,520.721,519.997
8,599.576,522.45
9,590.066,585.363
10,507.458,608.063
11,503.781,619.525
12,615.937,529.163
13,600.002,600.849
14,516.551,592.189
15,516.379,625.955
16,594.813,635.225
17,506.63,543.311
18,585.242,583.619
19,524.474,622.424
20,616.698,541.037
21,519.452,591.871
22,555.718,591.272
23,567.665,554.002
24,502.207,517.931
25,562.828,600.276
26,558.282,602.528
27,574.122,621.393
28,590.13,543.876
29,518.467,508.323
30,504.696,618.913
31,620.593,603.49
32,514.375,590.878
33,516.919,622.603
34,590.175,603.247
35,583.737,557.271
36,616.958,632.681
37,532.755,559.909
38,600.999,593.578
39,556.193,561.662
40,633.507,537.501
41,528.561,594.435
42,537.642,623.766
43,544.413,627.538
44,551.918,622.054
45,603.456,600.804
46,528.947,521.998
47,503.506,524.271
48,591.718,508.134
49,532.124,577.905
50,520.735,544.875
51,530.898,593.041
52,515.65,637.656
53,582.305,598.171
54,575.895,568.297
55,633.931,623.248
56,613.286,503.342
57,581.025,629.908
58,587.797,570.403
59,589.378,523.769
60,600.204,607.978
61,509.155,569.959
62,581.818,548.06
63,593.82,627.164
64,624.98,541.918
65,520.264,617.726
66,584.141,614.337
67,619.807,537.987
68,580.73,541.288
69,609.892,595.189
70,532.38,568.618
71,581.667,531.545
72,524.53,565.024
73,509.206,567.928
74,629.669,613.847
75,506.739,613.814
76,598.644,597.495
77,502.92,604.674
78,526.326,610.662
79,543.956,550.09
80,523.11,619.621
81,529.988,620.347
82,570.517,519.811
83,590.135,572.882
84,502.953,613.514
85,536.804,502.514
86,605.571,600.115
87,552.746,525.047
88,572.339,580.596
89,594.901,567.153
90,578.016,599.244
91,525.527,524.265
92,566.443,603.874
93,610.629,617.643
94,560.125,598.26
95,513.933,553.151
96,508.471,615.139
97,637.968,592.15
98,603.641,550.866
99,609.534,511.001
100,550.642,547.893
101,619.114,523.21
102,521.288,511.607
103,616.189,542.979
104,624.548,542.644
105,615.335,526.258
106,624.466,634.344
107,621.119,595.232
108,623.614,626.108
109,632.976,537.428
110,617.164,607.418
111,547.207,522.544
112,624.07,564.766
113,572.779,622.254
114,566.358,534.247
115,594.412,573.087
116,537.009,595.256
117,624.68,533.338
