node_id,cluster_id,is_ch
0,88,0
1,63,0
2,17,0
3,63,0
4,17,0
5,88,0
6,63,0
7,17,0
8,17,0
9,17,0
10,17,0
11,63,0
12,17,0
13,17,0
14,63,0
15,87,0
16,63,0
17,17,0
18,17,0
19,63,0
20,63,0
21,17,0
22,63,0
23,88,0
24,17,0
25,17,0
26,88,0
27,63,0
28,63,0
29,87,0
30,63,0
31,17,0
32,63,0
33,87,0
34,88,0
35,17,0
36,17,0
37,88,0
38,17,0
39,63,0
40,61,0
41,17,0
42,63,0
43,17,0
44,63,0
45,88,0
46,61,0
47,17,0
48,17,0
49,63,0
50,63,0
51,88,0
52,17,0
53,63,0
54,17,0
55,17,0
56,63,0
57,17,0
58,17,0
59,17,0
60,88,0
61,87,0
62,17,0
63,17,0
64,63,0
65,63,0
66,87,0
67,88,0
68,17,0
69,17,0
70,17,0
71,88,0
72,17,0
73,17,0
74,88,0
75,17,0
76,87,0
77,63,0
78,63,0
79,17,0
80,17,0
81,17,0
82,17,0
83,63,0
84,87,0
85,63,0
86,87,0
87,87,0
88,17,0
89,63,0
90,17,0
91,17,0
92,63,0
93,63,0
94,63,0
95,63,0
96,63,0
97,63,0
98,17,0
99,17,0
100,87,0
101,87,0
102,63,0
103,17,0
104,17,0
105,63,0
106,63,0
107,63,0
108,63,0
109,17,0
110,17,0
111,17,0
112,63,0
113,17,0
114,63,0
115,63,0
116,63,0
117,17,0
118,17,0
119,63,0
120,63,0
121,63,0
122,17,0
123,17,0
124,87,0
125,17,0
126,88,0
127,87,0
128,17,0
129,63,0
130,87,0
131,87,0
132,17,0
133,88,0
134,17,0
135,17,0
136,63,0
137,87,0
138,17,0
139,87,0
140,17,0
141,88,0
142,87,0
143,63,0
144,61,0
145,63,0
146,63,0
147,17,0
148,63,0
149,17,0
150,63,0
151,17,0
152,88,0
153,63,0
154,17,0
155,63,0
156,17,0
157,63,0
158,88,0
159,63,0
160,88,0
161,88,0
162,17,0
163,63,0
164,63,0
165,63,0
166,17,0
167,63,0
168,63,0
169,17,0
170,61,0
171,17,0
172,63,0
173,87,0
174,17,0
175,17,0
176,63,0
177,63,0
178,17,0
179,88,0
180,17,0
181,88,0
182,63,0
183,17,0
184,63,0
185,17,0
186,63,0
187,61,0
188,63,0
189,63,0
190,63,0
191,87,0
192,63,0
193,63,0
194,17,0
195,63,0
196,63,0
197,63,0
198,17,0
199,87,0
200,17,0
201,17,0
202,17,0
203,17,0
204,17,0
205,17,0
206,63,0
207,63,0
208,63,0
209,88,0
210,17,0
211,63,0
212,17,0
213,87,0
214,17,0
215,17,0
216,63,0
217,61,0
218,88,0
219,88,0
220,63,0
221,88,0
222,63,0
223,88,0
224,88,0
225,17,0
226,17,0
227,17,0
228,17,0
229,63,0
230,17,0
231,61,0
232,63,0
233,87,0
234,88,0
235,63,0
236,17,0
237,63,0
238,63,0
239,17,0
240,17,0
241,63,0
242,63,0
243,87,0
244,63,0
245,17,0
246,17,0
247,88,0
248,63,0
249,63,0
250,17,0
251,88,0
252,17,0
253,17,0
254,88,0
255,17,0
256,17,0
257,17,0
258,63,0
259,63,0
260,17,0
261,17,0
262,87,0
263,63,0
264,63,0
265,63,0
266,63,0
267,63,0
268,17,0
269,17,0
270,63,0
271,61,0
272,88,0
273,17,0
274,88,0
275,63,0
276,17,0
277,17,0
278,17,0
279,63,0
280,63,0
281,88,0
282,88,0
283,17,0
284,17,0
285,17,0
286,17,0
287,17,0
288,88,0
289,17,0
290,63,0
291,63,0
292,63,0
293,88,0
294,17,0
295,17,0
296,63,0
297,87,0
298,17,0
299,63,0
300,17,0
301,63,0
302,88,0
303,17,0
304,61,0
305,17,0
306,63,0
307,88,0
308,61,0
309,63,0
310,63,0
311,87,0
312,63,0
313,88,0
314,88,0
315,63,0
316,17,0
317,17,0
318,17,0
319,17,0
320,63,0
321,17,0
322,63,0
323,17,0
324,63,0
325,17,0
326,63,0
327,63,0
328,87,0
329,17,0
330,17,0
331,63,0
332,63,0
333,17,0
334,63,0
335,17,0
336,63,0
337,17,0
338,17,0
339,88,0
340,17,0
341,63,0
342,63,0
343,63,0
344,17,0
345,17,0
346,63,0
347,63,0
348,17,0
349,17,0
350,63,0
351,88,0
352,17,0
353,17,0
354,88,0
355,17,0
356,61,0
357,17,0
358,17,0
359,87,0
360,63,0
361,61,0
362,63,0
363,17,0
364,17,0
365,17,0
366,63,0
367,17,0
368,17,0
369,87,0
370,63,0
371,87,0
372,17,0
373,17,0
374,63,0
375,63,0
376,88,0
377,87,0
378,88,0
379,17,0
380,17,0
381,63,0
382,63,0
383,17,0
384,63,0
385,17,0
386,63,0
387,17,0
388,61,0
389,87,0
390,17,0
391,17,0
392,63,0
393,17,0
394,17,0
395,17,0
396,17,0
397,63,0
398,63,0
399,87,0
400,88,0
401,17,0
402,63,0
403,17,0
404,17,0
405,87,0
406,63,0
407,17,0
408,87,0
409,63,0
410,17,0
411,17,0
412,88,0
413,87,0
414,63,0
415,87,0
416,63,0
417,88,0
418,88,0
419,63,0
420,61,0
421,17,0
422,88,0
423,63,0
424,63,0
425,87,0
426,17,0
427,87,0
428,63,0
429,17,0
430,17,0
431,63,0
432,88,0
433,17,0
434,17,0
435,87,0
436,17,0
437,63,0
438,17,0
439,17,0
440,63,0
441,63,0
442,17,0
443,17,0
444,17,0
445,63,0
446,88,0
447,17,0
448,63,0
449,17,0
450,63,0
451,17,0
452,17,0
453,63,0
454,63,0
455,61,0
456,17,0
457,17,0
458,87,0
459,17,0
460,17,0
461,17,0
462,87,0
463,17,0
464,87,0
465,87,0
466,61,0
467,61,0
468,63,0
469,17,0
470,17,0
471,17,0
472,17,0
473,63,0
474,17,0
475,63,0
476,17,0
477,61,0
478,17,0
479,63,0
480,17,0
481,63,0
482,63,0
483,63,0
484,17,0
485,17,0
486,63,0
487,17,0
488,87,0
489,17,0
490,63,0
491,87,0
492,87,0
493,88,0
494,17,0
495,61,0
496,63,0
497,87,0
498,87,0
499,87,0
500,17,0
501,17,0
502,63,0
503,87,0
504,17,0
505,63,0
506,17,0
507,63,0
508,17,0
509,17,0
510,17,0
511,17,0
512,17,0
513,63,0
514,17,0
515,17,0
516,17,0
517,63,0
518,17,0
519,61,0
520,61,0
521,87,0
522,63,0
523,17,0
524,17,0
525,63,0
526,17,0
527,87,0
528,63,0
529,17,0
530,17,0
531,87,0
532,17,0
533,17,0
534,61,0
535,63,0
536,63,0
537,88,0
538,17,0
539,17,0
540,17,0
541,87,0
542,17,0
543,63,0
544,63,0
545,63,0
546,63,0
547,17,0
548,88,0
549,17,0
550,17,0
551,63,0
552,17,0
553,63,0
554,63,0
555,17,0
556,17,0
557,88,0
558,17,0
559,17,0
560,63,0
561,17,0
562,87,0
563,17,0
564,63,0
565,88,0
566,63,0
567,17,0
568,63,0
569,17,0
570,17,0
571,63,0
572,87,0
573,88,0
574,87,0
575,61,0
576,17,0
577,87,0
578,17,0
579,87,0
580,63,0
581,63,0
582,88,0
583,63,0
584,17,0
585,63,0
586,63,0
587,17,0
588,17,0
589,63,0
590,63,0
591,63,0
592,87,0
593,17,0
594,63,0
595,17,0
596,63,0
597,63,0
598,17,0
599,17,0
600,17,0
601,63,0
602,87,0
603,63,0
604,17,0
605,17,0
606,63,0
607,17,0
608,63,0
609,17,0
610,17,0
611,17,0
612,17,0
613,87,0
614,87,0
615,17,0
616,17,0
617,17,0
618,63,0
619,88,0
620,17,0
621,17,0
622,63,0
623,63,0
624,63,0
625,87,0
626,88,0
627,17,0
628,88,0
629,63,0
630,88,0
631,63,0
632,63,0
633,17,0
634,87,0
635,63,0
636,17,0
637,63,0
638,17,0
639,17,0
640,87,0
641,63,0
642,63,0
643,63,0
644,88,0
645,87,0
646,87,0
647,63,0
648,17,0
649,87,0
650,88,0
651,88,0
652,63,0
653,87,0
654,17,0
655,17,0
656,17,0
657,17,0
658,63,0
659,63,0
660,63,0
661,17,0
662,63,0
663,63,0
664,88,0
665,63,0
666,17,0
667,88,0
668,63,0
669,63,0
670,63,0
671,87,0
672,17,0
673,63,0
674,63,0
675,63,0
676,63,0
677,88,0
678,88,0
679,63,0
680,63,0
681,63,0
682,17,0
683,63,0
684,17,0
685,63,0
686,17,0
687,17,0
688,63,0
689,63,0
690,17,0
691,87,0
692,63,0
693,17,0
694,17,0
695,17,0
696,61,0
697,88,0
698,88,0
699,63,0
700,87,0
701,63,0
702,87,0
703,17,0
704,17,0
705,63,0
706,88,0
707,88,0
708,87,0
709,63,0
710,17,0
711,17,0
712,17,0
713,17,0
714,88,0
715,17,0
716,17,0
717,63,0
718,17,0
719,63,0
720,17,0
721,88,0
722,88,0
723,63,0
724,63,0
725,17,0
726,17,0
727,87,0
728,17,0
729,17,0
730,63,0
731,63,0
732,63,0
733,17,0
734,17,0
735,88,0
736,63,0
737,63,0
738,88,0
739,87,0
740,63,0
741,63,0
742,88,0
743,87,0
744,61,0
745,17,0
746,63,0
747,17,0
748,17,0
749,63,0
750,17,0
751,17,0
752,17,0
753,63,0
754,63,0
755,17,0
756,87,0
757,63,0
758,63,0
759,87,0
760,63,0
761,63,0
762,63,0
763,17,0
764,88,0
765,17,0
766,17,0
767,87,0
768,63,0
769,17,0
770,17,0
771,63,0
772,63,0
773,63,0
774,87,0
775,88,0
776,17,0
777,87,0
778,17,0
779,88,0
780,87,0
781,17,0
782,63,0
783,88,0
784,17,0
785,17,0
786,63,0
787,63,0
788,17,0
789,87,0
790,87,0
791,17,0
792,87,0
793,17,0
794,63,0
795,88,0
796,87,0
797,63,0
798,63,0
799,17,0
800,63,0
801,17,0
802,63,0
803,63,0
804,88,0
805,63,0
806,17,0
807,87,0
808,17,0
809,63,0
810,17,0
811,17,0
812,88,0
813,88,0
814,87,0
815,17,0
816,88,0
817,17,0
818,17,0
819,17,0
820,17,0
821,17,0
822,17,0
823,88,0
824,17,0
825,87,0
826,88,0
827,63,0
828,63,0
829,63,0
830,17,0
831,63,0
832,17,0
833,17,0
834,87,0
835,63,0
836,17,0
837,63,0
838,87,0
839,17,0
840,63,0
841,17,0
842,87,0
843,17,0
844,63,0
845,63,0
846,63,0
847,63,0
848,17,0
849,88,0
850,17,0
851,63,0
852,17,0
853,88,0
854,88,0
855,63,0
856,63,0
857,17,0
858,17,0
859,63,0
860,17,0
861,17,0
862,63,0
863,63,0
864,63,0
865,63,0
866,17,0
867,17,0
868,88,0
869,17,0
870,87,0
871,63,0
872,63,0
873,17,0
874,17,0
875,88,0
876,17,0
877,88,0
878,63,0
879,63,0
880,17,0
881,17,0
882,17,0
883,17,0
884,63,0
885,63,0
886,17,0
887,17,0
888,17,0
889,63,0
890,63,0
891,87,0
892,63,0
893,17,0
894,17,0
895,17,0
896,63,0
897,87,0
898,17,0
899,17,0
900,63,0
901,88,0
902,88,0
903,63,0
904,87,0
905,87,0
906,87,0
907,17,0
908,61,0
909,17,0
910,17,0
911,17,0
912,17,0
913,88,0
914,17,0
915,17,0
916,17,0
917,88,0
918,63,0
919,87,0
920,63,0
921,63,0
922,63,0
923,17,0
924,17,0
925,17,0
926,17,0
927,87,0
928,63,0
929,63,0
930,17,0
931,63,0
932,17,0
933,63,0
934,17,0
935,88,0
936,17,0
937,87,0
938,88,0
939,88,0
940,88,0
941,87,0
942,17,0
943,63,0
944,63,0
945,17,0
946,63,0
947,17,0
948,63,0
949,17,0
950,63,0
951,63,0
952,17,0
953,87,0
954,17,0
955,17,0
956,17,0
957,87,0
958,17,0
959,63,0
960,88,0
961,88,0
962,17,0
963,17,0
964,17,0
965,17,0
966,63,0
967,63,0
968,63,0
969,63,0
970,17,0
971,17,0
972,87,0
973,17,0
974,17,0
975,17,0
976,63,0
977,17,0
978,87,0
979,17,0
980,17,0
981,17,0
982,17,0
983,63,0
984,17,0
985,17,0
986,17,0
987,17,0
988,63,0
989,17,0
990,17,0
991,17,0
992,63,0
993,63,0
994,17,0
995,88,0
996,17,0
997,17,0
998,17,0
999,63,0
1000,17,0
1001,63,0
1002,87,0
1003,17,0
1004,88,0
1005,17,0
1006,17,0
1007,17,0
1008,17,0
1009,17,0
1010,63,0
1011,63,0
1012,63,0
1013,17,0
1014,17,0
1015,17,0
1016,17,0
1017,87,0
1018,17,0
1019,63,0
1020,17,0
1021,88,0
1022,63,0
1023,87,0
1024,17,0
1025,17,0
1026,17,0
1027,17,0
1028,17,0
1029,17,0
1030,63,0
1031,63,0
1032,88,0
1033,88,0
1034,63,0
1035,17,0
1036,87,0
1037,88,0
1038,63,0
1039,17,0
1040,63,0
1041,87,0
1042,63,0
1043,17,0
1044,17,0
1045,17,0
1046,17,0
1047,17,0
1048,88,0
1049,17,0
1050,63,0
1051,17,0
1052,17,0
1053,63,0
1054,17,0
1055,17,0
1056,88,0
1057,17,0
1058,63,0
1059,17,0
1060,88,0
1061,17,0
1062,88,0
1063,87,0
1064,17,0
1065,61,0
1066,63,0
1067,17,0
1068,17,0
1069,63,0
1070,17,0
1071,88,0
1072,17,0
1073,63,0
1074,17,0
1075,63,0
1076,17,0
1077,63,0
1078,17,0
1079,63,0
1080,17,0
1081,17,0
1082,63,0
1083,63,0
1084,63,0
1085,17,0
1086,63,0
1087,17,0
1088,87,0
1089,17,0
1090,63,0
1091,63,0
1092,17,0
1093,88,0
1094,17,0
1095,63,0
1096,88,0
1097,87,0
1098,17,0
1099,88,0
1100,63,0
1101,17,0
1102,88,0
1103,63,0
1104,17,0
1105,17,0
1106,17,0
1107,88,0
1108,63,0
1109,17,0
1110,87,0
1111,88,0
1112,17,0
1113,17,0
1114,61,0
1115,63,0
1116,17,0
1117,63,0
1118,63,0
1119,63,0
1120,17,0
1121,63,0
1122,17,0
1123,88,0
1124,17,0
1125,17,0
1126,63,0
1127,17,0
1128,61,0
1129,87,0
1130,88,0
1131,63,0
1132,17,0
1133,17,0
1134,17,0
1135,63,0
1136,87,0
1137,63,0
1138,87,0
1139,63,0
1140,63,0
1141,17,0
1142,63,0
1143,63,0
1144,17,0
1145,63,0
1146,63,0
1147,63,0
1148,17,0
1149,17,0
1150,87,0
1151,17,0
1152,61,0
1153,17,0
1154,88,0
1155,63,0
1156,17,0
1157,63,0
1158,87,0
1159,17,0
1160,17,0
1161,63,0
1162,87,0
1163,17,0
1164,17,0
1165,17,0
1166,17,0
1167,17,0
1168,63,0
1169,17,0
1170,61,0
1171,17,0
1172,88,0
1173,87,0
1174,63,0
1175,63,0
1176,17,0
1177,63,0
1178,88,0
1179,63,0
1180,63,0
1181,88,0
1182,63,0
1183,63,0
1184,17,0
1185,63,0
1186,17,0
1187,88,0
1188,17,0
1189,88,0
1190,17,0
1191,17,0
1192,87,0
1193,17,0
1194,63,0
1195,17,0
1196,17,0
1197,17,0
1198,17,0
1199,63,0
1200,17,0
1201,17,0
1202,63,0
1203,17,0
1204,17,0
1205,88,0
1206,87,0
1207,63,0
1208,17,0
1209,87,0
1210,87,0
1211,88,0
1212,17,0
1213,63,0
1214,17,0
1215,17,0
1216,17,0
1217,87,0
1218,17,0
1219,17,0
1220,63,0
1221,87,0
1222,17,0
1223,88,0
1224,17,0
1225,17,0
1226,88,0
1227,88,0
1228,63,0
1229,87,0
1230,17,0
1231,88,0
1232,17,0
1233,63,0
1234,17,0
1235,17,0
1236,63,0
1237,17,0
1238,63,0
1239,63,0
1240,17,0
1241,17,0
1242,17,0
1243,17,0
1244,88,0
1245,17,0
1246,88,0
1247,17,0
1248,17,0
1249,17,0
1250,17,0
1251,63,0
1252,63,0
1253,17,0
1254,17,0
1255,63,0
1256,63,0
1257,17,0
1258,63,0
1259,87,0
1260,17,0
1261,17,0
1262,88,0
1263,17,0
1264,17,0
1265,63,0
1266,61,0
1267,17,0
1268,88,0
1269,17,0
1270,61,0
1271,88,0
1272,63,0
1273,17,0
1274,87,0
1275,63,0
1276,17,0
1277,63,0
1278,17,0
1279,17,0
1280,66,0
1281,2,0
1282,31,0
1283,17,0
1284,86,0
1285,89,0
1286,0,1
1287,85,0
1288,119,0
1289,47,0
1290,30,0
1291,7,0
1292,12,0
1293,1,1
1294,1,0
1295,5,0
1296,73,0
1297,32,0
1298,49,0
1299,126,0
1300,101,0
1301,93,0
1302,104,0
1303,115,0
1304,56,0
1305,125,0
1306,106,0
1307,61,0
1308,56,0
1309,88,0
1310,22,0
1311,107,0
1312,75,0
1313,8,0
1314,5,0
1315,73,0
1316,61,0
1317,3,0
1318,100,0
1319,65,0
1320,36,0
1321,11,0
1322,95,0
1323,65,0
1324,81,0
1325,72,0
1326,95,0
1327,96,0
1328,81,0
1329,117,0
1330,2,1
1331,27,0
1332,85,0
1333,106,0
1334,57,0
1335,74,0
1336,103,0
1337,33,0
1338,47,0
1339,50,0
1340,50,0
1341,26,0
1342,10,0
1343,17,0
1344,38,0
1345,35,0
1346,123,0
1347,17,0
1348,8,0
1349,125,0
1350,87,0
1351,36,0
1352,7,0
1353,42,0
1354,106,0
1355,98,0
1356,107,0
1357,78,0
1358,45,0
1359,113,0
1360,45,0
1361,5,0
1362,20,0
1363,3,0
1364,10,0
1365,80,0
1366,125,0
1367,39,0
1368,7,0
1369,3,1
1370,96,0
1371,70,0
1372,42,0
1373,35,0
1374,57,0
1375,117,0
1376,111,0
1377,55,0
1378,98,0
1379,80,0
1380,42,0
1381,4,1
1382,79,0
1383,0,0
1384,119,0
1385,125,0
1386,37,0
1387,63,0
1388,35,0
1389,49,0
1390,85,0
1391,5,1
1392,127,0
1393,67,0
1394,97,0
1395,125,0
1396,96,0
1397,62,0
1398,87,0
1399,12,0
1400,66,0
1401,104,0
1402,33,0
1403,121,0
1404,40,0
1405,113,0
1406,113,0
1407,72,0
1408,92,0
1409,10,0
1410,125,0
1411,46,0
1412,81,0
1413,111,0
1414,6,1
1415,116,0
1416,7,1
1417,84,0
1418,17,0
1419,14,0
1420,3,0
1421,121,0
1422,13,0
1423,41,0
1424,17,0
1425,50,0
1426,78,0
1427,78,0
1428,37,0
1429,5,0
1430,66,0
1431,8,1
1432,9,1
1433,113,0
1434,69,0
1435,100,0
1436,64,0
1437,40,0
1438,63,0
1439,40,0
1440,50,0
1441,10,1
1442,87,0
1443,17,0
1444,93,0
1445,11,1
1446,125,0
1447,23,0
1448,95,0
1449,74,0
1450,89,0
1451,8,0
1452,80,0
1453,84,0
1454,96,0
1455,93,0
1456,36,0
1457,29,0
1458,40,0
1459,5,0
1460,127,0
1461,76,0
1462,84,0
1463,98,0
1464,38,0
1465,67,0
1466,95,0
1467,78,0
1468,38,0
1469,34,0
1470,17,0
1471,35,0
1472,47,0
1473,53,0
1474,12,1
1475,13,1
1476,28,0
1477,18,0
1478,77,0
1479,92,0
1480,97,0
1481,113,0
1482,72,0
1483,2,0
1484,103,0
1485,21,0
1486,37,0
1487,127,0
1488,17,0
1489,72,0
1490,11,0
1491,73,0
1492,7,0
1493,120,0
1494,20,0
1495,112,0
1496,91,0
1497,103,0
1498,35,0
1499,78,0
1500,85,0
1501,30,0
1502,17,0
1503,19,0
1504,3,0
1505,10,0
1506,17,0
1507,105,0
1508,114,0
1509,111,0
1510,48,0
1511,87,0
1512,90,0
1513,27,0
1514,8,0
1515,85,0
1516,121,0
1517,14,1
1518,40,0
1519,86,0
1520,18,0
1521,98,0
1522,20,0
1523,74,0
1524,30,0
1525,15,1
1526,17,0
1527,64,0
1528,16,1
1529,66,0
1530,34,0
1531,70,0
1532,17,1
1533,56,0
1534,17,0
1535,103,0
1536,37,0
1537,92,0
1538,14,0
1539,126,0
1540,18,1
1541,123,0
1542,48,0
1543,79,0
1544,26,0
1545,66,0
1546,13,0
1547,113,0
1548,117,0
1549,85,0
1550,74,0
1551,13,0
1552,91,0
1553,17,0
1554,63,0
1555,19,1
1556,17,0
1557,59,0
1558,20,1
1559,70,0
1560,8,0
1561,6,0
1562,25,0
1563,21,1
1564,22,1
1565,80,0
1566,55,0
1567,36,0
1568,10,0
1569,103,0
1570,50,0
1571,57,0
1572,109,0
1573,48,0
1574,7,0
1575,60,0
1576,78,0
1577,30,0
1578,17,0
1579,62,0
1580,17,0
1581,2,0
1582,76,0
1583,84,0
1584,89,0
1585,17,0
1586,105,0
1587,69,0
1588,9,0
1589,23,1
1590,87,0
1591,90,0
1592,10,0
1593,85,0
1594,76,0
1595,76,0
1596,68,0
1597,24,1
1598,39,0
1599,81,0
1600,25,0
1601,77,0
1602,123,0
1603,111,0
1604,41,0
1605,50,0
1606,5,0
1607,119,0
1608,17,0
1609,42,0
1610,108,0
1611,60,0
1612,63,0
1613,32,0
1614,4,0
1615,3,0
1616,7,0
1617,85,0
1618,80,0
1619,105,0
1620,17,0
1621,76,0
1622,116,0
1623,113,0
1624,82,0
1625,127,0
1626,37,0
1627,87,0
1628,25,1
1629,115,0
1630,66,0
1631,97,0
1632,53,0
1633,103,0
1634,9,0
1635,79,0
1636,47,0
1637,29,0
1638,26,1
1639,35,0
1640,9,0
1641,27,1
1642,58,0
1643,28,1
1644,58,0
1645,63,0
1646,51,0
1647,84,0
1648,100,0
1649,95,0
1650,45,0
1651,124,0
1652,29,1
1653,73,0
1654,121,0
1655,36,0
1656,26,0
1657,22,0
1658,66,0
1659,44,0
1660,83,0
1661,58,0
1662,30,1
1663,52,0
1664,119,0
1665,97,0
1666,66,0
1667,0,0
1668,99,0
1669,55,0
1670,56,0
1671,36,0
1672,76,0
1673,72,0
1674,31,1
1675,121,0
1676,56,0
1677,108,0
1678,94,0
1679,9,0
1680,65,0
1681,114,0
1682,90,0
1683,16,0
1684,51,0
1685,4,0
1686,83,0
1687,55,0
1688,49,0
1689,32,1
1690,70,0
1691,35,0
1692,33,1
1693,92,0
1694,33,0
1695,104,0
1696,38,0
1697,85,0
1698,72,0
1699,119,0
1700,16,0
1701,45,0
1702,101,0
1703,54,0
1704,76,0
1705,61,0
1706,93,0
1707,60,0
1708,96,0
1709,3,0
1710,39,0
1711,10,0
1712,63,0
1713,60,0
1714,7,0
1715,34,1
1716,3,0
1717,28,0
1718,2,0
1719,101,0
1720,84,0
1721,86,0
1722,1,0
1723,122,0
1724,57,0
1725,78,0
1726,2,0
1727,57,0
1728,27,0
1729,65,0
1730,65,0
1731,77,0
1732,63,0
1733,29,0
1734,90,0
1735,105,0
1736,32,0
1737,0,0
1738,18,0
1739,104,0
1740,68,0
1741,81,0
1742,92,0
1743,87,0
1744,62,0
1745,42,0
1746,101,0
1747,87,0
1748,121,0
1749,13,0
1750,11,0
1751,4,0
1752,71,0
1753,71,0
1754,92,0
1755,102,0
1756,36,0
1757,95,0
1758,127,0
1759,124,0
1760,78,0
1761,40,0
1762,70,0
1763,9,0
1764,113,0
1765,92,0
1766,78,0
1767,58,0
1768,2,0
1769,17,0
1770,57,0
1771,78,0
1772,45,0
1773,35,1
1774,63,0
1775,86,0
1776,53,0
1777,75,0
1778,107,0
1779,76,0
1780,51,0
1781,78,0
1782,74,0
1783,62,0
1784,107,0
1785,42,0
1786,22,0
1787,97,0
1788,98,0
1789,115,0
1790,8,0
1791,36,1
1792,84,0
1793,61,0
1794,62,0
1795,35,0
1796,106,0
1797,114,0
1798,97,0
1799,2,0
1800,6,0
1801,48,0
1802,29,0
1803,103,0
1804,3,0
1805,43,0
1806,88,0
1807,76,0
1808,62,0
1809,63,0
1810,5,0
1811,103,0
1812,89,0
1813,95,0
1814,10,0
1815,57,0
1816,27,0
1817,37,1
1818,38,1
1819,5,0
1820,19,0
1821,63,0
1822,39,1
1823,8,0
1824,68,0
1825,22,0
1826,44,0
1827,83,0
1828,40,1
1829,30,0
1830,4,0
1831,78,0
1832,0,0
1833,114,0
1834,111,0
1835,41,1
1836,116,0
1837,37,0
1838,17,0
1839,101,0
1840,83,0
1841,51,0
1842,17,0
1843,43,0
1844,105,0
1845,48,0
1846,33,0
1847,57,0
1848,9,0
1849,42,1
1850,96,0
1851,119,0
1852,89,0
1853,43,1
1854,17,0
1855,19,0
1856,17,0
1857,10,0
1858,124,0
1859,87,0
1860,35,0
1861,1,0
1862,104,0
1863,95,0
1864,104,0
1865,50,0
1866,44,1
1867,66,0
1868,71,0
1869,126,0
1870,4,0
1871,91,0
1872,68,0
1873,45,1
1874,17,0
1875,59,0
1876,23,0
1877,76,0
1878,119,0
1879,124,0
1880,19,0
1881,120,0
1882,21,0
1883,103,0
1884,85,0
1885,72,0
1886,127,0
1887,29,0
1888,45,0
1889,72,0
1890,110,0
1891,46,1
1892,44,0
1893,86,0
1894,47,1
1895,6,0
1896,8,0
1897,17,0
1898,67,0
1899,54,0
1900,63,0
1901,53,0
1902,92,0
1903,48,1
1904,97,0
1905,49,1
1906,101,0
1907,45,0
1908,72,0
1909,17,0
1910,89,0
1911,10,0
1912,60,0
1913,89,0
1914,82,0
1915,63,0
1916,120,0
1917,18,0
1918,14,0
1919,30,0
1920,42,0
1921,77,0
1922,91,0
1923,114,0
1924,79,0
1925,12,0
1926,88,0
1927,57,0
1928,3,0
1929,71,0
1930,50,1
1931,95,0
1932,6,0
1933,78,0
1934,55,0
1935,98,0
1936,51,1
1937,114,0
1938,77,0
1939,17,0
1940,119,0
1941,76,0
1942,119,0
1943,55,0
1944,88,0
1945,66,0
1946,2,0
1947,52,1
1948,82,0
1949,53,1
1950,45,0
1951,117,0
1952,17,0
1953,116,0
1954,65,0
1955,122,0
1956,115,0
1957,43,0
1958,47,0
1959,8,0
1960,45,0
1961,70,0
1962,0,0
1963,5,0
1964,126,0
1965,73,0
1966,17,0
1967,93,0
1968,102,0
1969,116,0
1970,16,0
1971,103,0
1972,62,0
