node_id,x_m,y_m
0,350.604,221.949
1,539.325,185.548
2,326.579,220.666
3,266.254,621.374
4,67.974,284.831
5,144.978,224.324
6,637.199,211.434
7,388.547,268.876
8,466.569,286.424
9,110.397,277.968
10,261.526,506.168
11,359.818,126.911
12,430.566,191.767
13,327.563,141.829
14,263.24,501.968
15,329.988,480.477
16,483.286,375.391
17,412.322,254.674
18,395.017,496.324
19,65.081,598.333
20,235.563,90.475
21,97.4,218.67
22,46.053,255.039
23,265.996,418.8
24,298.75,596.842
25,421.362,206.169
26,558.434,446.596
27,617.214,469.042
28,616.137,132.519
29,179.037,620.387
30,15.913,589.509
31,581.014,88.433
32,97.893,584.544
33,612.377,555.1
34,462.786,485.222
35,197.794,6.704
36,401.334,563.094
37,605.528,329.423
38,7.318,112.892
39,287.629,148.665
40,19.605,124.553
41,319.92,82.692
42,73.717,107.232
43,23.425,500.321
44,552.538,130.321
45,405.218,559.303
46,156.939,214.054
47,562.579,486.566
48,397.061,506.926
49,366.424,202.245
50,437.799,500.569
51,37.283,206.852
52,189.188,565.744
53,185.242,430.464
54,278.571,242.604
55,319.976,571.207
56,420.594,249.646
57,97.666,221.052
58,301.469,412.884
59,637.073,208.639
60,599.904,581.242
61,283.709,143.293
62,150.86,587.941
63,112.441,414.301
64,416.918,108.354
65,21.943,407.928
66,35.668,350.997
67,619.828,296.909
68,200.463,69.539
69,194.007,205.681
70,76.478,448.789
71,385.094,458.559
72,70.142,161.279
73,590.343,7.605
74,237.211,522.203
75,147.544,141.966
76,407.407,162.122
77,215.743,251.066
78,191.971,421.17
79,469.213,486.061
80,625.545,48.302
81,165.245,629.417
82,509.549,485.636
83,143.389,83.621
84,177.11,569.863
85,479.311,235.388
86,420.912,469.613
87,184.284,69.669
88,517.872,452.203
89,515.364,474.385
90,234.416,418.218
91,235.296,576.649
92,80.795,445.026
93,222.322,580.52
94,513.247,113.273
95,11.942,150.672
96,613.374,490.675
97,451.045,135.16
98,136.996,285.131
99,340.802,393.976
100,40.096,538.322
101,157.595,456.218
102,203.81,190.548
103,555.795,139.957
104,322.459,558.636
105,528.636,458.931
106,156.521,400.985
107,303.104,195.743
108,493.022,431.207
109,570.419,272.155
110,93.495,174.373
111,472.613,448.868
112,410.872,254.467
113,369.947,45.687
114,59.653,514.371
115,72.75,398.18
116,192.264,111.16
117,500.992,563.992
118,203.451,98.386
119,295.177,73.664
120,612.73,17.082
121,325.85,105.712
122,3.497,635.997
123,434.57,451.007
124,491.549,502.412
125,389.288,424.254
126,202.782,67.555
127,463.893,469.502
128,471.408,413.391
129,55.706,413.429
130,56.629,555.696
131,7.687,170.139
132,341.396,554.8
133,420.123,85.172
134,463.085,134.15
135,215.315,231.013
136,509.76,134.9
137,207.261,180.57
138,155.723,139.059
139,246.256,115.93
140,166.378,78.035
141,371.577,445.315
142,152.602,286.177
143,384.156,623.756
144,616.486,73.104
145,602.983,514.811
