run_id,external_run_id,scale,node_count,cluster_count,bs_count,map_profile,seed,architecture,load,failure_family,healing_id,variant,map_id,map_signature,mean_node_to_ch_distance,max_node_to_ch_distance,mean_ch_to_bs_distance,max_ch_to_bs_distance,cluster_size_mean,cluster_size_max,cluster_size_cv,long_link_ratio,failure_time_s,recovery_applied_delay_s,recovery_applied_s,recovery_event_time_s,first_recovered_aggregate_s,traffic_recovery_delay_s,recovery_stress_score,recovery_map_profile_penalty_s,recovery_queue_norm,recovery_cluster_norm,recovery_energy_norm,recovery_distance_norm,consumed_j,avg_res_j,min_res_j,low_nodes,raw_tx,raw_rx,raw_delivery_ratio,agg_tx,agg_rx,agg_delivery_ratio,pending_raw_total,failed_chs,recovered_clusters,candidate_group_key,is_healing_case,is_baseline,is_failure_no_healing,source_output_dir
campaign_v3_S9_M1_BALANCED_A_L1_F0_H0_seed026,campaign_v3_S9_M1_BALANCED_A_L1_F0_H0_seed026_26_20260602_163037,S9,4500,180,6,M1_BALANCED,26,A,L1,F0,H0,V1,map_S9_M1_BALANCED_seed026,08d2571154d40426ce7b269b927ffe732d88407e68591ee4991827908ee0688f,31.995,63.734,182.093,383.834,25,50,0.3078,0.1191,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2309.990999,1.486669,0.0,179,1270080,1270080,1.0,1620,1620,1.0,108000,0,0,S9|M1_BALANCED|26|A|L1|F0,false,true,false,/home/cyfer/FYP/WSN_simulation_V3/runs/S9_4500/outputs_production_50seed_part26_30/run_campaign_v3_S9_M1_BALANCED_A_L1_F0_H0_seed026_26_20260602_163037
campaign_v3_S9_M1_BALANCED_A_L1_F0_H0_seed027,campaign_v3_S9_M1_BALANCED_A_L1_F0_H0_seed027_27_20260602_163151,S9,4500,180,6,M1_BALANCED,27,A,L1,F0,H0,V1,map_S9_M1_BALANCED_seed027,9389aa994199645d02af60851fe9f83ff4bb0c6ec8e063c2d7e848a190eca088,31.815,63.643,183.746,353.908,25,44,0.3263,0.1338,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2305.166739,1.487741,0.0,180,1270080,1270080,1.0,1620,1620,1.0,108000,0,0,S9|M1_BALANCED|27|A|L1|F0,false,true,false,/home/cyfer/FYP/WSN_simulation_V3/runs/S9_4500/outputs_production_50seed_part26_30/run_campaign_v3_S9_M1_BALANCED_A_L1_F0_H0_seed027_27_20260602_163151
campaign_v3_S9_M1_BALANCED_A_L1_F0_H0_seed028,campaign_v3_S9_M1_BALANCED_A_L1_F0_H0_seed028_28_20260602_163305,S9,4500,180,6,M1_BALANCED,28,A,L1,F0,H0,V1,map_S9_M1_BALANCED_seed028,e01d3ddbb55627e293839d81649220d80d6e62d46e33815e4783c03da6cabcf2,32.039,62.473,183.322,381.106,25,43,0.3146,0.1198,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2310.038814,1.486658,0.0,177,1270080,1270080,1.0,1620,1620,1.0,108000,0,0,S9|M1_BALANCED|28|A|L1|F0,false,true,false,/home/cyfer/FYP/WSN_simulation_V3/runs/S9_4500/outputs_production_50seed_part26_30/run_campaign_v3_S9_M1_BALANCED_A_L1_F0_H0_seed028_28_20260602_163305
campaign_v3_S9_M1_BALANCED_A_L1_F0_H0_seed029,campaign_v3_S9_M1_BALANCED_A_L1_F0_H0_seed029_29_20260602_163419,S9,4500,180,6,M1_BALANCED,29,A,L1,F0,H0,V1,map_S9_M1_BALANCED_seed029,b622ad0ee411e1057943ad62a3bac6479384d0b038063f07f4a70ad09fa3fdd3,31.705,61.382,188.912,380.681,25,49,0.3226,0.1424,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2301.895334,1.488468,0.0,180,1270080,1270080,1.0,1620,1620,1.0,108000,0,0,S9|M1_BALANCED|29|A|L1|F0,false,true,false,/home/cyfer/FYP/WSN_simulation_V3/runs/S9_4500/outputs_production_50seed_part26_30/run_campaign_v3_S9_M1_BALANCED_A_L1_F0_H0_seed029_29_20260602_163419
campaign_v3_S9_M1_BALANCED_A_L1_F0_H0_seed030,campaign_v3_S9_M1_BALANCED_A_L1_F0_H0_seed030_30_20260602_163534,S9,4500,180,6,M1_BALANCED,30,A,L1,F0,H0,V1,map_S9_M1_BALANCED_seed030,e51078543253db5bc537629d950e07f1e931657d23ba272849ed2c11bf6e7dcd,32.061,63.452,187.124,381.755,25,47,0.3342,0.1271,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2312.919223,1.486018,0.0,178,1270080,1270080,1.0,1620,1620,1.0,108000,0,0,S9|M1_BALANCED|30|A|L1|F0,false,true,false,/home/cyfer/FYP/WSN_simulation_V3/runs/S9_4500/outputs_production_50seed_part26_30/run_campaign_v3_S9_M1_BALANCED_A_L1_F0_H0_seed030_30_20260602_163534
campaign_v3_S9_M1_BALANCED_A_L1_F1_H0_seed026,campaign_v3_S9_M1_BALANCED_A_L1_F1_H0_seed026_26_20260602_163038,S9,4500,180,6,M1_BALANCED,26,A,L1,F1,H0,V2,map_S9_M1_BALANCED_seed026,08d2571154d40426ce7b269b927ffe732d88407e68591ee4991827908ee0688f,31.995,63.734,182.093,383.834,25,50,0.3078,0.1191,60.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2301.99036,1.488209,0.0,179,1265380,1265380,1.0,1612,1612,1.0,108100,1,0,S9|M1_BALANCED|26|A|L1|F1,false,false,true,/home/cyfer/FYP/WSN_simulation_V3/runs/S9_4500/outputs_production_50seed_part26_30/run_campaign_v3_S9_M1_BALANCED_A_L1_F1_H0_seed026_26_20260602_163038
campaign_v3_S9_M1_BALANCED_A_L1_F1_H0_seed027,campaign_v3_S9_M1_BALANCED_A_L1_F1_H0_seed027_27_20260602_163152,S9,4500,180,6,M1_BALANCED,27,A,L1,F1,H0,V2,map_S9_M1_BALANCED_seed027,9389aa994199645d02af60851fe9f83ff4bb0c6ec8e063c2d7e848a190eca088,31.815,63.643,183.746,353.908,25,44,0.3263,0.1338,60.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2294.023642,1.490081,0.0,180,1263030,1263030,1.0,1612,1612,1.0,108150,1,0,S9|M1_BALANCED|27|A|L1|F1,false,false,true,/home/cyfer/FYP/WSN_simulation_V3/runs/S9_4500/outputs_production_50seed_part26_30/run_campaign_v3_S9_M1_BALANCED_A_L1_F1_H0_seed027_27_20260602_163152
campaign_v3_S9_M1_BALANCED_A_L1_F1_H0_seed028,campaign_v3_S9_M1_BALANCED_A_L1_F1_H0_seed028_28_20260602_163306,S9,4500,180,6,M1_BALANCED,28,A,L1,F1,H0,V2,map_S9_M1_BALANCED_seed028,e01d3ddbb55627e293839d81649220d80d6e62d46e33815e4783c03da6cabcf2,32.039,62.473,183.322,381.106,25,43,0.3146,0.1198,60.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2307.597979,1.486804,0.0,178,1268905,1268905,1.0,1612,1612,1.0,108025,1,0,S9|M1_BALANCED|28|A|L1|F1,false,false,true,/home/cyfer/FYP/WSN_simulation_V3/runs/S9_4500/outputs_production_50seed_part26_30/run_campaign_v3_S9_M1_BALANCED_A_L1_F1_H0_seed028_28_20260602_163306
campaign_v3_S9_M1_BALANCED_A_L1_F1_H0_seed029,campaign_v3_S9_M1_BALANCED_A_L1_F1_H0_seed029_29_20260602_163420,S9,4500,180,6,M1_BALANCED,29,A,L1,F1,H0,V2,map_S9_M1_BALANCED_seed029,b622ad0ee411e1057943ad62a3bac6479384d0b038063f07f4a70ad09fa3fdd3,31.705,61.382,188.912,380.681,25,49,0.3226,0.1424,60.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2289.575242,1.491101,0.0,180,1262560,1262560,1.0,1612,1612,1.0,108160,1,0,S9|M1_BALANCED|29|A|L1|F1,false,false,true,/home/cyfer/FYP/WSN_simulation_V3/runs/S9_4500/outputs_production_50seed_part26_30/run_campaign_v3_S9_M1_BALANCED_A_L1_F1_H0_seed029_29_20260602_163420
campaign_v3_S9_M1_BALANCED_A_L1_F1_H0_seed030,campaign_v3_S9_M1_BALANCED_A_L1_F1_H0_seed030_30_20260602_163535,S9,4500,180,6,M1_BALANCED,30,A,L1,F1,H0,V2,map_S9_M1_BALANCED_seed030,e51078543253db5bc537629d950e07f1e931657d23ba272849ed2c11bf6e7dcd,32.061,63.452,187.124,381.755,25,47,0.3342,0.1271,60.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2300.32404,1.488727,0.0,178,1262090,1262090,1.0,1612,1612,1.0,108170,1,0,S9|M1_BALANCED|30|A|L1|F1,false,false,true,/home/cyfer/FYP/WSN_simulation_V3/runs/S9_4500/outputs_production_50seed_part26_30/run_campaign_v3_S9_M1_BALANCED_A_L1_F1_H0_seed030_30_20260602_163535
