run_id,external_run_id,scale,node_count,cluster_count,bs_count,map_profile,seed,architecture,load,failure_family,healing_id,variant,map_id,map_signature,mean_node_to_ch_distance,max_node_to_ch_distance,mean_ch_to_bs_distance,max_ch_to_bs_distance,cluster_size_mean,cluster_size_max,cluster_size_cv,long_link_ratio,failure_time_s,recovery_applied_delay_s,recovery_applied_s,recovery_event_time_s,first_recovered_aggregate_s,traffic_recovery_delay_s,recovery_stress_score,recovery_map_profile_penalty_s,recovery_queue_norm,recovery_cluster_norm,recovery_energy_norm,recovery_distance_norm,consumed_j,avg_res_j,min_res_j,low_nodes,raw_tx,raw_rx,raw_delivery_ratio,agg_tx,agg_rx,agg_delivery_ratio,pending_raw_total,failed_chs,recovered_clusters,candidate_group_key,is_healing_case,is_baseline,is_failure_no_healing,source_output_dir
campaign_v3_S10_M1_BALANCED_A_L1_F0_H0_seed016,campaign_v3_S10_M1_BALANCED_A_L1_F0_H0_seed016_16_20260603_081750,S10,5000,200,6,M1_BALANCED,16,A,L1,F0,H0,V1,map_S10_M1_BALANCED_seed016,7e6dee4fc984b023b4bc5429955d2d3a72d9162e21bec47507efb6026045aa8f,32.146,63.315,195.942,400.149,25,49,0.3154,0.1372,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2574.794385,1.485041,0.0,199,1411200,1411200,1.0,1800,1800,1.0,120000,0,0,S10|M1_BALANCED|16|A|L1|F0,false,true,false,/home/cyfer/FYP/WSN_simulation_V3/runs/S10_5000/outputs_production_50seed_part16_20/run_campaign_v3_S10_M1_BALANCED_A_L1_F0_H0_seed016_16_20260603_081750
campaign_v3_S10_M1_BALANCED_A_L1_F0_H0_seed017,campaign_v3_S10_M1_BALANCED_A_L1_F0_H0_seed017_17_20260603_081910,S10,5000,200,6,M1_BALANCED,17,A,L1,F0,H0,V1,map_S10_M1_BALANCED_seed017,d0504816d65c0b87b4d94784fae8b35289a3bb4c64cca70440f2d7f507ac5b9c,32.236,65.54,200.192,406.231,25,50,0.3289,0.131,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2578.419116,1.484316,0.0,198,1411200,1411200,1.0,1800,1800,1.0,120000,0,0,S10|M1_BALANCED|17|A|L1|F0,false,true,false,/home/cyfer/FYP/WSN_simulation_V3/runs/S10_5000/outputs_production_50seed_part16_20/run_campaign_v3_S10_M1_BALANCED_A_L1_F0_H0_seed017_17_20260603_081910
campaign_v3_S10_M1_BALANCED_A_L1_F0_H0_seed018,campaign_v3_S10_M1_BALANCED_A_L1_F0_H0_seed018_18_20260603_082029,S10,5000,200,6,M1_BALANCED,18,A,L1,F0,H0,V1,map_S10_M1_BALANCED_seed018,cd03dd447beb0cf20db8bffdf85aca1951a131cb8ca486648ad14c0e1fbcf830,32.156,63.806,196.491,409.432,25,43,0.3087,0.1276,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2575.572385,1.484886,0.0,200,1411200,1411200,1.0,1800,1800,1.0,120000,0,0,S10|M1_BALANCED|18|A|L1|F0,false,true,false,/home/cyfer/FYP/WSN_simulation_V3/runs/S10_5000/outputs_production_50seed_part16_20/run_campaign_v3_S10_M1_BALANCED_A_L1_F0_H0_seed018_18_20260603_082029
campaign_v3_S10_M1_BALANCED_A_L1_F0_H0_seed019,campaign_v3_S10_M1_BALANCED_A_L1_F0_H0_seed019_19_20260603_082148,S10,5000,200,6,M1_BALANCED,19,A,L1,F0,H0,V1,map_S10_M1_BALANCED_seed019,367027674d43e2ce7a10154bffbe2597f3f6d81bb22f63344fc95ab1b775bef8,32.159,64.104,195.516,401.056,25,49,0.3079,0.12,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2573.124995,1.485375,0.0,198,1411200,1411200,1.0,1800,1800,1.0,120000,0,0,S10|M1_BALANCED|19|A|L1|F0,false,true,false,/home/cyfer/FYP/WSN_simulation_V3/runs/S10_5000/outputs_production_50seed_part16_20/run_campaign_v3_S10_M1_BALANCED_A_L1_F0_H0_seed019_19_20260603_082148
campaign_v3_S10_M1_BALANCED_A_L1_F0_H0_seed020,campaign_v3_S10_M1_BALANCED_A_L1_F0_H0_seed020_20_20260603_082310,S10,5000,200,6,M1_BALANCED,20,A,L1,F0,H0,V1,map_S10_M1_BALANCED_seed020,c047246c0eae47407186fcb79be30226848eda182309bc6c45e294a48d14aeb2,31.744,63.399,195.195,398.756,25,43,0.2978,0.138,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2559.546739,1.488091,0.0,200,1411200,1411200,1.0,1800,1800,1.0,120000,0,0,S10|M1_BALANCED|20|A|L1|F0,false,true,false,/home/cyfer/FYP/WSN_simulation_V3/runs/S10_5000/outputs_production_50seed_part16_20/run_campaign_v3_S10_M1_BALANCED_A_L1_F0_H0_seed020_20_20260603_082310
campaign_v3_S10_M1_BALANCED_A_L1_F1_H0_seed016,campaign_v3_S10_M1_BALANCED_A_L1_F1_H0_seed016_16_20260603_081751,S10,5000,200,6,M1_BALANCED,16,A,L1,F1,H0,V2,map_S10_M1_BALANCED_seed016,7e6dee4fc984b023b4bc5429955d2d3a72d9162e21bec47507efb6026045aa8f,32.146,63.315,195.942,400.149,25,49,0.3154,0.1372,60.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2567.405586,1.486286,0.0,199,1406970,1406970,1.0,1792,1792,1.0,120090,1,0,S10|M1_BALANCED|16|A|L1|F1,false,false,true,/home/cyfer/FYP/WSN_simulation_V3/runs/S10_5000/outputs_production_50seed_part16_20/run_campaign_v3_S10_M1_BALANCED_A_L1_F1_H0_seed016_16_20260603_081751
campaign_v3_S10_M1_BALANCED_A_L1_F1_H0_seed017,campaign_v3_S10_M1_BALANCED_A_L1_F1_H0_seed017_17_20260603_081911,S10,5000,200,6,M1_BALANCED,17,A,L1,F1,H0,V2,map_S10_M1_BALANCED_seed017,d0504816d65c0b87b4d94784fae8b35289a3bb4c64cca70440f2d7f507ac5b9c,32.236,65.54,200.192,406.231,25,50,0.3289,0.131,60.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2565.656799,1.486771,0.0,198,1403915,1403915,1.0,1792,1792,1.0,120155,1,0,S10|M1_BALANCED|17|A|L1|F1,false,false,true,/home/cyfer/FYP/WSN_simulation_V3/runs/S10_5000/outputs_production_50seed_part16_20/run_campaign_v3_S10_M1_BALANCED_A_L1_F1_H0_seed017_17_20260603_081911
campaign_v3_S10_M1_BALANCED_A_L1_F1_H0_seed018,campaign_v3_S10_M1_BALANCED_A_L1_F1_H0_seed018_18_20260603_082030,S10,5000,200,6,M1_BALANCED,18,A,L1,F1,H0,V2,map_S10_M1_BALANCED_seed018,cd03dd447beb0cf20db8bffdf85aca1951a131cb8ca486648ad14c0e1fbcf830,32.156,63.806,196.491,409.432,25,43,0.3087,0.1276,60.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2569.068578,1.485932,0.0,200,1407440,1407440,1.0,1792,1792,1.0,120080,1,0,S10|M1_BALANCED|18|A|L1|F1,false,false,true,/home/cyfer/FYP/WSN_simulation_V3/runs/S10_5000/outputs_production_50seed_part16_20/run_campaign_v3_S10_M1_BALANCED_A_L1_F1_H0_seed018_18_20260603_082030
campaign_v3_S10_M1_BALANCED_A_L1_F1_H0_seed019,campaign_v3_S10_M1_BALANCED_A_L1_F1_H0_seed019_19_20260603_082149,S10,5000,200,6,M1_BALANCED,19,A,L1,F1,H0,V2,map_S10_M1_BALANCED_seed019,367027674d43e2ce7a10154bffbe2597f3f6d81bb22f63344fc95ab1b775bef8,32.159,64.104,195.516,401.056,25,49,0.3079,0.12,60.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2559.456507,1.488044,0.0,198,1402975,1402975,1.0,1792,1792,1.0,120175,1,0,S10|M1_BALANCED|19|A|L1|F1,false,false,true,/home/cyfer/FYP/WSN_simulation_V3/runs/S10_5000/outputs_production_50seed_part16_20/run_campaign_v3_S10_M1_BALANCED_A_L1_F1_H0_seed019_19_20260603_082149
campaign_v3_S10_M1_BALANCED_A_L1_F1_H0_seed020,campaign_v3_S10_M1_BALANCED_A_L1_F1_H0_seed020_20_20260603_082311,S10,5000,200,6,M1_BALANCED,20,A,L1,F1,H0,V2,map_S10_M1_BALANCED_seed020,c047246c0eae47407186fcb79be30226848eda182309bc6c45e294a48d14aeb2,31.744,63.399,195.195,398.756,25,43,0.2978,0.138,60.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2554.754984,1.48874,0.0,200,1408850,1408850,1.0,1792,1792,1.0,120050,1,0,S10|M1_BALANCED|20|A|L1|F1,false,false,true,/home/cyfer/FYP/WSN_simulation_V3/runs/S10_5000/outputs_production_50seed_part16_20/run_campaign_v3_S10_M1_BALANCED_A_L1_F1_H0_seed020_20_20260603_082311
