run_id,external_run_id,scale,node_count,cluster_count,bs_count,map_profile,seed,architecture,load,failure_family,healing_id,variant,map_id,map_signature,mean_node_to_ch_distance,max_node_to_ch_distance,mean_ch_to_bs_distance,max_ch_to_bs_distance,cluster_size_mean,cluster_size_max,cluster_size_cv,long_link_ratio,failure_time_s,recovery_applied_delay_s,recovery_applied_s,recovery_event_time_s,first_recovered_aggregate_s,traffic_recovery_delay_s,recovery_stress_score,recovery_map_profile_penalty_s,recovery_queue_norm,recovery_cluster_norm,recovery_energy_norm,recovery_distance_norm,consumed_j,avg_res_j,min_res_j,low_nodes,raw_tx,raw_rx,raw_delivery_ratio,agg_tx,agg_rx,agg_delivery_ratio,pending_raw_total,failed_chs,recovered_clusters,candidate_group_key,is_healing_case,is_baseline,is_failure_no_healing,source_output_dir
campaign_v3_S7_M1_BALANCED_A_L1_F0_H0_seed001,campaign_v3_S7_M1_BALANCED_A_L1_F0_H0_seed001_01_20260601_184329,S7,3200,128,4,M1_BALANCED,1,A,L1,F0,H0,V1,map_S7_M1_BALANCED_seed001,6bbc22afe7b0ce0c87220ecf3aba4db2d3e0c81c7ff3e5de68dd330356226eca,32.579,66.104,189.95,348.338,25,45,0.335,0.1159,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1657.057213,1.48217,0.0,127,903168,903168,1.0,1152,1152,1.0,76800,0,0,S7|M1_BALANCED|1|A|L1|F0,false,true,false,/home/cyfer/FYP/WSN_simulation_V3/runs/S7_3200/outputs_production_50seed_part01_10/run_campaign_v3_S7_M1_BALANCED_A_L1_F0_H0_seed001_01_20260601_184329
campaign_v3_S7_M1_BALANCED_A_L1_F0_H0_seed002,campaign_v3_S7_M1_BALANCED_A_L1_F0_H0_seed002_02_20260601_184435,S7,3200,128,4,M1_BALANCED,2,A,L1,F0,H0,V1,map_S7_M1_BALANCED_seed002,d9e9ed2f1c38f833219ee903bfc0f38120e5702fca6f53cb648138b41eb672a7,32.684,64.459,188.804,362.33,25,57,0.3059,0.1263,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1662.371434,1.480509,0.0,128,903168,903168,1.0,1152,1152,1.0,76800,0,0,S7|M1_BALANCED|2|A|L1|F0,false,true,false,/home/cyfer/FYP/WSN_simulation_V3/runs/S7_3200/outputs_production_50seed_part01_10/run_campaign_v3_S7_M1_BALANCED_A_L1_F0_H0_seed002_02_20260601_184435
campaign_v3_S7_M1_BALANCED_A_L1_F0_H0_seed003,campaign_v3_S7_M1_BALANCED_A_L1_F0_H0_seed003_03_20260601_184540,S7,3200,128,4,M1_BALANCED,3,A,L1,F0,H0,V1,map_S7_M1_BALANCED_seed003,51f295c9e1385fe9685bbafcf41ce14b24be2796f6fc470fb2b38d3e7174f1c1,32.435,65.529,186.73,352.621,25,55,0.3647,0.1297,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1655.684897,1.482598,0.0,128,903168,903168,1.0,1152,1152,1.0,76800,0,0,S7|M1_BALANCED|3|A|L1|F0,false,true,false,/home/cyfer/FYP/WSN_simulation_V3/runs/S7_3200/outputs_production_50seed_part01_10/run_campaign_v3_S7_M1_BALANCED_A_L1_F0_H0_seed003_03_20260601_184540
campaign_v3_S7_M1_BALANCED_A_L1_F0_H0_seed004,campaign_v3_S7_M1_BALANCED_A_L1_F0_H0_seed004_04_20260601_184646,S7,3200,128,4,M1_BALANCED,4,A,L1,F0,H0,V1,map_S7_M1_BALANCED_seed004,c7538880fa3e3ef25d44f33d3f6c3134984a79f107e021ac33587e0a512c1606,32.447,66.513,184.127,369.672,25,49,0.3417,0.1216,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1654.476052,1.482976,0.0,127,903168,903168,1.0,1152,1152,1.0,76800,0,0,S7|M1_BALANCED|4|A|L1|F0,false,true,false,/home/cyfer/FYP/WSN_simulation_V3/runs/S7_3200/outputs_production_50seed_part01_10/run_campaign_v3_S7_M1_BALANCED_A_L1_F0_H0_seed004_04_20260601_184646
campaign_v3_S7_M1_BALANCED_A_L1_F0_H0_seed005,campaign_v3_S7_M1_BALANCED_A_L1_F0_H0_seed005_05_20260601_184752,S7,3200,128,4,M1_BALANCED,5,A,L1,F0,H0,V1,map_S7_M1_BALANCED_seed005,5c3e38a0ce1f2be2614010a91c1dab80836ddf72c9d2c2013d14625ab6ad5f66,32.559,65.385,187.871,353.751,25,48,0.3467,0.1219,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1657.555672,1.482014,0.0,126,903168,903168,1.0,1152,1152,1.0,76800,0,0,S7|M1_BALANCED|5|A|L1|F0,false,true,false,/home/cyfer/FYP/WSN_simulation_V3/runs/S7_3200/outputs_production_50seed_part01_10/run_campaign_v3_S7_M1_BALANCED_A_L1_F0_H0_seed005_05_20260601_184752
campaign_v3_S7_M1_BALANCED_A_L1_F0_H0_seed006,campaign_v3_S7_M1_BALANCED_A_L1_F0_H0_seed006_06_20260601_184859,S7,3200,128,4,M1_BALANCED,6,A,L1,F0,H0,V1,map_S7_M1_BALANCED_seed006,a781344c8e889211de93206712dce8cfefeae9ab71766e2f9f562bbea9595ec7,32.016,65.273,189.722,344.98,25,45,0.3192,0.1175,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1644.094516,1.48622,0.0,128,903168,903168,1.0,1152,1152,1.0,76800,0,0,S7|M1_BALANCED|6|A|L1|F0,false,true,false,/home/cyfer/FYP/WSN_simulation_V3/runs/S7_3200/outputs_production_50seed_part01_10/run_campaign_v3_S7_M1_BALANCED_A_L1_F0_H0_seed006_06_20260601_184859
campaign_v3_S7_M1_BALANCED_A_L1_F0_H0_seed007,campaign_v3_S7_M1_BALANCED_A_L1_F0_H0_seed007_07_20260601_185006,S7,3200,128,4,M1_BALANCED,7,A,L1,F0,H0,V1,map_S7_M1_BALANCED_seed007,d547d7be9d428c173348a63d98088a76f5703cbc7d79a83d33f35a38b4fd4dcd,31.988,62.285,184.619,367.839,25,43,0.3052,0.1275,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1643.39791,1.486438,0.0,128,903168,903168,1.0,1152,1152,1.0,76800,0,0,S7|M1_BALANCED|7|A|L1|F0,false,true,false,/home/cyfer/FYP/WSN_simulation_V3/runs/S7_3200/outputs_production_50seed_part01_10/run_campaign_v3_S7_M1_BALANCED_A_L1_F0_H0_seed007_07_20260601_185006
campaign_v3_S7_M1_BALANCED_A_L1_F0_H0_seed008,campaign_v3_S7_M1_BALANCED_A_L1_F0_H0_seed008_08_20260601_185113,S7,3200,128,4,M1_BALANCED,8,A,L1,F0,H0,V1,map_S7_M1_BALANCED_seed008,5c0d1b5861a466a4fb95f90347be6076a9e053c65d4303d3905d4a1f63b21ad0,32.128,65.448,190.081,373.074,25,44,0.2974,0.1325,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1648.459181,1.484857,0.0,128,903168,903168,1.0,1152,1152,1.0,76800,0,0,S7|M1_BALANCED|8|A|L1|F0,false,true,false,/home/cyfer/FYP/WSN_simulation_V3/runs/S7_3200/outputs_production_50seed_part01_10/run_campaign_v3_S7_M1_BALANCED_A_L1_F0_H0_seed008_08_20260601_185113
campaign_v3_S7_M1_BALANCED_A_L1_F0_H0_seed009,campaign_v3_S7_M1_BALANCED_A_L1_F0_H0_seed009_09_20260601_185222,S7,3200,128,4,M1_BALANCED,9,A,L1,F0,H0,V1,map_S7_M1_BALANCED_seed009,af8180ffeb7839d89bc5879b642459ca3bcace0b51a249f5b3d993c672732cd2,32.542,64.41,186.029,348.227,25,53,0.3536,0.1156,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1657.292707,1.482096,0.0,127,903168,903168,1.0,1152,1152,1.0,76800,0,0,S7|M1_BALANCED|9|A|L1|F0,false,true,false,/home/cyfer/FYP/WSN_simulation_V3/runs/S7_3200/outputs_production_50seed_part01_10/run_campaign_v3_S7_M1_BALANCED_A_L1_F0_H0_seed009_09_20260601_185222
campaign_v3_S7_M1_BALANCED_A_L1_F0_H0_seed010,campaign_v3_S7_M1_BALANCED_A_L1_F0_H0_seed010_10_20260601_185329,S7,3200,128,4,M1_BALANCED,10,A,L1,F0,H0,V1,map_S7_M1_BALANCED_seed010,5eae0f96f031138ee837b6208188624718b2af281898204f1595e614a02c2525,32.537,65.062,186.644,377.006,25,44,0.3476,0.1181,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1655.540195,1.482644,0.0,126,903168,903168,1.0,1152,1152,1.0,76800,0,0,S7|M1_BALANCED|10|A|L1|F0,false,true,false,/home/cyfer/FYP/WSN_simulation_V3/runs/S7_3200/outputs_production_50seed_part01_10/run_campaign_v3_S7_M1_BALANCED_A_L1_F0_H0_seed010_10_20260601_185329
