entity_type,entity_id,node_id,x_m,y_m
CH,0,1613,659.209,657.093
CH,1,1623,757.537,192.87
CH,2,1627,437.277,617.386
CH,3,1635,762.606,466.144
CH,4,1677,869.44,707.763
CH,5,1687,389.774,988.004
CH,6,1688,82.562,496.069
CH,7,1691,824.614,457.516
CH,8,1693,605.832,204.499
CH,9,1696,577.777,119.318
CH,10,1699,178.672,934.522
CH,11,1702,118.57,573.428
CH,12,1706,261.79,405.148
CH,13,1707,761.388,396.13
CH,14,1722,132.46,18.481
CH,15,1723,472.879,149.404
CH,16,1748,383.688,424.425
CH,17,1750,717.521,45.353
CH,18,1752,656.18,296.539
CH,19,1753,640.64,732.021
CH,20,1761,1013.374,386.317
CH,21,1781,122.571,312.258
CH,22,1783,554.476,535.168
CH,23,1785,327.803,30.332
CH,24,1794,534.016,737.134
CH,25,1825,265.911,339.176
CH,26,1833,318.368,1017.388
CH,27,1838,196.501,464.985
CH,28,1849,501.119,877.629
CH,29,1869,203.879,619.809
CH,30,1894,642.048,968.284
CH,31,1903,726.683,623.914
CH,32,1950,654.194,150.545
CH,33,1961,488.012,510.3
CH,34,2030,876.679,171.786
CH,35,2037,23.385,711.255
CH,36,2038,18.752,17.126
CH,37,2045,874.27,409.195
CH,38,2055,578.139,475.33
CH,39,2066,602.655,390.92
CH,40,2113,427.019,846.607
CH,41,2138,240.604,512.264
CH,42,2168,531.514,272.07
CH,43,2183,1015.748,72.717
CH,44,2206,6.106,859.405
CH,45,2210,46.315,379.482
CH,46,2264,296.36,491.276
CH,47,2273,1009.87,12.626
CH,48,2278,1003.913,504.925
CH,49,2282,8.423,301.556
CH,50,2290,624.013,34.07
CH,51,2291,819.283,226.704
CH,52,2292,195.24,404.029
CH,53,2343,692.644,235.602
CH,54,2346,122.933,428.426
CH,55,2359,190.662,344.656
CH,56,2362,71.933,255.051
CH,57,2385,879.918,333.296
CH,58,2441,31.078,179.785
CH,59,2443,399.832,26.312
CH,60,2452,398.268,921.653
CH,61,2475,175.719,261.069
CH,62,2509,649.11,505.2
CH,63,2549,155.232,1002.98
CH,64,2550,364.158,782.945
CH,65,2578,247.754,991.935
CH,66,2581,94.004,936.092
CH,67,2583,1017.907,314.471
CH,68,2601,597.112,925.492
CH,69,2605,701.053,560.817
CH,70,2610,524.766,947.938
CH,71,2618,391.534,499.742
CH,72,2623,854.936,25.116
CH,73,2643,690.36,346.358
CH,74,2669,288.641,779.391
CH,75,2679,914.345,513.798
CH,76,2729,112.608,770.882
CH,77,2748,1000.808,591.059
CH,78,2755,466.147,83.32
CH,79,2756,872.286,604.942
CH,80,2792,528.666,331.553
CH,81,2864,510.865,23.916
CH,82,2873,944.616,7.36
CH,83,2883,407.419,195.988
CH,84,2884,818.126,372.104
CH,85,2887,248.889,273.362
CH,86,2901,298.109,583.474
CH,87,2965,358.405,555.37
CH,88,2973,141.101,110.449
CH,89,2979,111.367,670.557
CH,90,3005,874.703,103.384
CH,91,3011,255.699,5.812
CH,92,3013,333.166,224.832
CH,93,3017,453.393,251.346
CH,94,3055,525.886,206.556
CH,95,3109,542.554,673.775
CH,96,3120,277.846,680.528
CH,97,3122,4.44,937.768
CH,98,3140,682.462,902.15
CH,99,3144,647.547,829.169
CH,100,3146,10.399,1015.541
CH,101,3181,201.291,34.139
CH,102,3206,599.16,589.91
CH,103,3217,1002.304,245.216
CH,104,3234,333.485,368.978
CH,105,3238,77.6,1000.031
CH,106,3243,91.705,845.933
CH,107,3244,356.416,701.341
CH,108,3249,708.783,767.96
CH,109,3269,212.136,125.756
CH,110,3292,169.252,861.304
CH,111,3330,259.086,843.693
CH,112,3373,341.173,138.064
CH,113,3386,701.449,981.54
CH,114,3404,597.205,298.307
CH,115,3410,899.543,258.822
CH,116,3457,569.86,1015.274
CH,117,3471,810.104,75.988
CH,118,3477,660.556,400.125
CH,119,3481,805.796,145.805
CH,120,3508,932.302,656.53
CH,121,3512,942.79,309.648
CH,122,3525,67.313,98.298
CH,123,3537,49.498,652.792
CH,124,3538,198.509,713.358
CH,125,3567,463.247,686.255
CH,126,3577,939.478,420.337
CH,127,3619,373.213,299.147
CH,128,3639,438.794,385.422
CH,129,3644,347.194,860.77
CH,130,3653,696.951,451.693
CH,131,3669,144.192,494.993
CH,132,3680,32.055,787.279
CH,133,3686,1009.101,690.684
CH,134,3690,256.727,923.89
CH,135,3702,992.6,447.039
CH,136,3708,736.265,699.991
CH,137,3714,565.253,801.8
CH,138,3719,426.937,549.985
CH,139,3731,807.88,656.724
CH,140,3748,7.939,466.368
CH,141,3759,464.265,319.629
CH,142,3781,963.769,114.694
CH,143,3793,365.483,622.601
CH,144,3818,176.278,792.733
CH,145,3819,52.287,581.834
CH,146,3821,268.835,179.492
CH,147,3844,183.176,540.74
CH,148,3859,798.727,4.364
CH,149,3864,774.698,307.401
CH,150,3870,516.14,584.763
CH,151,3900,461.825,772.596
CH,152,3902,326.057,933.295
CH,153,3935,794.229,551.798
CH,154,3937,153.544,203.841
CH,155,3951,278.245,84.12
CH,156,3964,447.04,1003.196
CH,157,3974,497.923,439.865
CH,158,3988,718.862,137.71
CH,159,3994,963.166,190.954
BS,0,,204.0,204.0
BS,1,,816.0,204.0
BS,2,,204.0,816.0
BS,3,,816.0,816.0
BS,4,,510.0,510.0
